"","Participant","R","R2","RMSE","MAE","MSE","R2_CD","P_Value"
"1","K23101",-0.141352367249245,0.0199804917269655,0.353538065068677,0.245957957568128,0.124989163452504,-0.0185684066427949,0.217037520246415
"2","K23104",-0.264135271897687,0.0697674418604649,0.20775984165889,0.08559670781893,0.0431641518061271,-0.00507225571824987,0.0118820867068136
"3","K23106",-0.30178105430967,0.0910718047402561,0.237502815885362,0.111214765500144,0.0564075875534763,-0.0176389264749592,0.0296868439763132
"4","K23107",-0.148921565796228,0.0221776327592003,0.375737460733091,0.266640558945429,0.141178639398151,-0.0583595960323993,0.264551037762915
"5","K23109",-0.044517720742885,0.0019818274601415,0.549045519674282,0.37187408787051,0.301450982674403,-0.0736426728421358,0.676945195011108
"6","K23114",0.63321970551517,0.400967195452718,0.888522926717518,0.76106309448443,0.789472991302664,0.392853334633287,2.59729896254889e-05
"7","K23115",0.164845238421175,0.0271739526301339,0.905330221450252,0.687598886332659,0.819622809871162,-0.0572847331535242,0.182510815536188
"8","K23117",-0.071209584948182,0.00507080498849236,1.15871848561358,0.951294794169994,1.34262852890263,-0.0305149977491481,0.504799169600722
"9","K23120",-0.168435301517931,0.0283704507974364,0.438347214811407,0.342361818180993,0.192148280732918,-0.163349369034176,0.14044993098083
"10","K23121",0.419590963094207,0.176056576310325,0.588104104405361,0.438349438930204,0.345866437618431,0.188631356996762,0.00158664300272516
"11","K23122",-0.0917818359019118,0.00842390540152545,0.494048548487451,0.325850213716741,0.244083968262558,-0.113461697916836,0.63584169528946
"12","K23125",-0.342891148715527,0.117574339867454,0.876324126794392,0.74231113621204,0.767943975201953,-0.0440541990847036,0.00298099374347634
"13","K23126",0.209508819617646,0.0438939454975791,1.17000740710859,0.948090520506906,1.36891733268896,0.0176092981139843,0.075248227924975
"14","K23128",-0.173726242119749,0.0301808072010498,1.44547836579999,1.24222877905477,2.08940770599581,-0.152970604923663,0.2773569922408
"15","K23129",-0.2898737104036,0.0840267679831503,0.756518059583064,0.373091157465096,0.572319574475324,-0.00627617490166887,0.0191692969365452
"16","K23130",0.916826583826134,0.840570984810298,0.238255748664507,0.0669450162239611,0.0567658017716845,0.842903943934176,1.04026369524904e-14
"17","K23131",0.426152067025439,0.181605584230054,0.663914328229714,0.506001811095956,0.440782235228713,0.19088992051491,3.86473540719122e-05
"18","K23133",-0.243792193563952,0.0594346336427239,0.842138291472639,0.687308492624422,0.709196901964455,-0.00958355968874813,0.039047065497536
"19","K23134",-0.00537133688319265,2.88512599127457e-05,0.532493208431749,0.372727748884624,0.283549017025938,-0.0288061679702196,0.973411498644246
"20","K23136",0.433226321187017,0.187685045369236,1.00274371422783,0.712785945690931,1.00549495642342,0.195069197118483,0.00370899665294226
"21","K23142",-0.292337378571146,0.0854611429098494,0.304838771927663,0.0735500385721299,0.0929266768703655,-0.00926755443040017,0.00214010356818394
"22","K23143",-0.225017580185204,0.0506329113924051,0.275102169904805,0.0899408284023668,0.075681203886332,-0.00409318763748612,0.0100555441588252
"23","K23144",-0.163053329314965,0.0265863882006946,0.856436343431394,0.701600621892722,0.733483210350136,-0.0198820878272628,0.060759353041537
"24","K23145",0.1483015024303,0.0219933356230842,0.525471761428236,0.294810325782732,0.276120572058493,0.00258487236013638,0.258122342263337
"25","K23147",-0.212288133390259,0.0450662515783206,0.593320172817538,0.393792441462982,0.352028827472233,-0.183893126785599,0.235599406657703
"26","K23148",0.249988971337269,0.0624944857902657,0.469096208514037,0.319606331810968,0.220051252842245,0.0716587770717787,0.0656609870541043
"27","K23150",0.0126928067557332,0.000161107343338388,0.94077706111373,0.808908500402944,0.885061478717786,-0.102352021397003,0.92006558962478
"28","K23151",-0.0495117725626512,0.0024514156222957,1.25711942569362,0.967470987718545,1.58034925045625,-0.203534218487239,0.764692438927175
"29","K23153",-0.158580405908124,0.0251477451379854,1.00403198351509,0.815794400869535,1.00808022392124,-0.34126830215498,0.355607680241681
"30","K23155",-0.466943636330008,0.218036359509089,0.341750854021892,0.136684872041183,0.116793646224692,-0.0239287625329823,0.00159619470032673
"31","K23156",0.539351117098673,0.290899627515586,0.683975155076846,0.552819362757585,0.467822012762396,0.301405486861521,0.000158207874961256
"32","K23502",0.634277203931834,0.402307571427585,0.578920010066617,0.487263188768396,0.335148378055531,0.400749517329832,9.99370208840132e-10
"33","K23503",-0.191763226858389,0.0367731351751419,1.05739950448042,0.910414841785753,1.11809371207544,-0.123222582314323,0.104105208618884
"34","K23507",-0.231548486435094,0.0536147015703828,0.396646560030315,0.261375610690679,0.157328493583882,0.00130608420666212,0.0487145627038062
"35","K23508",-0.0523607839233392,0.00274165169306662,0.75183128310494,0.599848735002498,0.565250278255221,-0.0519461371758787,0.701528634801263
"36","K23509",-0.0601150446211979,0.00361381858980861,0.952818944305363,0.797943199912674,0.907863940627186,-0.114057754358347,0.57795831066361
"37","K23510",-0.105501161870828,0.0111304951560947,1.00381053118088,0.819621508788198,1.00763558250965,-0.115962889232072,0.296177248165841
"38","K23517",0.0774002774058764,0.00599080294250663,1.1052232966495,0.915232641074432,1.22151853545678,-0.00674604570613835,0.50922889131815
"39","K23521",-0.0755540604925188,0.00570841605690719,1.27199831306685,1.06923087240816,1.61797970844491,-0.176712515232659,0.605879709829856
"40","K23526",0.342202184893775,0.117102335346073,1.00905427055221,0.824567940857284,1.01819052091966,0.126083428308276,0.00144196818525244
"41","K23529",0.155541271439404,0.0241930871209862,1.26920287692981,1.0083220887218,1.6108759428069,-0.0828772726377713,0.291124851957641
"42","K23531",0.00349108362607664,1.21876648842608e-05,1.0352227936945,0.867221207752758,1.07168623258464,-0.0447255726454028,0.985129269012653
"43","K23532",-0.177057950931984,0.031349517988233,0.933592137451458,0.77027981295335,0.871594279111181,-0.415469109276559,0.358182579723052
"44","K23533",0.34871151709393,0.12159972215395,0.776407417371715,0.629973882507596,0.602808477749817,0.13220024267613,0.0026824074535699
"45","K23536",0.171471629421205,0.029402519696363,0.533758657841099,0.323165830988735,0.284898304820332,0.0449431827045685,0.190195879974164
"46","K23537",0.347541817985702,0.120785315248807,0.886148548935705,0.736225518867296,0.785259250780855,0.125772546870037,0.000687824391961843
"47","K23540",-0.323800372890284,0.104846681483887,0.776308274226101,0.488124850104499,0.602654536631907,-0.00442422771984541,0.0204546507429065
"48","K23541",0.323011650106064,0.104336526104242,0.536805762401872,0.389109198956673,0.288160426547855,0.0661467658171363,0.0221387749830902
"49","K23548",-0.100303189430462,0.0100607298099232,0.937373530348658,0.701785947637871,0.878669135398306,-0.102145678505388,0.434117700809346
"50","K23551",-0.194235359331197,0.0377273748145191,1.07667040719582,0.839855316719018,1.15921916573121,-0.0109967594699356,0.136989860876601
"51","K23552",0.316156825702861,0.0999551384385094,1.0954408642654,0.913294255853722,1.19999068710253,0.116963838499027,0.0323136578874074
"52","K23555",-0.210053981685377,0.0441226752218805,0.650590647784318,0.584568646323371,0.423268190984419,-0.0205466382624322,0.0984618589690426
"53","K23556",-0.475806265617926,0.226391602401277,0.291752745569185,0.105217516982223,0.0851196645471574,-0.0307217561528521,0.00291574082083322
"54","K23557",0.535457984906264,0.286715253599876,0.694303099905144,0.545651214984039,0.482056794537892,0.294943577555494,2.53977779469401e-06
"55","K23559",0.389031641017469,0.151345617712745,0.843378816464623,0.671800944606877,0.711287828061268,0.151843691225488,7.5283455832276e-05
"56","K23563",0.606269975947595,0.367563283735498,0.685070835223452,0.5685265154156,0.469322049273758,0.363522152354766,1.01524845130549e-05
"57","K23565",0.190809963540975,0.0364084421865081,0.919503447919962,0.744705592617183,0.845486590736698,-0.037529267688692,0.127874734904022
"58","KTFG534",0.328421190738937,0.107860478526382,1.08420622153927,0.904154705441023,1.17550313082445,0.109401015924138,0.00043301065420896
"59","KTGF118",0.276271684506367,0.0763260436599858,0.826251703376481,0.669363952425951,0.682691877332536,0.07082350180137,0.0171865320522857
"60","KTGF120",0.0431365924767825,0.00186076561050801,0.547484917849499,0.406179329921794,0.299739735272673,-0.103243731507822,0.717078020867917
"61","KTGF122",-0.0966730828644857,0.00934568495052372,0.693429280798092,0.582862645149916,0.48084416746816,-0.109172324837671,0.370248365967256
"62","KTGF124",-0.146735602100543,0.0215313369238089,0.834563320493997,0.61655583851893,0.696495935913966,-0.029331946415543,0.271706653945026
"63","KTGF125",-0.288232850978205,0.083078176383024,0.312630491790541,0.107292586967384,0.0977378243971957,-0.00815211815243333,0.00559504007403512
"64","KTGF126",-0.17744971853556,0.0314884026083493,0.530492137875447,0.342372556757006,0.281421908347662,-0.00123606836114187,0.0924245345564416
"65","KTGF129",0.412759340179771,0.17037027290564,0.961784632485406,0.771746651762673,0.925029679285087,0.176064979482372,2.92609246397807e-05
"66","KTGF130",0.205004613770926,0.0420268916673664,0.968753070423187,0.784705045463318,0.938482511454352,-0.0447566634483119,0.0840820591344481
"67","KTGF136",-0.331995148414507,0.110220778570771,0.243812954768123,0.116100519301735,0.059444756912763,-0.0131454221653524,0.0197796207174206
"68","KTGF142",-0.377665364066814,0.142631127215719,0.650032639118479,0.540370220577051,0.422542431919334,-0.193060984242827,0.0302474981442107
"69","KTGF143",0.0189364493533533,0.000358589114112114,0.461869909372744,0.312940984306831,0.213323813183986,-0.0818564811473579,0.874548940365292
"70","KTGF146",-0.357871529745212,0.128072031802178,0.894215633992877,0.620214931561698,0.799621600077283,-0.158652539333855,0.00851384258989636
"71","KTGF147",-0.193851936513135,0.0375785732898926,0.559149046543655,0.477448566500731,0.312647656250679,-0.0295156791616775,0.0933644479498941
"72","KTGF148",-0.194309812665976,0.0377563032982867,0.539976965734767,0.465277720960233,0.291575123524126,-0.0465205215329338,0.051524760686697
"73","KTGF150",-0.21434375681021,0.0459432460835143,0.549920183459077,0.522688717937582,0.302412208175665,-0.0442035887679908,0.112666078164107
"74","KTGF153",0.475321247694463,0.225930288509821,0.667922602094388,0.518465779698602,0.446120602388538,0.233540132603391,7.58694856145306e-07
"75","KTGF154",0.0280768135371315,0.000788307458398855,0.643482569749225,0.455043086287623,0.414069817571066,-0.0337267473627323,0.798666720331209
"76","KTGF156",0.45849315547968,0.210215973621713,0.590386472366599,0.496528982021462,0.348556186753477,0.210816180935523,2.63127740296831e-06
"77","KTGF157",0.162161293540179,0.0262962851226242,0.78720296925799,0.607515339031483,0.619688514808596,0.00695228898002231,0.110646077584776
"78","KTGF158",0.0694131444675943,0.00481818462487913,0.797471453622992,0.498372933106519,0.635960719343567,-0.0914104886524627,0.565157180307828
