"","Participant","R","R2","R_spearman","RMSE","MAE","MSE","R2_CD","P_Value","p_value_spearman"
"39","K23521",0.13655692521211,0.0186477938233857,0.140780291814489,1.17238813253158,0.995904081632653,1.37449393330089,0.000368048508445074,0.349471660065909,0.0287703272794703
"40","K23526",0.452558218297247,0.204808940948379,0.525370684567467,0.957319169960888,0.771869841269841,0.916459993174603,0.213399104713366,1.54585266168037e-05,8.72309406432967e-07
"41","K23529",0.0176996361997208,0.000313277121602467,0.0501641647655346,1.24727427502756,1.00663788709928,1.55569311714552,-0.0457817855424003,0.904955651803571,0.111592999993772
"42","K23531",-0.150916459750821,0.0227757778237213,-0.0549890357364163,1.06607993649157,0.88416786460796,1.13652643098987,-0.107934571090755,0.417713589316525,0.934552627584697
"43","K23532",0.0519473055892525,0.00269852255798318,-0.21000968886296,0.799030729132867,0.685801642036125,0.6384501060986,-0.0368429723041277,0.788991713619791,0.969885847676049
"44","K23533",0.269302400539654,0.0725237829364201,0.231836206729437,0.800601353490291,0.666867064394393,0.640962527210486,0.0772738836665725,0.0221635960493291,0.0152638710621201
"45","K23536",-0.0822012554681089,0.00675704640053328,-0.0659694709174029,0.562974312794423,0.354887776020276,0.316940076866353,-0.0624695758587999,0.532370150582653,0.239553002101975
"46","K23537",0.515033797015909,0.265259812068624,0.53710163542437,0.810306533658922,0.677751086956522,0.656596678490338,0.269012314850915,1.4981907808798e-07,6.20820875069573e-08
"47","K23540",0.0723389934210016,0.00523292996916371,0.0971755391404638,0.782630782425989,0.588457331526283,0.612510941600715,-0.0208515693345253,0.613939379386716,0.449020258691899
"48","K23541",0.635592807928559,0.40397821749051,0.399078973842347,0.449053996406767,0.270292,0.201649491688889,0.346506276934157,7.08197577694775e-07,0.0365799008358741
"49","K23548",-0.0436320325211268,0.00190375426192467,-0.0667983785185838,0.909473706282705,0.707170003893813,0.8271424224196,-0.0375139055783411,0.734198995339095,0.986475573602964
"50","K23551",-0.234911099660277,0.0551832247436008,-0.251860601311265,1.13344069704005,0.907712223617546,1.28468781370663,-0.120422483498759,0.0708074441797927,0.119854964274789
"51","K23552",0.0914692864970412,0.00836663037227781,0.0477855422510519,1.1810144228345,0.987225254817646,1.39479506694312,-0.0263867005233749,0.545463827263004,0.74002441488595
"52","K23555",-0.441982852204936,0.195348841643211,-0.453192015512604,0.679749754977761,0.616034223237846,0.462059729392326,-0.114077347534831,0.000287231604243355,0.000765878421842789
"53","K23556",-0.439350219036023,0.193028614967002,-0.329075975672309,0.300776124426504,0.11603541983542,0.0904662770250279,-0.0954643727030657,0.00651584657590654,0.0405338804937278
