"","Participant","R","R2","R_spearman","RMSE","MAE","MSE","R2_CD","P_Value","p_value_spearman"
"73","KTGF540",-0.119697001507361,0.0143273721698532,-0.131747484315297,0.434789972894762,0.343000135281385,0.189042320529827,-0.173366127426515,0.486840775882136,0.443714928718295
"74","KTGF544",0.288216168313775,0.0830685596774742,0.318773845629189,0.566699003530387,0.380990510762386,0.321147760602334,0.0889991985401917,0.00440462618439121,0.000437241150997711
"75","KTGF545",0.0270884971612979,0.000733786678457646,-0.00667419466555846,0.611926731429057,0.389265246836497,0.374454324637449,-0.00661477316404646,0.811479823670259,0.979070899795953
"76","KTGF549",-0.508824581649354,0.25890245489064,-0.543598250667546,0.773053564169897,0.472435467772968,0.597611813075781,-0.147851958041896,0.00152992457153064,0.0435581906311693
"77","KTGF550",-0.148207572100812,0.0219654844280172,-0.111515498070069,1.11431220084308,0.908686332754023,1.24169168094774,-0.0785469832405359,0.125827976392226,0.64307404598317
"78","KTGF553",0.182463329018915,0.0332928664366647,0.0165884032414499,0.456781870509901,0.267822752874366,0.208649677226524,0.0350234387296551,0.0800248726719949,0.382288861596835
"79","KTGF556",0.393079641256748,0.154511604370534,0.344670142503899,0.889113823705837,0.727456218998016,0.790523391504814,0.166477428204129,0.00131330908345783,0.0015106814964694
"80","KTGF557",0.0659241985157805,0.00434599994994803,-0.0203590413428719,0.626871156405813,0.364850390278203,0.392967446733562,-0.00175064686104709,0.571526325291575,0.981544631034542
"81","KTGF561",-0.000640180630269918,4.09831239372821e-07,0.0565537616278787,0.259525889071204,0.095218173367037,0.067353687098199,-0.00714810239025665,0.995276902950592,0.539894833402312
"82","KTGF562",-0.0956352015441048,0.00914609177438155,-0.0215920144736355,0.817900899308128,0.548825265198289,0.668961881089045,-0.0679210752325119,0.329467269373527,0.911011485789118
"83","KTGF565",-0.188397002793975,0.0354934306617532,-0.228844598751208,0.639377181007969,0.552200434021229,0.408803179593698,-0.10041948213128,0.20988942242143,0.403723103729806
"84","KTGF570",-0.11580558565937,0.0134109336699098,0.0183442059611347,0.566124328312522,0.31113104863546,0.320496755107304,-0.0775568994367786,0.433146867680619,0.529691528886139
"85","KTGF572",0.268236750057925,0.0719509540816375,0.179390953637584,0.967104877473466,0.815498239602845,0.935291844032968,0.0873450896183616,0.041766928864292,0.0360739848458636
