"","id","RMSE","MAE","R2","R","valid_correlations","p_value","meanYactual","meanY","Count"
"1","K23101",0.579148768204035,0.52226452991453,0.0151837342428667,0.123222296046076,1,0.282463406886611,0.128205128205128,0.128205128205128,78
"2","K23104",0.316755746166457,0.229921739130435,NA,NA,0,NA,0,0,92
"3","K23106",0.854966729132479,0.746362522045855,0.000173428586209319,0.0131692287628896,1,0.924701396682337,0.333333333333333,0.333333333333333,54
"4","K23107",0.508903390194687,0.472368226600985,7.83003604261776e-05,0.00884874908821454,1,0.947438073540937,0.0344827586206897,0.0344827586206897,58
"5","K23109",0.717959722852601,0.592706227106227,0.0168395120932736,0.129767145662042,1,0.220206743443942,0.67032967032967,0.67032967032967,91
"6","K23114",1.38559540598186,1.08114466696506,0.116582544021639,0.341441860382758,1,0.026897940540355,1.5,1.5,42
"7","K23115",0.752604582045195,0.634097512437811,0.030874665892423,0.175711883185011,1,0.154942203703085,0.611940298507463,0.611940298507463,67
"8","K23117",1.13506765051958,0.880945652173913,0.0424277824903477,0.205980053622548,1,0.0488548320054878,1.01086956521739,1.01086956521739,92
"9","K23120",0.596844241860191,0.526564583333333,0.0117539323817129,0.108415554150283,1,0.338435045443611,0.35,0.35,80
"10","K23121",0.779779466950874,0.6498,0.000986174196966533,0.0314034105944965,1,0.821650330306849,0.481481481481481,0.481481481481481,54
"11","K23122",0.617595179737651,0.52192886002886,0.000877612398075788,0.0296245235923852,1,0.870003707007391,0.242424242424242,0.242424242424242,33
"12","K23125",0.66866299451092,0.590087214611872,0.135377770943841,0.367937183421085,1,0.00136222133063682,0.342465753424658,0.342465753424658,73
"13","K23126",0.640417693866978,0.561363095238095,0.0166276570787598,0.128948272880096,1,0.273538926843603,0.405405405405405,0.405405405405405,74
"14","K23128",0.621010700962118,0.584959736740225,0.0962838629566077,0.310296411446552,1,0.0483293986517721,0.170731707317073,0.170731707317073,41
"15","K23129",0.625986082085531,0.587342731829574,0.000291493718359566,0.0170731871178045,1,0.883617892473471,0.0394736842105263,0.0394736842105263,76
"16","K23130",0.641041984814596,0.485978571428571,0.466289386475318,0.682853854404673,1,4.46661401976308e-06,0.583333333333333,0.583333333333333,36
"17","K23131",0.623216326344614,0.549499661641041,0.00302140405962192,0.054967299912056,1,0.613089841544327,0.64367816091954,0.64367816091954,87
"18","K23133",0.575675570897296,0.537360810810811,0.0738379976097761,0.271731480711706,1,0.0191817886760785,0.0540540540540541,0.0540540540540541,74
"19","K23134",0.735248695193041,0.624878571428571,0.00529454319171457,-0.0727636117280785,1,0.646996350451152,0.142857142857143,0.142857142857143,42
"20","K23136",0.667000794253563,0.587184496124031,0.128364022968073,0.358279252773689,1,0.018320524955469,0.209302325581395,0.209302325581395,43
"21","K23139",0.5868886263353,0.51002567855425,0.000644493930229967,0.0253868850044657,1,0.777811229131567,0.0555555555555556,0.0555555555555556,126
"22","K23141",0.378665494994681,0.327188311688312,NA,NA,0,NA,0,0,77
"23","K23142",0.536008099693442,0.319408505383505,0.0468126633553095,0.21636234273854,1,0.0245093212756363,0.111111111111111,0.111111111111111,108
"24","K23143",0.553407826545588,0.496415467102872,0.00247837630741658,-0.0497832934569076,1,0.572287932740757,0.0610687022900763,0.0610687022900763,131
"25","K23144",0.620993187529678,0.570270717839375,0.00706903616271757,0.0840775603994168,1,0.334113532006729,0.0895522388059701,0.0895522388059701,134
"26","K23145",0.760955891187744,0.592825555555555,0.234143539680023,0.483883808036623,1,8.96870551233482e-05,0.283333333333333,0.283333333333333,60
"27","K23147",0.629371100847266,0.571075490196078,0.00116239297646471,0.0340938847370714,1,0.848197107248907,0.0588235294117647,0.0588235294117647,34
"28","K23148",0.654409074716043,0.617804242424242,0.0118176037755229,-0.10870880265886,1,0.429507998250318,0.0909090909090909,0.0909090909090909,55
"29","K23150",0.641099268013785,0.524662626262626,0.107173659640411,0.327373883564971,1,0.00729311842625259,0.363636363636364,0.363636363636364,66
"30","K23151",0.745458765603623,0.589041666666667,0.0117135973710377,0.108229373882684,1,0.394616857253877,0.34375,0.34375,64
"31","K23153",1.23905741901796,0.997647222222222,0.108421413829108,0.329274070994223,1,0.0498798508646494,1.47222222222222,1.47222222222222,36
"32","K23155",0.408763453973503,0.335692270531401,0.0338073772262465,0.183867825424261,1,0.130446232124023,0.130434782608696,0.130434782608696,69
"33","K23156",0.888195572696703,0.772968888888889,0.00652969535259623,-0.0808065303833559,1,0.597723484237071,0.577777777777778,0.577777777777778,45
"34","K23502",0.577479930137316,0.510463636363636,0.158302463772714,0.397872421477933,1,0.000339206029631871,0.61038961038961,0.61038961038961,77
"35","K23503",1.02960551102144,0.797137442922374,0.013357971473291,0.115576690873597,1,0.330199625189273,1.34246575342466,1.34246575342466,73
"36","K23507",0.628846351491192,0.597852252252252,0.0484165539099098,-0.220037619306131,1,0.0595962888588131,0.202702702702703,0.202702702702703,74
"37","K23508",0.714393291402983,0.566191666666667,4.2346344431487e-05,-0.00650740688995909,1,0.962035731955238,0.285714285714286,0.285714285714286,56
"38","K23509",0.716055754602777,0.581549242424242,0.111192510756663,0.333455410447428,1,0.00149966208191252,1.01136363636364,1.01136363636364,88
