"","Participant","R","R2","R_spearman","RMSE","MAE","MSE","R2_CD","P_Value","p_value_spearman"
"60","KTGF125",0.112722447128063,0.012706350086539,0.223577466750478,0.294671292191397,0.114843258328973,0.0868311704417477,-0.0276694883206845,0.287404033980792,0.0528031792909624
"61","KTGF126",0.121699488233505,0.014810765436297,0.170979854997496,0.506840270549458,0.317610782968567,0.256887059850648,-0.0173621954433298,0.250486794909659,0.0154761949308626
"62","KTGF127",-0.0450191074319403,0.00202672003396858,0.10706164192738,0.583727720086012,0.31118580974581,0.340738051196813,-0.0559330232401249,0.797337724448649,0.841742786677798
"63","KTGF129",-0.0789189430269424,0.00622819956848979,-0.0387616055740828,0.721620367779169,0.492023313433773,0.520735955193743,-0.069860759487933,0.444683353274631,0.709146907303392
"64","KTGF130",0.351630269625516,0.123643846516913,0.287738641384949,0.987282235584098,0.843319211498378,0.974726212699934,0.134329326038558,0.00245509551111024,0.00134837283155569
"65","KTGF136",0.141236781833317,0.019947828542632,0.201404237919208,0.768249795833017,0.575164810828725,0.590207748797473,-0.00301201240726523,0.333045004884209,0.220423970016698
"66","KTGF138",0.0376515936933182,0.00141764250764672,0.212966506995275,0.407524402791702,0.160487908496732,0.166076138870733,-0.157375328030825,0.832569302981081,0.0256382977621796
"67","KTGF142",0.0675498103953018,0.00456297688444123,0.253678134885801,1.05573423561778,0.734841991341991,1.11457477625545,-0.108277743621239,0.708769736889847,0.164259357478675
"68","KTGF143",-0.0659031930088924,0.00434323084876732,-0.0584373267425579,0.348324788288691,0.191485245888371,0.121330158136361,-0.0354587118415359,0.582306543264851,0.696734545185493
"69","KTGF146",0.0436390318805465,0.00190436510347135,0.265448637449692,0.805780134402511,0.512600894021183,0.649281624997728,-0.0831841153109791,0.756356228860007,0.0431928427280081
"70","KTGF147",0.0244781943880449,0.000599182000498913,0.0714361533622934,0.334785978495245,0.177394640009114,0.112081651397018,-0.00608726450866959,0.833752972527215,0.682701390095943
"71","KTGF148",-0.137059428395217,0.0187852869120235,-0.155718402782827,0.42740506237345,0.25388523127038,0.182675087342453,-0.0542962183764413,0.17170543483281,0.442838305267484
"72","KTGF150",0.214775670073652,0.0461285884555861,0.215989210590554,0.523519473531469,0.456975,0.274072639166667,0.0308338362418683,0.1119258656897,0.244311810509866
"73","KTGF153",-0.0555737167908264,0.00308843799794698,-0.0793510320805659,0.334682559507343,0.170911546899812,0.112012415638386,-0.162434522989624,0.586776455412595,0.491852583179115
"74","KTGF154",0.0698266493466079,0.00487576095897414,0.0983067584503143,0.457794990004874,0.272734754706937,0.209576252873562,-0.0348370992511979,0.525419419502161,0.111183176796718
"75","KTGF156",-0.048260526186883,0.00232907838783482,-0.0429638222341412,0.371704373231096,0.277756625356533,0.138164141079122,-0.0370839231618043,0.640548012556195,0.134785894912215
"76","KTGF157",0.084384288917515,0.00712070821611464,0.127231552711549,0.545204952324112,0.443120641422604,0.297248440038737,-0.000582036476003411,0.408736862642276,0.149130459408232
"77","KTGF158",0.650243342481359,0.42281640444133,0.610882206847818,0.847644606725852,0.645545539906103,0.718501379311424,0.42310955489858,8.41793712704738e-10,1.39797584265975e-09
"78","KTGF527",0.564217146502275,0.318340988407169,0.547905087157315,0.958104671961192,0.78545873015873,0.917964562433863,0.308252385507038,2.28066670226286e-08,2.56529897130584e-10
"79","KTGF528",0.586600527475187,0.344100178834167,0.615361300592267,1.00585527509898,0.833858974358974,1.01174483444444,0.353146745191257,8.68682290683968e-05,8.5517743097048e-05
"80","KTGF533",0.670923676365295,0.450138579507523,0.63257971292843,1.00910874891085,0.800914285714286,1.01830046712843,0.456980651208715,2.4498699188808e-11,1.90142363026395e-10
"81","KTGF540",0.0896401326032327,0.00803535337312513,0.162727374775384,0.723174753908167,0.524369602619603,0.522981724690137,6.52911842595749e-05,0.603127609785298,0.335370314874391
"82","KTGF544",0.383850206499269,0.147340981029531,0.323785067610255,0.566669877795102,0.465712913359788,0.321114750400316,0.151631945639954,0.000113077564665332,0.00508209574882814
"83","KTGF545",0.281744084237816,0.0793797290030054,0.341633472237972,0.500475428349814,0.243944018616617,0.25047565438193,0.079112195640607,0.0113462828017406,0.000844782651261014
"84","KTGF549",-0.309211248962427,0.0956115964849039,-0.329723673102358,0.605867478372734,0.505816878646045,0.367075401349735,-0.103854428879872,0.0664976787017674,0.119521584489155
"85","KTGF550",0.327517259491429,0.107267555264776,0.363435821700293,0.822170449932148,0.668997729276896,0.675964248741631,0.114348882260966,0.000540180477767047,9.48245471249537e-05
"86","KTGF553",0.0982531549884412,0.00965368246518263,0.0675295444872628,0.546406037005676,0.478300278037375,0.298559557276248,-0.00649155715350003,0.34877202763941,0.523527296616949
"87","KTGF556",0.315274512162254,0.0993980180191475,0.270298683050192,0.769973662889619,0.660413554544414,0.592859441543656,0.110710837684516,0.0111627692562724,0.0424943172526239
"88","KTGF557",0.465062379576482,0.21628301689734,0.459055211932993,0.991467347800796,0.864276375013875,0.983007501755144,0.198978876339625,2.30947848336025e-05,5.09670037109344e-05
"89","KTGF561",0.0785043373048092,0.00616293097566725,0.204617502171559,0.556486423889934,0.340057399923309,0.309677139973808,-0.0476748491557575,0.467207987757828,0.00155122147340004
"90","KTGF562",0.0176564703327098,0.000311750944609862,0.0334785524290125,0.915986769017767,0.740405311319487,0.839031761015608,-0.0275554027402829,0.857432786819303,0.41224178548668
"91","KTGF565",-0.00620265519857411,3.84729315123985e-05,-0.0283893597258143,0.679431793241115,0.483457311696915,0.461627561666837,-0.00798423275353644,0.967366795643466,0.379137807008332
"92","KTGF570",-0.206009202484069,0.042439791508122,-0.192642979074426,0.690790968875414,0.551002669668295,0.477192162679833,-0.151385581824279,0.160089408837004,0.522558433122477
"93","KTGF572",0.0101673294527999,0.000103374588201772,0.0673689262527156,0.653069986215053,0.492045579426985,0.42650040689493,-0.0337319246294996,0.939619272364954,0.761639939852017
