"X","Variable","Importance","Participant"
"KTGF553.29","Negative tone",0.00596081,"KTGF553"
"KTGF556.37","Negative tone",0.006551396,"KTGF556"
"KTGF557.33","Negative tone",0.003637974,"KTGF557"
"KTGF565.37","Negative tone",0.00242471,"KTGF565"
"KTGF572.26","Negative tone",0.003111448,"KTGF572"
"K23101.31","Positive tone",0.001408308,"K23101"
"K23106.35","Positive tone",0.000786179,"K23106"
"K23107.24","Positive tone",0.001960586,"K23107"
"K23114.28","Positive tone",0.011663246,"K23114"
"K23115.30","Positive tone",0.020446488,"K23115"
"K23121.33","Positive tone",0.004737296,"K23121"
"K23122.28","Positive tone",0.002406433,"K23122"
"K23125.37","Positive tone",0.002618932,"K23125"
"K23126.29","Positive tone",0.002161589,"K23126"
"K23128.35","Positive tone",0.00245574,"K23128"
"K23130.32","Positive tone",0.003406248,"K23130"
"K23133.39","Positive tone",0.000176111,"K23133"
"K23134.40","Positive tone",0,"K23134"
"K23136.36","Positive tone",0.004572946,"K23136"
"K23143.24","Positive tone",4e-06,"K23143"
"K23144.30","Positive tone",0.003406115,"K23144"
"K23145.33","Positive tone",0.008222578,"K23145"
"K23148.34","Positive tone",0.002353879,"K23148"
"K23150.27","Positive tone",0.003749641,"K23150"
"K23151.33","Positive tone",0.000857026,"K23151"
"K23153.34","Positive tone",0.001879407,"K23153"
"K23156.21","Positive tone",0.00199,"K23156"
"K23502.27","Positive tone",0.001740089,"K23502"
"K23503.34","Positive tone",0.003308731,"K23503"
"K23507.26","Positive tone",0.00116989,"K23507"
"K23508.27","Positive tone",0.006342226,"K23508"
"K23510.36","Positive tone",0.006349547,"K23510"
"K23517.32","Positive tone",0.011613289,"K23517"
"K23521.34","Positive tone",0.001857932,"K23521"
"K23526.29","Positive tone",0.007631981,"K23526"
"K23529.34","Positive tone",0.012428694,"K23529"
"K23531.31","Positive tone",0.002177462,"K23531"
"K23532.37","Positive tone",0.007392897,"K23532"
"K23536.30","Positive tone",0.001335067,"K23536"
"K23537.37","Positive tone",0.01130379,"K23537"
"K23540.32","Positive tone",0.003164366,"K23540"
"K23541.30","Positive tone",0.0006912,"K23541"
"K23548.36","Positive tone",0.003446963,"K23548"
"K23551.27","Positive tone",0.008014489,"K23551"
"K23552.35","Positive tone",0.014751211,"K23552"
"K23555.34","Positive tone",0.003337069,"K23555"
"K23556.31","Positive tone",0.010217606,"K23556"
"K23557.37","Positive tone",0.002916461,"K23557"
"K23563.31","Positive tone",0.012870356,"K23563"
"K23565.35","Positive tone",0.002637918,"K23565"
"KTFG534.35","Positive tone",0.014519964,"KTFG534"
"KTGF118.35","Positive tone",0.003972946,"KTGF118"
"KTGF120.36","Positive tone",0.002441297,"KTGF120"
"KTGF122.30","Positive tone",0.008722652,"KTGF122"
"KTGF124.34","Positive tone",0.005981782,"KTGF124"
"KTGF125.36","Positive tone",0.001022777,"KTGF125"
"KTGF127.27","Positive tone",0.001755448,"KTGF127"
"KTGF130.29","Positive tone",0.001888167,"KTGF130"
"KTGF136.23","Positive tone",0.005308519,"KTGF136"
"KTGF138.29","Positive tone",0.000168,"KTGF138"
"KTGF142.38","Positive tone",0.005274727,"KTGF142"
"KTGF143.36","Positive tone",0.004502153,"KTGF143"
"KTGF146.28","Positive tone",0.018371508,"KTGF146"
"KTGF147.29","Positive tone",0.002111553,"KTGF147"
"KTGF148.35","Positive tone",0.004545762,"KTGF148"
"KTGF153.30","Positive tone",0.00262985,"KTGF153"
"KTGF156.35","Positive tone",0.005823557,"KTGF156"
"KTGF157.26","Positive tone",0.002892686,"KTGF157"
"KTGF158.34","Positive tone",0.001097615,"KTGF158"
"KTGF527.41","Positive tone",0.003867683,"KTGF527"
"KTGF528.35","Positive tone",0.008651179,"KTGF528"
"KTGF533.31","Positive tone",0.003212961,"KTGF533"
"KTGF540.33","Positive tone",0.001882778,"KTGF540"
"KTGF544.37","Positive tone",0.008766194,"KTGF544"
"KTGF545.32","Positive tone",0.001013533,"KTGF545"
"KTGF549.40","Positive tone",0.004710815,"KTGF549"
"KTGF550.27","Positive tone",0.007266333,"KTGF550"
"KTGF553.28","Positive tone",0.002943749,"KTGF553"
"KTGF556.36","Positive tone",0.001077708,"KTGF556"
"KTGF557.32","Positive tone",0.034887281,"KTGF557"
"KTGF561.34","Positive tone",0.002381644,"KTGF561"
"KTGF565.36","Positive tone",0.005709331,"KTGF565"
"KTGF570.26","Positive tone",0.000325,"KTGF570"
"K23101.61","Topic_t1",0.001269197,"K23101"
"K23106.64","Topic_t1",0.007152403,"K23106"
"K23107.50","Topic_t1",0.002324034,"K23107"
"K23109.49","Topic_t1",0.013026896,"K23109"
"K23114.43","Topic_t1",0.017162833,"K23114"
"K23115.62","Topic_t1",0.015033184,"K23115"
"K23117.51","Topic_t1",0.014075644,"K23117"
"K23120.41","Topic_t1",0.010092162,"K23120"
"K23121.64","Topic_t1",0.024693988,"K23121"
"K23122.51","Topic_t1",0.004898851,"K23122"
"K23125.74","Topic_t1",0.004293562,"K23125"
"K23126.56","Topic_t1",0.007649689,"K23126"
"K23128.74","Topic_t1",0.005726439,"K23128"
"K23130.66","Topic_t1",0.007933587,"K23130"
"K23131.51","Topic_t1",0.009603985,"K23131"
"K23133.78","Topic_t1",0.00063475,"K23133"
"K23134.85","Topic_t1",0.018803902,"K23134"
"K23136.79","Topic_t1",0.003229907,"K23136"
"K23139.37","Topic_t1",0.001277185,"K23139"
"K23142.34","Topic_t1",0.005105969,"K23142"
"K23143.46","Topic_t1",0.000671415,"K23143"
"K23144.56","Topic_t1",0.006278642,"K23144"
"K23145.64","Topic_t1",0.006025678,"K23145"
"K23148.68","Topic_t1",0.004279455,"K23148"
"K23150.56","Topic_t1",0.008628215,"K23150"
"K23151.63","Topic_t1",0.012572291,"K23151"
"K23153.68","Topic_t1",0.001125,"K23153"
"K23155.47","Topic_t1",0.003737535,"K23155"
"K23156.42","Topic_t1",0.03151147,"K23156"
"K23502.53","Topic_t1",0.011648933,"K23502"
"K23503.74","Topic_t1",0.006902788,"K23503"
"K23507.48","Topic_t1",0.019187589,"K23507"
"K23508.58","Topic_t1",0.002618417,"K23508"
"K23509.64","Topic_t1",0.014122697,"K23509"
"K23510.67","Topic_t1",0.007245327,"K23510"
"K23517.55","Topic_t1",0.005935831,"K23517"
"K23521.67","Topic_t1",0.008212521,"K23521"
"K23526.64","Topic_t1",0.015189194,"K23526"
"K23529.72","Topic_t1",0.007539389,"K23529"
"K23531.65","Topic_t1",0.022642989,"K23531"
"K23532.80","Topic_t1",0.006330667,"K23532"
"K23533.52","Topic_t1",0.005934722,"K23533"
"K23536.66","Topic_t1",0.007878356,"K23536"
"K23537.74","Topic_t1",0.003131101,"K23537"
"K23540.58","Topic_t1",0.026619869,"K23540"
"K23541.59","Topic_t1",0.001468907,"K23541"
"K23548.72","Topic_t1",0.007692089,"K23548"
"K23551.50","Topic_t1",0.008470819,"K23551"
"K23552.71","Topic_t1",0.004580609,"K23552"
"K23555.65","Topic_t1",0.00255982,"K23555"
"K23556.62","Topic_t1",0.006968216,"K23556"
"K23557.67","Topic_t1",0.006153176,"K23557"
"K23559.57","Topic_t1",0.006423687,"K23559"
"K23563.54","Topic_t1",0.013640563,"K23563"
"K23565.67","Topic_t1",0.004370236,"K23565"
"KTFG534.64","Topic_t1",0.008931608,"KTFG534"
"KTGF118.74","Topic_t1",0.001340955,"KTGF118"
"KTGF120.72","Topic_t1",0.004602201,"KTGF120"
"KTGF122.60","Topic_t1",0.01105278,"KTGF122"
"KTGF124.63","Topic_t1",0.005894563,"KTGF124"
"KTGF125.68","Topic_t1",0.001775863,"KTGF125"
"KTGF126.34","Topic_t1",0.010735348,"KTGF126"
"KTGF127.48","Topic_t1",0.0072224,"KTGF127"
"KTGF129.40","Topic_t1",0.005439832,"KTGF129"
"KTGF130.54","Topic_t1",0.012340194,"KTGF130"
"KTGF136.49","Topic_t1",0.005093361,"KTGF136"
"KTGF138.64","Topic_t1",0.005760529,"KTGF138"
"KTGF142.73","Topic_t1",0.006710525,"KTGF142"
"KTGF143.79","Topic_t1",0.001729815,"KTGF143"
"KTGF146.56","Topic_t1",0.007095654,"KTGF146"
"KTGF147.56","Topic_t1",0.001282886,"KTGF147"
"KTGF148.69","Topic_t1",0.002845901,"KTGF148"
"KTGF150.34","Topic_t1",0.00783256,"KTGF150"
"KTGF153.55","Topic_t1",0.00284802,"KTGF153"
"KTGF154.47","Topic_t1",0.00372307,"KTGF154"
"KTGF156.69","Topic_t1",0.00690184,"KTGF156"
"KTGF157.47","Topic_t1",0.008552349,"KTGF157"
"KTGF158.69","Topic_t1",0.002719437,"KTGF158"
"KTGF527.79","Topic_t1",0.015156222,"KTGF527"
"KTGF528.81","Topic_t1",0.053200393,"KTGF528"
"KTGF533.68","Topic_t1",0.008739584,"KTGF533"
"KTGF540.63","Topic_t1",0.010054,"KTGF540"
"KTGF544.81","Topic_t1",0.003920576,"KTGF544"
"KTGF545.57","Topic_t1",0.004985692,"KTGF545"
"KTGF549.83","Topic_t1",0.008513333,"KTGF549"
"KTGF550.52","Topic_t1",0.008512864,"KTGF550"
"KTGF553.58","Topic_t1",0.005161039,"KTGF553"
"KTGF556.74","Topic_t1",0.003813292,"KTGF556"
"KTGF557.62","Topic_t1",0.012033588,"KTGF557"
"KTGF561.62","Topic_t1",0.005616879,"KTGF561"
"KTGF562.51","Topic_t1",0.012115956,"KTGF562"
"KTGF565.74","Topic_t1",0.003469667,"KTGF565"
"KTGF570.48","Topic_t1",0.014689736,"KTGF570"
"KTGF572.53","Topic_t1",0.008931856,"KTGF572"
"K23101.62","Topic_t2",0.002201684,"K23101"
"K23106.65","Topic_t2",0.005317538,"K23106"
"K23107.51","Topic_t2",0.001701586,"K23107"
"K23109.50","Topic_t2",0.006552178,"K23109"
"K23114.44","Topic_t2",0.011717604,"K23114"
"K23115.63","Topic_t2",0.018556308,"K23115"
"K23117.52","Topic_t2",0.008737037,"K23117"
"K23120.42","Topic_t2",0.006714737,"K23120"
"K23121.65","Topic_t2",0.009921556,"K23121"
"K23122.52","Topic_t2",0.004916115,"K23122"
"K23125.75","Topic_t2",0.002662594,"K23125"
"K23126.57","Topic_t2",0.012097242,"K23126"
"K23128.75","Topic_t2",0.001445339,"K23128"
"K23130.67","Topic_t2",0.014198161,"K23130"
"K23131.52","Topic_t2",0.008455586,"K23131"
"K23133.79","Topic_t2",0.001568731,"K23133"
"K23134.86","Topic_t2",0.00084,"K23134"
"K23136.80","Topic_t2",0.002893008,"K23136"
"K23139.38","Topic_t2",0.002361373,"K23139"
"K23142.35","Topic_t2",0.002419574,"K23142"
"K23143.47","Topic_t2",0.000556513,"K23143"
"K23144.57","Topic_t2",0.004224511,"K23144"
"K23145.65","Topic_t2",0.009224589,"K23145"
"K23148.69","Topic_t2",0.002862388,"K23148"
"K23150.57","Topic_t2",0.007630738,"K23150"
"K23151.64","Topic_t2",0.008778085,"K23151"
"K23153.69","Topic_t2",0.011981704,"K23153"
"K23155.48","Topic_t2",0.003473767,"K23155"
"K23156.43","Topic_t2",0.006324455,"K23156"
"K23502.54","Topic_t2",0.002170782,"K23502"
"K23503.75","Topic_t2",0.008106712,"K23503"
"K23507.49","Topic_t2",0.010732639,"K23507"
"K23508.59","Topic_t2",0.007175988,"K23508"
"K23509.65","Topic_t2",0.003521144,"K23509"
"K23510.68","Topic_t2",0.007594613,"K23510"
"K23517.56","Topic_t2",0.017423529,"K23517"
"K23521.68","Topic_t2",0.00684007,"K23521"
"K23526.65","Topic_t2",0.013664232,"K23526"
"K23529.73","Topic_t2",0.005283708,"K23529"
"K23531.66","Topic_t2",0.007642301,"K23531"
"K23532.81","Topic_t2",0.009741172,"K23532"
"K23533.53","Topic_t2",0.009222986,"K23533"
"K23536.67","Topic_t2",0.001296667,"K23536"
"K23537.75","Topic_t2",0.004821174,"K23537"
"K23540.59","Topic_t2",0.007952719,"K23540"
"K23541.60","Topic_t2",0.001235467,"K23541"
"K23548.73","Topic_t2",0.013512296,"K23548"
"K23551.51","Topic_t2",0.009113105,"K23551"
"K23552.72","Topic_t2",0.005042957,"K23552"
"K23555.66","Topic_t2",0.00848727,"K23555"
"K23556.63","Topic_t2",0.008370667,"K23556"
"K23557.68","Topic_t2",0.003785324,"K23557"
"K23559.58","Topic_t2",0.011618102,"K23559"
"K23563.55","Topic_t2",0.004867259,"K23563"
"K23565.68","Topic_t2",0.01202839,"K23565"
"KTFG534.65","Topic_t2",0.011823051,"KTFG534"
"KTGF118.75","Topic_t2",0.003566892,"KTGF118"
"KTGF120.73","Topic_t2",0.002495049,"KTGF120"
"KTGF122.61","Topic_t2",0.004266962,"KTGF122"
"KTGF124.64","Topic_t2",0.007373713,"KTGF124"
"KTGF125.69","Topic_t2",0.00094359,"KTGF125"
"KTGF126.35","Topic_t2",0.010362784,"KTGF126"
"KTGF127.49","Topic_t2",0.002428133,"KTGF127"
"KTGF129.41","Topic_t2",0.011761541,"KTGF129"
"KTGF130.55","Topic_t2",0.04850813,"KTGF130"
"KTGF136.50","Topic_t2",0.007050342,"KTGF136"
"KTGF138.65","Topic_t2",0.001763627,"KTGF138"
"KTGF142.74","Topic_t2",0.004482283,"KTGF142"
"KTGF143.80","Topic_t2",0.002502495,"KTGF143"
"KTGF146.57","Topic_t2",0.007953836,"KTGF146"
"KTGF147.57","Topic_t2",0.00328207,"KTGF147"
"KTGF148.70","Topic_t2",0.005898957,"KTGF148"
"KTGF150.35","Topic_t2",0.071274929,"KTGF150"
"KTGF153.56","Topic_t2",0.00231251,"KTGF153"
"KTGF154.48","Topic_t2",0.005142988,"KTGF154"
"KTGF156.70","Topic_t2",0.002681729,"KTGF156"
"KTGF157.48","Topic_t2",0.011646211,"KTGF157"
"KTGF158.70","Topic_t2",0.002781164,"KTGF158"
"KTGF527.80","Topic_t2",0.010151913,"KTGF527"
"KTGF528.82","Topic_t2",0.013151248,"KTGF528"
"KTGF533.69","Topic_t2",0.008457732,"KTGF533"
"KTGF540.64","Topic_t2",0.029496593,"KTGF540"
"KTGF544.82","Topic_t2",0.005828396,"KTGF544"
"KTGF545.58","Topic_t2",0.006346467,"KTGF545"
"KTGF549.84","Topic_t2",0.002681278,"KTGF549"
"KTGF550.53","Topic_t2",0.013004963,"KTGF550"
"KTGF553.59","Topic_t2",0.00761853,"KTGF553"
"KTGF556.75","Topic_t2",0.006610104,"KTGF556"
"KTGF557.63","Topic_t2",0.01124586,"KTGF557"
"KTGF561.63","Topic_t2",0.001919788,"KTGF561"
"KTGF562.52","Topic_t2",0.008468516,"KTGF562"
"KTGF565.75","Topic_t2",0.003396928,"KTGF565"
"KTGF570.49","Topic_t2",0.003266472,"KTGF570"
"KTGF572.54","Topic_t2",0.007495374,"KTGF572"
"K23101.63","Topic_t3",0.001577573,"K23101"
"K23106.66","Topic_t3",0.003775183,"K23106"
"K23107.52","Topic_t3",0.002041966,"K23107"
"K23109.51","Topic_t3",0.007112422,"K23109"
"K23114.45","Topic_t3",0.009325805,"K23114"
"K23115.64","Topic_t3",0.009025045,"K23115"
"K23117.53","Topic_t3",0.012879881,"K23117"
"K23120.43","Topic_t3",0.005712715,"K23120"
"K23121.66","Topic_t3",0.003931284,"K23121"
"K23122.53","Topic_t3",0.006660115,"K23122"
"K23125.76","Topic_t3",0.005368037,"K23125"
"K23126.58","Topic_t3",0.008187096,"K23126"
"K23128.76","Topic_t3",0.002755117,"K23128"
"K23130.68","Topic_t3",0.016494051,"K23130"
"K23131.53","Topic_t3",0.007464835,"K23131"
"K23133.80","Topic_t3",0.001377685,"K23133"
"K23134.87","Topic_t3",0.000344634,"K23134"
"K23136.81","Topic_t3",0.005028481,"K23136"
"K23139.39","Topic_t3",0.002502533,"K23139"
"K23142.36","Topic_t3",0.004126444,"K23142"
"K23143.48","Topic_t3",0.000220554,"K23143"
"K23144.58","Topic_t3",0.001956105,"K23144"
"K23145.66","Topic_t3",0.000898667,"K23145"
"K23148.70","Topic_t3",0.002025697,"K23148"
"K23150.58","Topic_t3",0.003617036,"K23150"
"K23151.65","Topic_t3",0.005833009,"K23151"
"K23153.70","Topic_t3",0.018779444,"K23153"
"K23155.49","Topic_t3",0.004984729,"K23155"
"K23156.44","Topic_t3",0.003752667,"K23156"
"K23502.55","Topic_t3",0.010333867,"K23502"
"K23503.76","Topic_t3",0.008765612,"K23503"
"K23507.50","Topic_t3",0.004869087,"K23507"
"K23508.60","Topic_t3",0.016891071,"K23508"
"K23509.66","Topic_t3",0.005675409,"K23509"
"K23510.69","Topic_t3",0.01120851,"K23510"
"K23517.57","Topic_t3",0.011353102,"K23517"
"K23521.69","Topic_t3",0.0077189,"K23521"
"K23526.66","Topic_t3",0.031238286,"K23526"
"K23529.74","Topic_t3",0.012322,"K23529"
"K23531.67","Topic_t3",0.02045929,"K23531"
"K23532.82","Topic_t3",0.009180299,"K23532"
"K23533.54","Topic_t3",0.0076685,"K23533"
"K23536.68","Topic_t3",0.000903611,"K23536"
"K23537.76","Topic_t3",0.010223841,"K23537"
"K23540.60","Topic_t3",0.013645137,"K23540"
"K23541.61","Topic_t3",0.001883467,"K23541"
"K23548.74","Topic_t3",0.011557384,"K23548"
"K23551.52","Topic_t3",0.025723811,"K23551"
"K23552.73","Topic_t3",0.004653971,"K23552"
"K23555.67","Topic_t3",0.009605979,"K23555"
"K23556.64","Topic_t3",0.003995117,"K23556"
"K23557.69","Topic_t3",0.016509696,"K23557"
"K23559.59","Topic_t3",0.008296252,"K23559"
"K23563.56","Topic_t3",0.017183304,"K23563"
"K23565.69","Topic_t3",0.006927077,"K23565"
"KTFG534.66","Topic_t3",0.012063856,"KTFG534"
"KTGF118.76","Topic_t3",0.005933265,"KTGF118"
"KTGF120.74","Topic_t3",0.002502731,"KTGF120"
"KTGF122.62","Topic_t3",0.006438826,"KTGF122"
"KTGF124.65","Topic_t3",0.014276241,"KTGF124"
"KTGF125.70","Topic_t3",0.001360923,"KTGF125"
"KTGF126.36","Topic_t3",0.009570374,"KTGF126"
"KTGF127.50","Topic_t3",0.00388259,"KTGF127"
"KTGF129.42","Topic_t3",0.009571736,"KTGF129"
"KTGF130.56","Topic_t3",0.016914759,"KTGF130"
"KTGF136.51","Topic_t3",0.018426367,"KTGF136"
"KTGF138.66","Topic_t3",0.002332039,"KTGF138"
"KTGF142.75","Topic_t3",0.005199091,"KTGF142"
"KTGF143.81","Topic_t3",0.002880861,"KTGF143"
"KTGF146.58","Topic_t3",0.024744201,"KTGF146"
"KTGF147.58","Topic_t3",0.005684991,"KTGF147"
"KTGF148.71","Topic_t3",0.007012495,"KTGF148"
"KTGF150.36","Topic_t3",0.008603,"KTGF150"
"KTGF153.57","Topic_t3",0.002373694,"KTGF153"
"KTGF154.49","Topic_t3",0.004483522,"KTGF154"
"KTGF156.71","Topic_t3",0.002062319,"KTGF156"
"KTGF157.49","Topic_t3",0.005418616,"KTGF157"
"KTGF158.71","Topic_t3",0.004185512,"KTGF158"
"KTGF527.81","Topic_t3",0.004680341,"KTGF527"
"KTGF528.83","Topic_t3",0.006978855,"KTGF528"
"KTGF533.70","Topic_t3",0.028862372,"KTGF533"
"KTGF540.65","Topic_t3",0.002725426,"KTGF540"
"KTGF544.83","Topic_t3",0.007931396,"KTGF544"
"KTGF545.59","Topic_t3",0.005750267,"KTGF545"
"KTGF549.85","Topic_t3",0.002635074,"KTGF549"
"KTGF550.54","Topic_t3",0.006084741,"KTGF550"
"KTGF553.60","Topic_t3",0.004035355,"KTGF553"
"KTGF556.76","Topic_t3",0.007745656,"KTGF556"
"KTGF557.64","Topic_t3",0.009898956,"KTGF557"
"KTGF561.64","Topic_t3",0.002996758,"KTGF561"
"KTGF562.53","Topic_t3",0.008547031,"KTGF562"
"KTGF565.76","Topic_t3",0.007670067,"KTGF565"
"KTGF570.50","Topic_t3",0.007387639,"KTGF570"
"KTGF572.55","Topic_t3",0.007334299,"KTGF572"
"K23101.64","Topic_t4",0.003810342,"K23101"
"K23106.67","Topic_t4",0.009240782,"K23106"
"K23107.53","Topic_t4",0.001110069,"K23107"
"K23109.52","Topic_t4",0.005616622,"K23109"
"K23114.46","Topic_t4",0.011426901,"K23114"
"K23115.65","Topic_t4",0.02399408,"K23115"
"K23117.54","Topic_t4",0.014746889,"K23117"
"K23120.44","Topic_t4",0.005407077,"K23120"
"K23121.67","Topic_t4",0.021836864,"K23121"
"K23122.54","Topic_t4",0.007660874,"K23122"
"K23125.77","Topic_t4",0.004520466,"K23125"
"K23126.59","Topic_t4",0.005207023,"K23126"
"K23128.77","Topic_t4",0.004845398,"K23128"
"K23130.69","Topic_t4",0.006411058,"K23130"
"K23131.54","Topic_t4",0.005837042,"K23131"
"K23133.81","Topic_t4",0.000712806,"K23133"
"K23134.88","Topic_t4",5.85e-06,"K23134"
"K23136.82","Topic_t4",0.002072822,"K23136"
"K23139.40","Topic_t4",0.003402455,"K23139"
"K23142.37","Topic_t4",0.001582086,"K23142"
"K23143.49","Topic_t4",0.000745826,"K23143"
"K23144.59","Topic_t4",0.005001895,"K23144"
"K23145.67","Topic_t4",0.001701944,"K23145"
"K23148.71","Topic_t4",0.002636788,"K23148"
"K23150.59","Topic_t4",0.005635846,"K23150"
"K23151.66","Topic_t4",0.014884222,"K23151"
"K23153.71","Topic_t4",0.008849352,"K23153"
"K23155.50","Topic_t4",0.006137767,"K23155"
"K23156.45","Topic_t4",0.0044525,"K23156"
"K23502.56","Topic_t4",0.008113653,"K23502"
"K23503.77","Topic_t4",0.007567205,"K23503"
"K23507.51","Topic_t4",0.003159826,"K23507"
"K23508.61","Topic_t4",0.008820821,"K23508"
"K23509.67","Topic_t4",0.006931992,"K23509"
"K23510.70","Topic_t4",0.011128367,"K23510"
"K23517.58","Topic_t4",0.004922898,"K23517"
"K23521.70","Topic_t4",0.006103685,"K23521"
"K23526.67","Topic_t4",0.006115304,"K23526"
"K23529.75","Topic_t4",0.004193986,"K23529"
"K23531.68","Topic_t4",0.003596065,"K23531"
"K23532.83","Topic_t4",0.01123335,"K23532"
"K23533.55","Topic_t4",0.012081696,"K23533"
"K23536.69","Topic_t4",0.001410933,"K23536"
"K23537.77","Topic_t4",0.025534616,"K23537"
"K23540.61","Topic_t4",0.018866052,"K23540"
"K23541.62","Topic_t4",0.018471307,"K23541"
"K23548.75","Topic_t4",0.006319424,"K23548"
"K23551.53","Topic_t4",0.01030914,"K23551"
"K23552.74","Topic_t4",0.005967905,"K23552"
"K23555.68","Topic_t4",0.011133704,"K23555"
"K23556.65","Topic_t4",0.007277279,"K23556"
"K23557.70","Topic_t4",0.004879706,"K23557"
"K23559.60","Topic_t4",0.013119782,"K23559"
"K23563.57","Topic_t4",0.013839689,"K23563"
"K23565.70","Topic_t4",0.005780749,"K23565"
"KTFG534.67","Topic_t4",0.006278036,"KTFG534"
"KTGF118.77","Topic_t4",0.001192369,"KTGF118"
"KTGF120.75","Topic_t4",0.00782505,"KTGF120"
"KTGF122.63","Topic_t4",0.009348068,"KTGF122"
"KTGF124.66","Topic_t4",0.007728498,"KTGF124"
"KTGF125.71","Topic_t4",0.002109216,"KTGF125"
"KTGF126.37","Topic_t4",0.016596718,"KTGF126"
"KTGF127.51","Topic_t4",0.003716495,"KTGF127"
"KTGF129.43","Topic_t4",0.004146757,"KTGF129"
"KTGF130.57","Topic_t4",0.008988917,"KTGF130"
"KTGF136.52","Topic_t4",0.012314657,"KTGF136"
"KTGF138.67","Topic_t4",0.003869569,"KTGF138"
"KTGF142.76","Topic_t4",0.029369515,"KTGF142"
"KTGF143.82","Topic_t4",0.002208352,"KTGF143"
"KTGF146.59","Topic_t4",0.008850291,"KTGF146"
"KTGF147.59","Topic_t4",0.002532807,"KTGF147"
"KTGF148.72","Topic_t4",0.001524429,"KTGF148"
"KTGF150.37","Topic_t4",0.01293531,"KTGF150"
"KTGF153.58","Topic_t4",0.001726347,"KTGF153"
"KTGF154.50","Topic_t4",0.004790424,"KTGF154"
"KTGF156.72","Topic_t4",0.008408734,"KTGF156"
"KTGF157.50","Topic_t4",0.004539538,"KTGF157"
"KTGF158.72","Topic_t4",0.027758009,"KTGF158"
"KTGF527.82","Topic_t4",0.022927841,"KTGF527"
"KTGF528.84","Topic_t4",0.005016615,"KTGF528"
"KTGF533.71","Topic_t4",0.004450857,"KTGF533"
"KTGF540.66","Topic_t4",0.004490648,"KTGF540"
"KTGF544.84","Topic_t4",0.003330049,"KTGF544"
"KTGF545.60","Topic_t4",0.0077846,"KTGF545"
"KTGF549.86","Topic_t4",0.002140593,"KTGF549"
"KTGF550.55","Topic_t4",0.050296519,"KTGF550"
"KTGF553.61","Topic_t4",0.004648659,"KTGF553"
"KTGF556.77","Topic_t4",0.02222951,"KTGF556"
"KTGF557.65","Topic_t4",0.01540386,"KTGF557"
"KTGF561.65","Topic_t4",0.003062152,"KTGF561"
"KTGF562.54","Topic_t4",0.009356788,"KTGF562"
"KTGF565.77","Topic_t4",0.004581188,"KTGF565"
"KTGF570.51","Topic_t4",0.008579972,"KTGF570"
"KTGF572.56","Topic_t4",0.00428311,"KTGF572"
"K23101.65","Topic_t5",0.002363368,"K23101"
"K23106.68","Topic_t5",0.004815679,"K23106"
"K23107.54","Topic_t5",0.001784989,"K23107"
"K23109.53","Topic_t5",0.005432111,"K23109"
"K23114.47","Topic_t5",0.007748452,"K23114"
"K23115.66","Topic_t5",0.003200468,"K23115"
"K23117.55","Topic_t5",0.006171563,"K23117"
"K23120.45","Topic_t5",0.014844522,"K23120"
"K23121.68","Topic_t5",0.037050358,"K23121"
"K23122.55","Topic_t5",0.008092667,"K23122"
"K23125.78","Topic_t5",0.004844594,"K23125"
"K23126.60","Topic_t5",0.003036584,"K23126"
"K23128.78","Topic_t5",0.002217935,"K23128"
"K23130.70","Topic_t5",0.002736457,"K23130"
"K23131.55","Topic_t5",0.009707762,"K23131"
"K23133.82","Topic_t5",0.001592481,"K23133"
"K23134.89","Topic_t5",0.005040976,"K23134"
"K23136.83","Topic_t5",0.007404543,"K23136"
"K23139.41","Topic_t5",0.002754688,"K23139"
"K23142.38","Topic_t5",0.00388958,"K23142"
"K23143.50","Topic_t5",0.000774056,"K23143"
"K23144.60","Topic_t5",0.002315424,"K23144"
"K23145.68","Topic_t5",0.002930544,"K23145"
"K23148.72","Topic_t5",0.001888509,"K23148"
"K23150.60","Topic_t5",0.007715738,"K23150"
"K23151.67","Topic_t5",0.00350106,"K23151"
"K23153.72","Topic_t5",0.003879296,"K23153"
"K23155.51","Topic_t5",0.006272558,"K23155"
"K23156.46","Topic_t5",0.057332621,"K23156"
"K23502.57","Topic_t5",0.005931102,"K23502"
"K23503.78","Topic_t5",0.006355243,"K23503"
"K23507.52","Topic_t5",0.008503607,"K23507"
"K23508.62","Topic_t5",0.012472918,"K23508"
"K23509.68","Topic_t5",0.004186735,"K23509"
"K23510.71","Topic_t5",0.009506463,"K23510"
"K23517.59","Topic_t5",0.028370622,"K23517"
"K23521.71","Topic_t5",0.006656395,"K23521"
"K23526.68","Topic_t5",0.009177026,"K23526"
"K23529.76","Topic_t5",0.011017639,"K23529"
"K23531.69","Topic_t5",0.005431656,"K23531"
"K23532.84","Topic_t5",0.008088144,"K23532"
"K23533.56","Topic_t5",0.00579458,"K23533"
"K23536.70","Topic_t5",0.001634533,"K23536"
"K23537.78","Topic_t5",0.001374058,"K23537"
"K23540.62","Topic_t5",0.003888614,"K23540"
"K23541.63","Topic_t5",0.002603173,"K23541"
"K23548.76","Topic_t5",0.005831079,"K23548"
"K23551.54","Topic_t5",0.019162352,"K23551"
"K23552.75","Topic_t5",0.005875609,"K23552"
"K23555.69","Topic_t5",0.015135714,"K23555"
"K23556.66","Topic_t5",0.007710919,"K23556"
"K23557.71","Topic_t5",0.003632618,"K23557"
