,Variable,Importance,Participant,NLP
K23150,Cognition,0.009367976,K23150,LIWC
K23151,Cognition,0.00276633,K23151,LIWC
K23153,Cognition,0.02156644,K23153,LIWC
K23155,Cognition,0.005337117,K23155,LIWC
K23502,Cognition,0.001325345,K23502,LIWC
K23503,Cognition,0.009733811,K23503,LIWC
K23507,Cognition,0.003707518,K23507,LIWC
K23508,Cognition,0.001992647,K23508,LIWC
K23509,Cognition,0.015528101,K23509,LIWC
K23510,Cognition,0.001652447,K23510,LIWC
K23517,Cognition,0.003286785,K23517,LIWC
K23521,Cognition,0.012430385,K23521,LIWC
K23526,Cognition,0.010446608,K23526,LIWC
K23529,Cognition,0.005760917,K23529,LIWC
K23531,Cognition,0.0022401,K23531,LIWC
K23532,Cognition,0.000655977,K23532,LIWC
K23533,Cognition,0.002350081,K23533,LIWC
K23536,Cognition,0.00124563,K23536,LIWC
K23537,Cognition,0.004280705,K23537,LIWC
K23540,Cognition,0.006324906,K23540,LIWC
K23541,Cognition,0.003787444,K23541,LIWC
K23548,Cognition,0.004733679,K23548,LIWC
K23551,Cognition,0.005150497,K23551,LIWC
K23552,Cognition,0.004829333,K23552,LIWC
K23555,Cognition,0.004052398,K23555,LIWC
K23556,Cognition,0.004550896,K23556,LIWC
K23557,Cognition,0.007693435,K23557,LIWC
K23559,Cognition,0.003319533,K23559,LIWC
K23563,Cognition,0.007157886,K23563,LIWC
K23565,Cognition,0.014161304,K23565,LIWC
KTFG534,Cognition,0.008198164,KTFG534,LIWC
KTGF118,Cognition,0.002656257,KTGF118,LIWC
KTGF120,Cognition,0.003322956,KTGF120,LIWC
KTGF122,Cognition,0.0020818,KTGF122,LIWC
KTGF124,Cognition,0.005304507,KTGF124,LIWC
KTGF125,Cognition,0.001702515,KTGF125,LIWC
KTGF126,Cognition,0.002493013,KTGF126,LIWC
KTGF127,Cognition,0.000718756,KTGF127,LIWC
KTGF129,Cognition,0.00444685,KTGF129,LIWC
KTGF130,Cognition,0.02815362,KTGF130,LIWC
KTGF136,Cognition,0.004103061,KTGF136,LIWC
KTGF138,Cognition,0.001193673,KTGF138,LIWC
KTGF142,Cognition,0.003134034,KTGF142,LIWC
KTGF143,Cognition,0.000795278,KTGF143,LIWC
KTGF146,Cognition,0.005984122,KTGF146,LIWC
KTGF147,Cognition,0.001797301,KTGF147,LIWC
KTGF148,Cognition,0.001584684,KTGF148,LIWC
KTGF153,Cognition,0.000702837,KTGF153,LIWC
KTGF154,Cognition,0.004309287,KTGF154,LIWC
KTGF156,Cognition,0.001733975,KTGF156,LIWC
KTGF157,Cognition,0.005461442,KTGF157,LIWC
KTGF158,Cognition,0.000722476,KTGF158,LIWC
KTGF527,Cognition,0.00737119,KTGF527,LIWC
KTGF528,Cognition,0.006580758,KTGF528,LIWC
KTGF533,Cognition,0.007742557,KTGF533,LIWC
KTGF540,Cognition,0.003632892,KTGF540,LIWC
KTGF544,Cognition,0.001452127,KTGF544,LIWC
KTGF545,Cognition,0.003344008,KTGF545,LIWC
KTGF549,Cognition,0.003896136,KTGF549,LIWC
KTGF550,Cognition,0.001575835,KTGF550,LIWC
KTGF553,Cognition,0.004029412,KTGF553,LIWC
KTGF556,Cognition,0.009698573,KTGF556,LIWC
KTGF557,Cognition,0.00764907,KTGF557,LIWC
KTGF561,Cognition,0.003818537,KTGF561,LIWC
KTGF562,Cognition,0.003875807,KTGF562,LIWC
KTGF565,Cognition,0.002836715,KTGF565,LIWC
KTGF570,Cognition,0.005072157,KTGF570,LIWC
KTGF572,Cognition,0.002568218,KTGF572,LIWC
K23101,Cognitive processes ,0.001632353,K23101,LIWC
K23106,Cognitive processes ,0.00310706,K23106,LIWC
K23107,Cognitive processes ,0.00019182,K23107,LIWC
K23115,Cognitive processes ,0.005673254,K23115,LIWC
K23117,Cognitive processes ,0.004680089,K23117,LIWC
K23121,Cognitive processes ,0.005860761,K23121,LIWC
K23125,Cognitive processes ,0.004678196,K23125,LIWC
K23126,Cognitive processes ,0.002038234,K23126,LIWC
K23128,Cognitive processes ,0.003033572,K23128,LIWC
K23129,Cognitive processes ,0.001707221,K23129,LIWC
K23130,Cognitive processes ,0.000156952,K23130,LIWC
K23131,Cognitive processes ,0.002136054,K23131,LIWC
K23133,Cognitive processes ,0.00226721,K23133,LIWC
K23134,Cognitive processes ,0.003765745,K23134,LIWC
K23136,Cognitive processes ,0.006116734,K23136,LIWC
K23144,Cognitive processes ,0.000906528,K23144,LIWC
K23145,Cognitive processes ,0.00048183,K23145,LIWC
K23147,Cognitive processes ,0.001580114,K23147,LIWC
K23148,Cognitive processes ,0.001637414,K23148,LIWC
K23150,Cognitive processes ,0.006977391,K23150,LIWC
K23151,Cognitive processes ,0.002827795,K23151,LIWC
K23153,Cognitive processes ,0.011318748,K23153,LIWC
K23155,Cognitive processes ,0.002923659,K23155,LIWC
K23502,Cognitive processes ,0.002876767,K23502,LIWC
K23503,Cognitive processes ,0.006551465,K23503,LIWC
K23507,Cognitive processes ,0.003062274,K23507,LIWC
K23508,Cognitive processes ,0.004798937,K23508,LIWC
K23509,Cognitive processes ,0.02157399,K23509,LIWC
K23510,Cognitive processes ,0.002984211,K23510,LIWC
K23517,Cognitive processes ,0.004761641,K23517,LIWC
K23521,Cognitive processes ,0.038651533,K23521,LIWC
K23526,Cognitive processes ,0.012631339,K23526,LIWC
K23529,Cognitive processes ,0.004421755,K23529,LIWC
K23531,Cognitive processes ,0.002476756,K23531,LIWC
K23532,Cognitive processes ,0.000421701,K23532,LIWC
K23533,Cognitive processes ,0.001219469,K23533,LIWC
K23536,Cognitive processes ,0.000184,K23536,LIWC
K23537,Cognitive processes ,0.004712758,K23537,LIWC
K23540,Cognitive processes ,0.002930444,K23540,LIWC
K23541,Cognitive processes ,0.035316173,K23541,LIWC
K23548,Cognitive processes ,0.004458148,K23548,LIWC
K23551,Cognitive processes ,0.011177135,K23551,LIWC
K23552,Cognitive processes ,0.004151251,K23552,LIWC
K23555,Cognitive processes ,0.003849898,K23555,LIWC
K23556,Cognitive processes ,0.005476835,K23556,LIWC
K23557,Cognitive processes ,0.016267931,K23557,LIWC
K23559,Cognitive processes ,0.0063182,K23559,LIWC
K23563,Cognitive processes ,0.01329651,K23563,LIWC
K23565,Cognitive processes ,0.008427442,K23565,LIWC
KTFG534,Cognitive processes ,0.010057375,KTFG534,LIWC
KTGF118,Cognitive processes ,0.00256165,KTGF118,LIWC
KTGF120,Cognitive processes ,0.004255574,KTGF120,LIWC
KTGF122,Cognitive processes ,0.00171104,KTGF122,LIWC
KTGF124,Cognitive processes ,0.005551429,KTGF124,LIWC
KTGF125,Cognitive processes ,0.000877189,KTGF125,LIWC
KTGF127,Cognitive processes ,0.001738258,KTGF127,LIWC
KTGF130,Cognitive processes ,0.014303571,KTGF130,LIWC
KTGF138,Cognitive processes ,0.000159765,KTGF138,LIWC
KTGF142,Cognitive processes ,0.002313064,KTGF142,LIWC
KTGF143,Cognitive processes ,0.000901043,KTGF143,LIWC
KTGF146,Cognitive processes ,0.00378447,KTGF146,LIWC
KTGF147,Cognitive processes ,0.001122839,KTGF147,LIWC
KTGF148,Cognitive processes ,0.001605393,KTGF148,LIWC
KTGF153,Cognitive processes ,0.00055529,KTGF153,LIWC
KTGF154,Cognitive processes ,0.003916473,KTGF154,LIWC
KTGF156,Cognitive processes ,0.00059147,KTGF156,LIWC
KTGF157,Cognitive processes ,0.006449952,KTGF157,LIWC
KTGF158,Cognitive processes ,0.001283725,KTGF158,LIWC
KTGF527,Cognitive processes ,0.026982733,KTGF527,LIWC
KTGF528,Cognitive processes ,0.006341128,KTGF528,LIWC
KTGF533,Cognitive processes ,0.009389356,KTGF533,LIWC
KTGF540,Cognitive processes ,0.004392453,KTGF540,LIWC
KTGF544,Cognitive processes ,0.002507708,KTGF544,LIWC
KTGF545,Cognitive processes ,0.004684167,KTGF545,LIWC
KTGF549,Cognitive processes ,0.005247253,KTGF549,LIWC
KTGF550,Cognitive processes ,0.001773889,KTGF550,LIWC
KTGF553,Cognitive processes ,0.003948775,KTGF553,LIWC
KTGF556,Cognitive processes ,0.00383466,KTGF556,LIWC
KTGF557,Cognitive processes ,0.006113874,KTGF557,LIWC
KTGF561,Cognitive processes ,0.002784084,KTGF561,LIWC
KTGF562,Cognitive processes ,0.004013975,KTGF562,LIWC
KTGF565,Cognitive processes ,0.003560456,KTGF565,LIWC
KTGF570,Cognitive processes ,0.010415247,KTGF570,LIWC
KTGF572,Cognitive processes ,0.002466276,KTGF572,LIWC
K23106,Communication,0.001503944,K23106,LIWC
K23125,Communication,0.001288886,K23125,LIWC
K23130,Communication,0.026485365,K23130,LIWC
K23133,Communication,0.001669651,K23133,LIWC
K23134,Communication,0.000657062,K23134,LIWC
K23136,Communication,0.002214233,K23136,LIWC
K23144,Communication,0.000453534,K23144,LIWC
K23145,Communication,0.000305511,K23145,LIWC
K23147,Communication,0.001076505,K23147,LIWC
K23148,Communication,0.001477475,K23148,LIWC
K23502,Communication,0.000194489,K23502,LIWC
K23503,Communication,0.003135257,K23503,LIWC
K23510,Communication,0.001325613,K23510,LIWC
K23526,Communication,0.001396532,K23526,LIWC
K23529,Communication,0.000738153,K23529,LIWC
K23531,Communication,0.001161348,K23531,LIWC
K23532,Communication,0.022713456,K23532,LIWC
K23533,Communication,0.002742948,K23533,LIWC
K23536,Communication,0.005971567,K23536,LIWC
K23537,Communication,0.001532976,K23537,LIWC
K23541,Communication,0.00139972,K23541,LIWC
K23548,Communication,0.002551292,K23548,LIWC
K23551,Communication,0.007249854,K23551,LIWC
K23552,Communication,0.002398371,K23552,LIWC
K23557,Communication,0.010074013,K23557,LIWC
K23559,Communication,0.001326052,K23559,LIWC
KTGF118,Communication,0.008353683,KTGF118,LIWC
KTGF120,Communication,0.000696527,KTGF120,LIWC
KTGF124,Communication,0.003281946,KTGF124,LIWC
KTGF125,Communication,7.45E-05,KTGF125,LIWC
KTGF136,Communication,0.001142272,KTGF136,LIWC
KTGF138,Communication,0.000164248,KTGF138,LIWC
KTGF142,Communication,0.001841387,KTGF142,LIWC
KTGF143,Communication,0.000650985,KTGF143,LIWC
KTGF146,Communication,0.001878792,KTGF146,LIWC
KTGF147,Communication,0.004211317,KTGF147,LIWC
KTGF148,Communication,0.001614147,KTGF148,LIWC
KTGF153,Communication,0.000208617,KTGF153,LIWC
KTGF156,Communication,0.000442431,KTGF156,LIWC
KTGF527,Communication,0.001863169,KTGF527,LIWC
KTGF528,Communication,0.0019549,KTGF528,LIWC
KTGF533,Communication,0.008739781,KTGF533,LIWC
KTGF540,Communication,0.004234109,KTGF540,LIWC
KTGF544,Communication,0.010861931,KTGF544,LIWC
KTGF549,Communication,0.001675086,KTGF549,LIWC
KTGF550,Communication,0.002706704,KTGF550,LIWC
KTGF556,Communication,0.00781717,KTGF556,LIWC
KTGF562,Communication,0.002684249,KTGF562,LIWC
KTGF565,Communication,0.001887048,KTGF565,LIWC
KTGF572,Communication,0.00167229,KTGF572,LIWC
K23147,Communicationa,0.000401522,K23147,LIWC
K23510,Communicationa,0.001621458,K23510,LIWC
K23532,Communicationa,7.31E-05,K23532,LIWC
K23537,Communicationa,0.000824626,K23537,LIWC
KTGF143,Communicationa,0.000137593,KTGF143,LIWC
KTGF572,Communicationa,0.000847042,KTGF572,LIWC
K23101,Compound,0.003616026,K23101,VADER
K23106,Compound,0.008593226,K23106,VADER
K23107,Compound,0.000848966,K23107,VADER
K23109,Compound,0.002447778,K23109,VADER
K23114,Compound,0.001754102,K23114,VADER
K23115,Compound,0.004525993,K23115,VADER
K23117,Compound,0.004783704,K23117,VADER
K23120,Compound,0.004492601,K23120,VADER
K23121,Compound,0.002039955,K23121,VADER
K23122,Compound,0.000461762,K23122,VADER
K23125,Compound,0.007827933,K23125,VADER
K23126,Compound,0.002007184,K23126,VADER
K23128,Compound,0.005583328,K23128,VADER
K23129,Compound,0.001432499,K23129,VADER
K23130,Compound,0.003507441,K23130,VADER
K23131,Compound,0.002556186,K23131,VADER
K23133,Compound,0.003944843,K23133,VADER
K23134,Compound,0.001611959,K23134,VADER
K23136,Compound,0.0044485,K23136,VADER
K23139,Compound,0.001049848,K23139,VADER
K23143,Compound,0.002049364,K23143,VADER
K23144,Compound,0.002739043,K23144,VADER
K23145,Compound,0.002163367,K23145,VADER
K23147,Compound,0.00093701,K23147,VADER
K23148,Compound,0.001513321,K23148,VADER
K23150,Compound,0.004907206,K23150,VADER
K23151,Compound,0.002607982,K23151,VADER
K23153,Compound,0.015266637,K23153,VADER
K23155,Compound,0.003344455,K23155,VADER
K23156,Compound,0.000361465,K23156,VADER
K23502,Compound,0.002582738,K23502,VADER
K23503,Compound,0.003938119,K23503,VADER
K23507,Compound,0.004624114,K23507,VADER
K23508,Compound,0.006366567,K23508,VADER
K23509,Compound,0.001445492,K23509,VADER
K23510,Compound,0.009567151,K23510,VADER
K23517,Compound,0.001398489,K23517,VADER
K23521,Compound,0.006350467,K23521,VADER
K23526,Compound,0.002833979,K23526,VADER
K23529,Compound,0.005973273,K23529,VADER
K23531,Compound,0.006500759,K23531,VADER
K23532,Compound,0.00085977,K23532,VADER
K23533,Compound,0.006574253,K23533,VADER
K23536,Compound,0.000287111,K23536,VADER
K23537,Compound,0.003272867,K23537,VADER
K23540,Compound,0.01303007,K23540,VADER
K23541,Compound,0.002698982,K23541,VADER
K23548,Compound,0.01072243,K23548,VADER
K23551,Compound,0.002747453,K23551,VADER
K23552,Compound,0.004097387,K23552,VADER
K23555,Compound,0.004420437,K23555,VADER
K23556,Compound,0.003646489,K23556,VADER
K23557,Compound,0.003134703,K23557,VADER
K23559,Compound,0.017817095,K23559,VADER
K23563,Compound,0.003149549,K23563,VADER
K23565,Compound,0.005860509,K23565,VADER
KTFG534,Compound,0.275000142,KTFG534,VADER
KTGF118,Compound,0.003337604,KTGF118,VADER
KTGF120,Compound,0.00295035,KTGF120,VADER
KTGF122,Compound,0.007489154,KTGF122,VADER
KTGF124,Compound,0.003397032,KTGF124,VADER
KTGF125,Compound,0.000738088,KTGF125,VADER
KTGF127,Compound,0.000470908,KTGF127,VADER
KTGF129,Compound,0.002652644,KTGF129,VADER
KTGF130,Compound,0.003599349,KTGF130,VADER
KTGF136,Compound,0.000974571,KTGF136,VADER
KTGF138,Compound,0.00399468,KTGF138,VADER
KTGF142,Compound,0.002744175,KTGF142,VADER
KTGF143,Compound,0.001569188,KTGF143,VADER
KTGF146,Compound,0.004421298,KTGF146,VADER
KTGF147,Compound,0.002774482,KTGF147,VADER
KTGF148,Compound,0.002729222,KTGF148,VADER
KTGF153,Compound,0.003629503,KTGF153,VADER
KTGF154,Compound,0.007333163,KTGF154,VADER
KTGF156,Compound,0.001828257,KTGF156,VADER
KTGF157,Compound,0.001356535,KTGF157,VADER
KTGF158,Compound,0.001815377,KTGF158,VADER
KTGF527,Compound,0.013475955,KTGF527,VADER
KTGF528,Compound,0.003122906,KTGF528,VADER
KTGF533,Compound,0.003583255,KTGF533,VADER
KTGF540,Compound,0.00307893,KTGF540,VADER
KTGF544,Compound,0.000635282,KTGF544,VADER
KTGF545,Compound,0.004144903,KTGF545,VADER
KTGF549,Compound,0.006848235,KTGF549,VADER
KTGF550,Compound,0.017459255,KTGF550,VADER
KTGF553,Compound,0.003999319,KTGF553,VADER
KTGF556,Compound,0.027663083,KTGF556,VADER
KTGF557,Compound,0.015040012,KTGF557,VADER
KTGF561,Compound,0.001060313,KTGF561,VADER
KTGF562,Compound,0.010076813,KTGF562,VADER
KTGF565,Compound,0.003615609,KTGF565,VADER
KTGF570,Compound,0.004687477,KTGF570,VADER
KTGF572,Compound,0.006542854,KTGF572,VADER
K23115,Conjunctions,0.001561244,K23115,LIWC
K23121,Conjunctions,0.001534926,K23121,LIWC
K23125,Conjunctions,0.004527867,K23125,LIWC
K23126,Conjunctions,0.002084408,K23126,LIWC
K23128,Conjunctions,0.006570255,K23128,LIWC
K23129,Conjunctions,0.00336732,K23129,LIWC
K23133,Conjunctions,0.00111779,K23133,LIWC
K23134,Conjunctions,0.001688423,K23134,LIWC
K23136,Conjunctions,0.003434222,K23136,LIWC
K23144,Conjunctions,0.00187943,K23144,LIWC
K23145,Conjunctions,0.000470489,K23145,LIWC
K23147,Conjunctions,0.00231029,K23147,LIWC
K23148,Conjunctions,0.001364051,K23148,LIWC
K23151,Conjunctions,0.00887833,K23151,LIWC
K23153,Conjunctions,0.017999224,K23153,LIWC
K23503,Conjunctions,0.006862718,K23503,LIWC
K23507,Conjunctions,0.001183886,K23507,LIWC
K23509,Conjunctions,0.037366091,K23509,LIWC
K23510,Conjunctions,0.003253451,K23510,LIWC
K23517,Conjunctions,0.003697378,K23517,LIWC
K23521,Conjunctions,0.007225361,K23521,LIWC
K23526,Conjunctions,0.016568357,K23526,LIWC
K23529,Conjunctions,0.00673438,K23529,LIWC
K23531,Conjunctions,0.000873792,K23531,LIWC
K23532,Conjunctions,0.007082146,K23532,LIWC
K23533,Conjunctions,0.003596096,K23533,LIWC
K23537,Conjunctions,0.003898024,K23537,LIWC
K23540,Conjunctions,0.004488967,K23540,LIWC
K23548,Conjunctions,0.00422834,K23548,LIWC
K23551,Conjunctions,0.006260526,K23551,LIWC
K23552,Conjunctions,0.008587,K23552,LIWC
K23555,Conjunctions,0.00319128,K23555,LIWC
K23556,Conjunctions,0.009236744,K23556,LIWC
K23557,Conjunctions,0.004790709,K23557,LIWC
K23559,Conjunctions,0.000885156,K23559,LIWC
K23563,Conjunctions,0.00243001,K23563,LIWC
K23565,Conjunctions,0.006612761,K23565,LIWC
KTFG534,Conjunctions,0.010203457,KTFG534,LIWC
KTGF118,Conjunctions,0.007873117,KTGF118,LIWC
KTGF120,Conjunctions,0.003006584,KTGF120,LIWC
KTGF122,Conjunctions,0.004117919,KTGF122,LIWC
KTGF124,Conjunctions,0.008428348,KTGF124,LIWC
KTGF125,Conjunctions,0.00051684,KTGF125,LIWC
KTGF142,Conjunctions,0.005025495,KTGF142,LIWC
KTGF143,Conjunctions,0.000198611,KTGF143,LIWC
KTGF146,Conjunctions,0.00622886,KTGF146,LIWC
KTGF147,Conjunctions,0.001258782,KTGF147,LIWC
KTGF148,Conjunctions,0.004801866,KTGF148,LIWC
KTGF153,Conjunctions,0.000271574,KTGF153,LIWC
KTGF154,Conjunctions,0.000589197,KTGF154,LIWC
KTGF156,Conjunctions,0.00513012,KTGF156,LIWC
KTGF158,Conjunctions,0.003346795,KTGF158,LIWC
KTGF527,Conjunctions,0.001289246,KTGF527,LIWC
KTGF528,Conjunctions,0.003128074,KTGF528,LIWC
KTGF533,Conjunctions,0.008522329,KTGF533,LIWC
KTGF540,Conjunctions,0.005478901,KTGF540,LIWC
KTGF544,Conjunctions,0.005212773,KTGF544,LIWC
KTGF545,Conjunctions,0.001075892,KTGF545,LIWC
KTGF549,Conjunctions,0.005079167,KTGF549,LIWC
KTGF553,Conjunctions,0.006230555,KTGF553,LIWC
KTGF556,Conjunctions,0.002968663,KTGF556,LIWC
KTGF557,Conjunctions,0.00304648,KTGF557,LIWC
KTGF561,Conjunctions,0.006986467,KTGF561,LIWC
KTGF565,Conjunctions,0.002212541,KTGF565,LIWC
KTGF572,Conjunctions,0.01787968,KTGF572,LIWC
K23104,Culture,1.13E-05,K23104,LIWC
K23106,Culture,0.051674427,K23106,LIWC
K23107,Culture,0.000154115,K23107,LIWC
K23115,Culture,0.003134688,K23115,LIWC
K23128,Culture,0.002817051,K23128,LIWC
K23130,Culture,0.000190095,K23130,LIWC
K23133,Culture,0.000841707,K23133,LIWC
K23134,Culture,0.000481214,K23134,LIWC
K23136,Culture,0.000721959,K23136,LIWC
K23156,Culture,0.000383626,K23156,LIWC
K23507,Culture,0.002497796,K23507,LIWC
K23531,Culture,0.002747993,K23531,LIWC
K23532,Culture,0.000275402,K23532,LIWC
K23536,Culture,0.000215111,K23536,LIWC
KTGF125,Culture,0.000308315,KTGF125,LIWC
KTGF127,Culture,0.000514781,KTGF127,LIWC
KTGF136,Culture,0.000792816,KTGF136,LIWC
KTGF138,Culture,0.000288333,KTGF138,LIWC
KTGF528,Culture,0.003380114,KTGF528,LIWC
KTGF544,Culture,0.003163907,KTGF544,LIWC
KTGF549,Culture,0.000855772,KTGF549,LIWC
K23101,Determiners,0.001865003,K23101,LIWC
K23104,Determiners,5.21E-05,K23104,LIWC
K23106,Determiners,0.001137274,K23106,LIWC
K23107,Determiners,0.015174433,K23107,LIWC
K23109,Determiners,0.004458252,K23109,LIWC
K23114,Determiners,0.008157614,K23114,LIWC
K23115,Determiners,0.002982687,K23115,LIWC
K23117,Determiners,0.00863782,K23117,LIWC
K23120,Determiners,0.002075605,K23120,LIWC
K23121,Determiners,0.009917605,K23121,LIWC
K23122,Determiners,0.003656743,K23122,LIWC
K23125,Determiners,0.002499802,K23125,LIWC
K23126,Determiners,0.007204932,K23126,LIWC
K23128,Determiners,0.003518369,K23128,LIWC
K23129,Determiners,0.00449561,K23129,LIWC
K23130,Determiners,0.011574425,K23130,LIWC
K23131,Determiners,0.007054061,K23131,LIWC
K23133,Determiners,0.002147306,K23133,LIWC
K23134,Determiners,0.004056341,K23134,LIWC
K23136,Determiners,0.001870822,K23136,LIWC
K23139,Determiners,0.000730528,K23139,LIWC
K23142,Determiners,0.001661635,K23142,LIWC
K23143,Determiners,0.000408916,K23143,LIWC
K23144,Determiners,0.002813467,K23144,LIWC
K23145,Determiners,0.017105756,K23145,LIWC
K23147,Determiners,0.001341199,K23147,LIWC
K23148,Determiners,0.000860501,K23148,LIWC
K23150,Determiners,0.004959091,K23150,LIWC
K23151,Determiners,0.004904382,K23151,LIWC
K23153,Determiners,0.004514815,K23153,LIWC
K23155,Determiners,0.002734134,K23155,LIWC
K23156,Determiners,0.001279682,K23156,LIWC
K23502,Determiners,0.008639588,K23502,LIWC
K23503,Determiners,0.004612892,K23503,LIWC
K23507,Determiners,0.007523122,K23507,LIWC
K23508,Determiners,0.004979671,K23508,LIWC
K23509,Determiners,0.003814109,K23509,LIWC
K23510,Determiners,0.017973991,K23510,LIWC
K23517,Determiners,0.022612684,K23517,LIWC
K23521,Determiners,0.013860073,K23521,LIWC
K23526,Determiners,0.003698429,K23526,LIWC
K23529,Determiners,0.007533426,K23529,LIWC
K23531,Determiners,0.004158446,K23531,LIWC
K23532,Determiners,0.015568989,K23532,LIWC
K23533,Determiners,0.008592659,K23533,LIWC
K23536,Determiners,0.128335578,K23536,LIWC
K23537,Determiners,0.00376135,K23537,LIWC
K23540,Determiners,0.004105778,K23540,LIWC
K23541,Determiners,0.002942342,K23541,LIWC
K23548,Determiners,0.012429236,K23548,LIWC
K23551,Determiners,0.007176609,K23551,LIWC
K23552,Determiners,0.007902097,K23552,LIWC
K23555,Determiners,0.005387838,K23555,LIWC
K23556,Determiners,0.007179033,K23556,LIWC
K23557,Determiners,0.008084327,K23557,LIWC
K23559,Determiners,0.004130893,K23559,LIWC
K23563,Determiners,0.009026086,K23563,LIWC
K23565,Determiners,0.005001708,K23565,LIWC
KTFG534,Determiners,0.00265235,KTFG534,LIWC
KTGF118,Determiners,0.005083219,KTGF118,LIWC
KTGF120,Determiners,0.003040082,KTGF120,LIWC
KTGF122,Determiners,0.004087444,KTGF122,LIWC
KTGF124,Determiners,0.005759031,KTGF124,LIWC
KTGF125,Determiners,0.000900276,KTGF125,LIWC
KTGF126,Determiners,0.004222984,KTGF126,LIWC
KTGF127,Determiners,0.001854781,KTGF127,LIWC
KTGF129,Determiners,0.005238643,KTGF129,LIWC
KTGF130,Determiners,0.008306534,KTGF130,LIWC
KTGF136,Determiners,0.005510014,KTGF136,LIWC
KTGF138,Determiners,0.002046693,KTGF138,LIWC
KTGF142,Determiners,0.003092,KTGF142,LIWC
KTGF143,Determiners,0.003785772,KTGF143,LIWC
KTGF146,Determiners,0.003645132,KTGF146,LIWC
KTGF147,Determiners,0.001737422,KTGF147,LIWC
KTGF148,Determiners,0.002361972,KTGF148,LIWC
KTGF150,Determiners,0.002576956,KTGF150,LIWC
KTGF153,Determiners,0.001208812,KTGF153,LIWC
KTGF154,Determiners,0.003626759,KTGF154,LIWC
KTGF156,Determiners,0.001275009,KTGF156,LIWC
KTGF157,Determiners,0.006766721,KTGF157,LIWC
KTGF158,Determiners,0.00170974,KTGF158,LIWC
KTGF527,Determiners,0.007278019,KTGF527,LIWC
KTGF528,Determiners,0.003109504,KTGF528,LIWC
KTGF533,Determiners,0.003168277,KTGF533,LIWC
KTGF540,Determiners,0.003092743,KTGF540,LIWC
KTGF544,Determiners,0.003724796,KTGF544,LIWC
KTGF545,Determiners,0.009878944,KTGF545,LIWC
KTGF549,Determiners,0.003600312,KTGF549,LIWC
KTGF550,Determiners,0.005434763,KTGF550,LIWC
KTGF553,Determiners,0.004360249,KTGF553,LIWC
KTGF556,Determiners,0.004864229,KTGF556,LIWC
KTGF557,Determiners,0.002183652,KTGF557,LIWC
KTGF561,Determiners,0.00359486,KTGF561,LIWC
KTGF562,Determiners,0.007041938,KTGF562,LIWC
KTGF565,Determiners,0.00277736,KTGF565,LIWC
KTGF570,Determiners,0.002045282,KTGF570,LIWC
KTGF572,Determiners,0.008954444,KTGF572,LIWC
K23101,Dictionary,0.004755316,K23101,LIWC
K23104,Dictionary,2.81E-05,K23104,LIWC
K23106,Dictionary,0.001572154,K23106,LIWC
K23107,Dictionary,0.00111113,K23107,LIWC
K23109,Dictionary,0.00200844,K23109,LIWC
K23114,Dictionary,0.005101744,K23114,LIWC
K23115,Dictionary,0.007907038,K23115,LIWC
K23117,Dictionary,0.039777479,K23117,LIWC
K23120,Dictionary,0.006150543,K23120,LIWC
K23121,Dictionary,0.016290893,K23121,LIWC
K23122,Dictionary,0.000312529,K23122,LIWC
K23125,Dictionary,0.004495596,K23125,LIWC
K23126,Dictionary,0.009195093,K23126,LIWC
K23128,Dictionary,0.003789127,K23128,LIWC
K23129,Dictionary,0.001865774,K23129,LIWC
K23130,Dictionary,0.000414038,K23130,LIWC
K23131,Dictionary,0.010701982,K23131,LIWC
K23133,Dictionary,0.003794052,K23133,LIWC
K23134,Dictionary,0.003570542,K23134,LIWC
K23136,Dictionary,0.006698431,K23136,LIWC
K23139,Dictionary,0.000531535,K23139,LIWC
K23142,Dictionary,0.001796996,K23142,LIWC
K23143,Dictionary,0.000931781,K23143,LIWC
K23144,Dictionary,0.001207876,K23144,LIWC
K23145,Dictionary,0.003283074,K23145,LIWC
K23147,Dictionary,0.001288013,K23147,LIWC
K23148,Dictionary,0.00165717,K23148,LIWC
K23150,Dictionary,0.00317414,K23150,LIWC
K23151,Dictionary,0.003324119,K23151,LIWC
K23153,Dictionary,0.003853531,K23153,LIWC
K23155,Dictionary,0.001834568,K23155,LIWC
K23156,Dictionary,0.002051949,K23156,LIWC
K23502,Dictionary,0.010870394,K23502,LIWC
K23503,Dictionary,0.007902026,K23503,LIWC
K23507,Dictionary,0.003916157,K23507,LIWC
K23508,Dictionary,0.006498651,K23508,LIWC
K23509,Dictionary,0.000821313,K23509,LIWC
K23510,Dictionary,0.008625827,K23510,LIWC
K23517,Dictionary,0.005645458,K23517,LIWC
K23521,Dictionary,0.064035197,K23521,LIWC
K23526,Dictionary,0.008484704,K23526,LIWC
K23529,Dictionary,0.004506704,K23529,LIWC
K23531,Dictionary,0.001837434,K23531,LIWC
K23532,Dictionary,0.02650967,K23532,LIWC
K23533,Dictionary,0.004855887,K23533,LIWC
K23536,Dictionary,0.000291119,K23536,LIWC
K23537,Dictionary,0.005005971,K23537,LIWC
K23540,Dictionary,0.00200495,K23540,LIWC
K23541,Dictionary,0.001465942,K23541,LIWC
K23548,Dictionary,0.007503769,K23548,LIWC
K23552,Dictionary,0.00660472,K23552,LIWC
K23555,Dictionary,0.005462557,K23555,LIWC
