,Variable,Importance,Participant,NLP
K23125,Impersonal pronouns ,0.004414064,K23125,LIWC
K23128,Impersonal pronouns ,0.001402699,K23128,LIWC
K23129,Impersonal pronouns ,0.001000103,K23129,LIWC
K23133,Impersonal pronouns ,0.00234988,K23133,LIWC
K23134,Impersonal pronouns ,0.000100683,K23134,LIWC
K23144,Impersonal pronouns ,0.003078556,K23144,LIWC
K23145,Impersonal pronouns ,0.001125022,K23145,LIWC
K23148,Impersonal pronouns ,0.000762182,K23148,LIWC
K23151,Impersonal pronouns ,0.006250786,K23151,LIWC
K23155,Impersonal pronouns ,0.002093721,K23155,LIWC
K23503,Impersonal pronouns ,0.003347479,K23503,LIWC
K23507,Impersonal pronouns ,0.003016685,K23507,LIWC
K23509,Impersonal pronouns ,0.000718788,K23509,LIWC
K23510,Impersonal pronouns ,0.001589607,K23510,LIWC
K23517,Impersonal pronouns ,0.017599991,K23517,LIWC
K23521,Impersonal pronouns ,0.007712966,K23521,LIWC
K23526,Impersonal pronouns ,0.001344627,K23526,LIWC
K23529,Impersonal pronouns ,0.001123069,K23529,LIWC
K23532,Impersonal pronouns ,0.002761241,K23532,LIWC
K23533,Impersonal pronouns ,0.001623324,K23533,LIWC
K23537,Impersonal pronouns ,0.007031232,K23537,LIWC
K23540,Impersonal pronouns ,0.008300444,K23540,LIWC
K23541,Impersonal pronouns ,0.0009088,K23541,LIWC
K23548,Impersonal pronouns ,0.001454762,K23548,LIWC
K23552,Impersonal pronouns ,0.003484024,K23552,LIWC
K23555,Impersonal pronouns ,0.004140571,K23555,LIWC
K23556,Impersonal pronouns ,0.005022703,K23556,LIWC
K23557,Impersonal pronouns ,0.011923059,K23557,LIWC
K23563,Impersonal pronouns ,0.001548322,K23563,LIWC
K23565,Impersonal pronouns ,0.004810779,K23565,LIWC
KTFG534,Impersonal pronouns ,0.002561682,KTFG534,LIWC
KTGF118,Impersonal pronouns ,0.003824144,KTGF118,LIWC
KTGF120,Impersonal pronouns ,0.002526311,KTGF120,LIWC
KTGF122,Impersonal pronouns ,0.014893576,KTGF122,LIWC
KTGF124,Impersonal pronouns ,0.008511747,KTGF124,LIWC
KTGF142,Impersonal pronouns ,0.000371717,KTGF142,LIWC
KTGF143,Impersonal pronouns ,0.001163889,KTGF143,LIWC
KTGF156,Impersonal pronouns ,0.002065056,KTGF156,LIWC
KTGF158,Impersonal pronouns ,0.001286197,KTGF158,LIWC
KTGF527,Impersonal pronouns ,0.009639714,KTGF527,LIWC
KTGF528,Impersonal pronouns ,0.001385128,KTGF528,LIWC
KTGF533,Impersonal pronouns ,0.004590736,KTGF533,LIWC
KTGF540,Impersonal pronouns ,0.000321111,KTGF540,LIWC
KTGF544,Impersonal pronouns ,0.006149917,KTGF544,LIWC
KTGF545,Impersonal pronouns ,0.00187171,KTGF545,LIWC
KTGF549,Impersonal pronouns ,0.003995685,KTGF549,LIWC
KTGF556,Impersonal pronouns ,0.003911938,KTGF556,LIWC
KTGF557,Impersonal pronouns ,0.004147684,KTGF557,LIWC
KTGF565,Impersonal pronouns ,0.004536441,KTGF565,LIWC
K23101,Leisure,0.001439496,K23101,LIWC
K23106,Leisure,3.85E-05,K23106,LIWC
K23107,Leisure,0.000725149,K23107,LIWC
K23109,Leisure,0.001350289,K23109,LIWC
K23114,Leisure,0.009179189,K23114,LIWC
K23115,Leisure,0.004067188,K23115,LIWC
K23117,Leisure,0.00855337,K23117,LIWC
K23120,Leisure,0.000810043,K23120,LIWC
K23121,Leisure,0.00053679,K23121,LIWC
K23125,Leisure,0.004349927,K23125,LIWC
K23128,Leisure,0.001646748,K23128,LIWC
K23129,Leisure,0.001960964,K23129,LIWC
K23133,Leisure,0.001921704,K23133,LIWC
K23134,Leisure,0,K23134,LIWC
K23139,Leisure,1.32E-06,K23139,LIWC
K23145,Leisure,0.002356156,K23145,LIWC
K23148,Leisure,0.001196776,K23148,LIWC
K23150,Leisure,0.0027008,K23150,LIWC
K23151,Leisure,0.001855538,K23151,LIWC
K23153,Leisure,0.004884796,K23153,LIWC
K23155,Leisure,1.29E-23,K23155,LIWC
K23156,Leisure,0.006645818,K23156,LIWC
K23503,Leisure,0.004443693,K23503,LIWC
K23507,Leisure,0.000606082,K23507,LIWC
K23508,Leisure,0.007011464,K23508,LIWC
K23509,Leisure,0.001463515,K23509,LIWC
K23510,Leisure,0.001169227,K23510,LIWC
K23521,Leisure,0.006432076,K23521,LIWC
K23526,Leisure,0.013212294,K23526,LIWC
K23529,Leisure,0.000760222,K23529,LIWC
K23531,Leisure,0,K23531,LIWC
K23532,Leisure,0.003164966,K23532,LIWC
K23533,Leisure,0.005439056,K23533,LIWC
K23537,Leisure,0.000992877,K23537,LIWC
K23541,Leisure,0.0010846,K23541,LIWC
K23548,Leisure,0.01103781,K23548,LIWC
K23551,Leisure,0.006023031,K23551,LIWC
K23552,Leisure,0.002149942,K23552,LIWC
K23555,Leisure,0.002428519,K23555,LIWC
K23556,Leisure,0.002219099,K23556,LIWC
K23557,Leisure,0.003058539,K23557,LIWC
K23559,Leisure,0.002067755,K23559,LIWC
K23563,Leisure,0.01140095,K23563,LIWC
K23565,Leisure,0.004141518,K23565,LIWC
KTGF118,Leisure,0.001734054,KTGF118,LIWC
KTGF122,Leisure,0.008350371,KTGF122,LIWC
KTGF124,Leisure,0.005707391,KTGF124,LIWC
KTGF129,Leisure,0.004517829,KTGF129,LIWC
KTGF130,Leisure,0.002042806,KTGF130,LIWC
KTGF136,Leisure,0.014102244,KTGF136,LIWC
KTGF138,Leisure,0.000635098,KTGF138,LIWC
KTGF142,Leisure,0.000883152,KTGF142,LIWC
KTGF143,Leisure,0.008829444,KTGF143,LIWC
KTGF146,Leisure,0.010556879,KTGF146,LIWC
KTGF156,Leisure,2.50E-06,KTGF156,LIWC
KTGF157,Leisure,0.000627925,KTGF157,LIWC
KTGF158,Leisure,7.37E-22,KTGF158,LIWC
KTGF527,Leisure,0.003026151,KTGF527,LIWC
KTGF528,Leisure,0.049781214,KTGF528,LIWC
KTGF533,Leisure,0.004314009,KTGF533,LIWC
KTGF540,Leisure,0.001168889,KTGF540,LIWC
KTGF544,Leisure,0.001875257,KTGF544,LIWC
KTGF545,Leisure,0.003470025,KTGF545,LIWC
KTGF549,Leisure,0.003421185,KTGF549,LIWC
KTGF553,Leisure,0.003668559,KTGF553,LIWC
KTGF556,Leisure,0.00102725,KTGF556,LIWC
KTGF561,Leisure,0.001626667,KTGF561,LIWC
KTGF565,Leisure,0.011213652,KTGF565,LIWC
KTGF572,Leisure,0.015583361,KTGF572,LIWC
K23101,Lifestyle,0.005248889,K23101,LIWC
K23106,Lifestyle,2.01E-21,K23106,LIWC
K23107,Lifestyle,0.002921793,K23107,LIWC
K23109,Lifestyle,0.003147311,K23109,LIWC
K23114,Lifestyle,0.00798436,K23114,LIWC
K23115,Lifestyle,0.005487781,K23115,LIWC
K23117,Lifestyle,0.016816737,K23117,LIWC
K23120,Lifestyle,0.003294171,K23120,LIWC
K23121,Lifestyle,0.002122617,K23121,LIWC
K23125,Lifestyle,0.00245716,K23125,LIWC
K23126,Lifestyle,0.0153341,K23126,LIWC
K23128,Lifestyle,0.004587398,K23128,LIWC
K23129,Lifestyle,0.003554236,K23129,LIWC
K23131,Lifestyle,0.002506207,K23131,LIWC
K23133,Lifestyle,0.001574602,K23133,LIWC
K23134,Lifestyle,0.002613659,K23134,LIWC
K23139,Lifestyle,0.000425455,K23139,LIWC
K23144,Lifestyle,0.001982879,K23144,LIWC
K23145,Lifestyle,0.009056389,K23145,LIWC
K23148,Lifestyle,0.001363479,K23148,LIWC
K23150,Lifestyle,0.009186144,K23150,LIWC
K23151,Lifestyle,0.003303521,K23151,LIWC
K23153,Lifestyle,0.0074415,K23153,LIWC
K23155,Lifestyle,0.002654605,K23155,LIWC
K23156,Lifestyle,0.021784076,K23156,LIWC
K23502,Lifestyle,0.000997333,K23502,LIWC
K23503,Lifestyle,0.005864593,K23503,LIWC
K23507,Lifestyle,0.002145105,K23507,LIWC
K23508,Lifestyle,0.010229233,K23508,LIWC
K23509,Lifestyle,0.002753682,K23509,LIWC
K23510,Lifestyle,0.003624053,K23510,LIWC
K23517,Lifestyle,0.008370703,K23517,LIWC
K23521,Lifestyle,0.013553918,K23521,LIWC
K23526,Lifestyle,0.012927135,K23526,LIWC
K23529,Lifestyle,0.002274083,K23529,LIWC
K23531,Lifestyle,0.005244688,K23531,LIWC
K23532,Lifestyle,0.004856253,K23532,LIWC
K23533,Lifestyle,0.006039848,K23533,LIWC
K23537,Lifestyle,0.002178551,K23537,LIWC
K23540,Lifestyle,0.002896654,K23540,LIWC
K23541,Lifestyle,0.00514108,K23541,LIWC
K23548,Lifestyle,0.023686085,K23548,LIWC
K23551,Lifestyle,0.007493096,K23551,LIWC
K23552,Lifestyle,0.006647758,K23552,LIWC
K23555,Lifestyle,0.00286055,K23555,LIWC
K23556,Lifestyle,0.007762667,K23556,LIWC
K23557,Lifestyle,0.004800765,K23557,LIWC
K23559,Lifestyle,0.015505408,K23559,LIWC
K23563,Lifestyle,0.006151941,K23563,LIWC
K23565,Lifestyle,0.007357221,K23565,LIWC
KTFG534,Lifestyle,0.005015994,KTFG534,LIWC
KTGF118,Lifestyle,0.000967405,KTGF118,LIWC
KTGF120,Lifestyle,0.003059717,KTGF120,LIWC
KTGF122,Lifestyle,0.002622886,KTGF122,LIWC
KTGF124,Lifestyle,0.00623916,KTGF124,LIWC
KTGF126,Lifestyle,0.005252139,KTGF126,LIWC
KTGF129,Lifestyle,0.01977078,KTGF129,LIWC
KTGF130,Lifestyle,0.012883435,KTGF130,LIWC
KTGF136,Lifestyle,0.027450544,KTGF136,LIWC
KTGF138,Lifestyle,0.002879434,KTGF138,LIWC
KTGF142,Lifestyle,0.001758465,KTGF142,LIWC
KTGF143,Lifestyle,0,KTGF143,LIWC
KTGF146,Lifestyle,0.00752802,KTGF146,LIWC
KTGF147,Lifestyle,0.000538219,KTGF147,LIWC
KTGF150,Lifestyle,0.008697592,KTGF150,LIWC
KTGF154,Lifestyle,0.001815122,KTGF154,LIWC
KTGF156,Lifestyle,7.96E-05,KTGF156,LIWC
KTGF157,Lifestyle,0.004676068,KTGF157,LIWC
KTGF158,Lifestyle,3.10E-05,KTGF158,LIWC
KTGF527,Lifestyle,0.008384984,KTGF527,LIWC
KTGF528,Lifestyle,0.004731812,KTGF528,LIWC
KTGF533,Lifestyle,0.003690294,KTGF533,LIWC
KTGF540,Lifestyle,0.000791944,KTGF540,LIWC
KTGF544,Lifestyle,0.001961194,KTGF544,LIWC
KTGF545,Lifestyle,0.003284192,KTGF545,LIWC
KTGF549,Lifestyle,0.007173296,KTGF549,LIWC
KTGF550,Lifestyle,0.008486776,KTGF550,LIWC
KTGF553,Lifestyle,0.003084875,KTGF553,LIWC
KTGF556,Lifestyle,0.001796688,KTGF556,LIWC
KTGF557,Lifestyle,0.007257281,KTGF557,LIWC
KTGF561,Lifestyle,0.001035465,KTGF561,LIWC
KTGF562,Lifestyle,0.005284937,KTGF562,LIWC
KTGF565,Lifestyle,0.003958261,KTGF565,LIWC
KTGF570,Lifestyle,0.006525597,KTGF570,LIWC
KTGF572,Lifestyle,0.006877031,KTGF572,LIWC
K23101,Linguistic,0.005146795,K23101,LIWC
K23106,Linguistic,0.000816923,K23106,LIWC
K23107,Linguistic,0.004748471,K23107,LIWC
K23109,Linguistic,0.00235763,K23109,LIWC
K23114,Linguistic,0.010056342,K23114,LIWC
K23115,Linguistic,0.006937831,K23115,LIWC
K23117,Linguistic,0.018907479,K23117,LIWC
K23120,Linguistic,0.002449171,K23120,LIWC
K23121,Linguistic,0.001350815,K23121,LIWC
K23125,Linguistic,0.007895507,K23125,LIWC
K23126,Linguistic,0.024539982,K23126,LIWC
K23128,Linguistic,0.009254625,K23128,LIWC
K23129,Linguistic,0.006641549,K23129,LIWC
K23131,Linguistic,0.003311441,K23131,LIWC
K23133,Linguistic,0.004194019,K23133,LIWC
K23134,Linguistic,0.013294992,K23134,LIWC
K23139,Linguistic,0.000166281,K23139,LIWC
K23144,Linguistic,0.002109073,K23144,LIWC
K23145,Linguistic,0.004487844,K23145,LIWC
K23148,Linguistic,0.001464897,K23148,LIWC
K23150,Linguistic,0.007442589,K23150,LIWC
K23151,Linguistic,0.006998598,K23151,LIWC
K23153,Linguistic,0.008825362,K23153,LIWC
K23155,Linguistic,0.001482016,K23155,LIWC
K23156,Linguistic,0.002105424,K23156,LIWC
K23502,Linguistic,0.003529218,K23502,LIWC
K23503,Linguistic,0.00640259,K23503,LIWC
K23507,Linguistic,0.00965589,K23507,LIWC
K23508,Linguistic,0.007870583,K23508,LIWC
K23509,Linguistic,0.00253678,K23509,LIWC
K23510,Linguistic,0.00371684,K23510,LIWC
K23517,Linguistic,0.010524461,K23517,LIWC
K23521,Linguistic,0.009078599,K23521,LIWC
K23526,Linguistic,0.0158805,K23526,LIWC
K23529,Linguistic,0.006988292,K23529,LIWC
K23531,Linguistic,0.000251613,K23531,LIWC
K23532,Linguistic,0.002934759,K23532,LIWC
K23533,Linguistic,0.013079469,K23533,LIWC
K23537,Linguistic,0.003099413,K23537,LIWC
K23540,Linguistic,0.003411961,K23540,LIWC
K23541,Linguistic,0.005137533,K23541,LIWC
K23548,Linguistic,0.009045132,K23548,LIWC
K23551,Linguistic,0.009237766,K23551,LIWC
K23552,Linguistic,0.004821797,K23552,LIWC
K23555,Linguistic,0.003458804,K23555,LIWC
K23556,Linguistic,0.006060556,K23556,LIWC
K23557,Linguistic,0.003963706,K23557,LIWC
K23559,Linguistic,0.004976347,K23559,LIWC
K23563,Linguistic,0.0178256,K23563,LIWC
K23565,Linguistic,0.009041931,K23565,LIWC
KTFG534,Linguistic,0.026324817,KTFG534,LIWC
KTGF118,Linguistic,0.000777216,KTGF118,LIWC
KTGF120,Linguistic,0.00312147,KTGF120,LIWC
KTGF122,Linguistic,0.005219765,KTGF122,LIWC
KTGF124,Linguistic,0.011625553,KTGF124,LIWC
KTGF126,Linguistic,0.007168535,KTGF126,LIWC
KTGF129,Linguistic,0.009818913,KTGF129,LIWC
KTGF130,Linguistic,0.020535231,KTGF130,LIWC
KTGF136,Linguistic,0.029652372,KTGF136,LIWC
KTGF138,Linguistic,0.005044706,KTGF138,LIWC
KTGF142,Linguistic,0.002068384,KTGF142,LIWC
KTGF143,Linguistic,0,KTGF143,LIWC
KTGF146,Linguistic,0.003568945,KTGF146,LIWC
KTGF147,Linguistic,0.003727026,KTGF147,LIWC
KTGF150,Linguistic,0.005770083,KTGF150,LIWC
KTGF154,Linguistic,0.007580784,KTGF154,LIWC
KTGF156,Linguistic,8.37E-05,KTGF156,LIWC
KTGF157,Linguistic,0.002600347,KTGF157,LIWC
KTGF158,Linguistic,0.022073239,KTGF158,LIWC
KTGF527,Linguistic,0.012471833,KTGF527,LIWC
KTGF528,Linguistic,0.013032342,KTGF528,LIWC
KTGF533,Linguistic,0.007746944,KTGF533,LIWC
KTGF540,Linguistic,0.001973333,KTGF540,LIWC
KTGF544,Linguistic,0.003699139,KTGF544,LIWC
KTGF545,Linguistic,0.0026982,KTGF545,LIWC
KTGF549,Linguistic,0.00472713,KTGF549,LIWC
KTGF550,Linguistic,0.009730347,KTGF550,LIWC
KTGF553,Linguistic,0.003151147,KTGF553,LIWC
KTGF556,Linguistic,0.002769438,KTGF556,LIWC
KTGF557,Linguistic,0.002804035,KTGF557,LIWC
KTGF561,Linguistic,0.00476354,KTGF561,LIWC
KTGF562,Linguistic,0.00871633,KTGF562,LIWC
KTGF565,Linguistic,0.011152986,KTGF565,LIWC
KTGF570,Linguistic,0.009126875,KTGF570,LIWC
KTGF572,Linguistic,0.00638579,KTGF572,LIWC
K23101,Motion,0.003733214,K23101,LIWC
K23106,Motion,0.011786154,K23106,LIWC
K23107,Motion,0.003933368,K23107,LIWC
K23109,Motion,0.00231447,K23109,LIWC
K23115,Motion,0.005966945,K23115,LIWC
K23121,Motion,0.003352556,K23121,LIWC
K23125,Motion,0.003832995,K23125,LIWC
K23126,Motion,0.003842658,K23126,LIWC
K23128,Motion,0.003310797,K23128,LIWC
K23129,Motion,0.003376677,K23129,LIWC
K23131,Motion,0.000565977,K23131,LIWC
K23133,Motion,0.001404157,K23133,LIWC
K23134,Motion,2.34E-05,K23134,LIWC
K23144,Motion,0.000497424,K23144,LIWC
K23145,Motion,0.003649811,K23145,LIWC
K23148,Motion,0.003128012,K23148,LIWC
K23150,Motion,0.006403908,K23150,LIWC
K23151,Motion,0.002732821,K23151,LIWC
K23156,Motion,0.001860091,K23156,LIWC
K23502,Motion,0.002118667,K23502,LIWC
K23503,Motion,0.006778932,K23503,LIWC
K23508,Motion,0.002204631,K23508,LIWC
K23510,Motion,0.00159186,K23510,LIWC
K23521,Motion,0.007228145,K23521,LIWC
K23526,Motion,0.001777976,K23526,LIWC
K23529,Motion,0.002433042,K23529,LIWC
K23531,Motion,5.60E-22,K23531,LIWC
K23532,Motion,0.00671869,K23532,LIWC
K23533,Motion,0.007110778,K23533,LIWC
K23537,Motion,0.001933906,K23537,LIWC
K23541,Motion,0.00161808,K23541,LIWC
K23548,Motion,0.002664646,K23548,LIWC
K23551,Motion,0.002497953,K23551,LIWC
K23552,Motion,0.002871507,K23552,LIWC
K23555,Motion,0.002656328,K23555,LIWC
K23556,Motion,0.01325445,K23556,LIWC
K23557,Motion,0.003120529,K23557,LIWC
K23565,Motion,0.011803174,K23565,LIWC
KTFG534,Motion,0.006306871,KTFG534,LIWC
KTGF118,Motion,0.00059755,KTGF118,LIWC
KTGF120,Motion,0.001138137,KTGF120,LIWC
KTGF122,Motion,0.000867538,KTGF122,LIWC
KTGF124,Motion,0.002306851,KTGF124,LIWC
KTGF126,Motion,0.002362403,KTGF126,LIWC
KTGF129,Motion,0.015152139,KTGF129,LIWC
KTGF130,Motion,0.002598324,KTGF130,LIWC
KTGF136,Motion,0.013133034,KTGF136,LIWC
KTGF138,Motion,0.001804745,KTGF138,LIWC
KTGF142,Motion,0.001435556,KTGF142,LIWC
KTGF143,Motion,8.33E-06,KTGF143,LIWC
KTGF147,Motion,0.000730684,KTGF147,LIWC
KTGF150,Motion,0.002950214,KTGF150,LIWC
KTGF156,Motion,0.001295833,KTGF156,LIWC
KTGF158,Motion,6.72E-21,KTGF158,LIWC
KTGF527,Motion,0.018285405,KTGF527,LIWC
KTGF528,Motion,0.003145692,KTGF528,LIWC
KTGF533,Motion,0.002880926,KTGF533,LIWC
KTGF540,Motion,0.009024444,KTGF540,LIWC
KTGF544,Motion,0.006413354,KTGF544,LIWC
KTGF545,Motion,0.003972725,KTGF545,LIWC
KTGF549,Motion,0.00500037,KTGF549,LIWC
KTGF553,Motion,0.007038351,KTGF553,LIWC
KTGF556,Motion,0.001843063,KTGF556,LIWC
KTGF557,Motion,0.003787658,KTGF557,LIWC
KTGF561,Motion,0.000487364,KTGF561,LIWC
KTGF565,Motion,0.005919551,KTGF565,LIWC
KTGF570,Motion,0.001563218,KTGF570,LIWC
KTGF572,Motion,0.001384813,KTGF572,LIWC
K23101,NA GPT,0.002671436,K23101,GPT
K23106,NA GPT,0.007345385,K23106,GPT
K23107,NA GPT,0.00759154,K23107,GPT
K23109,NA GPT,0.009747538,K23109,GPT
K23114,NA GPT,0.008132685,K23114,GPT
K23115,NA GPT,0.003206189,K23115,GPT
K23117,NA GPT,0.013966574,K23117,GPT
K23120,NA GPT,0.00229753,K23120,GPT
K23121,NA GPT,0.004896691,K23121,GPT
K23125,NA GPT,0.006956612,K23125,GPT
K23126,NA GPT,0.057168347,K23126,GPT
K23128,NA GPT,0.006368325,K23128,GPT
K23129,NA GPT,0.003179087,K23129,GPT
K23131,NA GPT,0.000188506,K23131,GPT
K23133,NA GPT,0.006849917,K23133,GPT
K23134,NA GPT,0.000361951,K23134,GPT
K23139,NA GPT,5.49E-05,K23139,GPT
K23144,NA GPT,0.001441554,K23144,GPT
K23145,NA GPT,0.006432686,K23145,GPT
K23148,NA GPT,0.002678255,K23148,GPT
K23150,NA GPT,0.011992482,K23150,GPT
K23151,NA GPT,0.010637949,K23151,GPT
K23153,NA GPT,0.008080435,K23153,GPT
K23155,NA GPT,0.00180062,K23155,GPT
K23156,NA GPT,0.0007085,K23156,GPT
K23502,NA GPT,0.064545271,K23502,GPT
K23503,NA GPT,0.007359001,K23503,GPT
K23507,NA GPT,0.001025315,K23507,GPT
K23508,NA GPT,0.009762238,K23508,GPT
K23509,NA GPT,0.055460826,K23509,GPT
K23510,NA GPT,0.021582787,K23510,GPT
K23517,NA GPT,0.011862328,K23517,GPT
K23521,NA GPT,0.019096,K23521,GPT
K23526,NA GPT,0.070443944,K23526,GPT
K23529,NA GPT,0.003144833,K23529,GPT
K23531,NA GPT,0.005140538,K23531,GPT
K23532,NA GPT,0.000997149,K23532,GPT
K23533,NA GPT,0.004747259,K23533,GPT
K23537,NA GPT,0.006601858,K23537,GPT
K23540,NA GPT,0.019224,K23540,GPT
K23541,NA GPT,0.01577812,K23541,GPT
K23548,NA GPT,0.006103714,K23548,GPT
K23551,NA GPT,0.013486741,K23551,GPT
K23552,NA GPT,0.002047188,K23552,GPT
K23555,NA GPT,0.004820265,K23555,GPT
K23556,NA GPT,0.007890505,K23556,GPT
K23557,NA GPT,0.004818686,K23557,GPT
K23559,NA GPT,0.025189,K23559,GPT
K23563,NA GPT,0.00638896,K23563,GPT
K23565,NA GPT,0.006136136,K23565,GPT
KTFG534,NA GPT,0.008711201,KTFG534,GPT
KTGF118,NA GPT,0.002606613,KTGF118,GPT
KTGF120,NA GPT,0.001580511,KTGF120,GPT
KTGF122,NA GPT,0.031677083,KTGF122,GPT
KTGF124,NA GPT,0.002935911,KTGF124,GPT
KTGF126,NA GPT,0.003855311,KTGF126,GPT
KTGF129,NA GPT,0.019197964,KTGF129,GPT
KTGF130,NA GPT,0.008433509,KTGF130,GPT
KTGF136,NA GPT,0.0180422,KTGF136,GPT
KTGF138,NA GPT,0.001621627,KTGF138,GPT
KTGF142,NA GPT,0.001365495,KTGF142,GPT
KTGF143,NA GPT,0.001831111,KTGF143,GPT
KTGF146,NA GPT,0.006103456,KTGF146,GPT
KTGF147,NA GPT,0.02752493,KTGF147,GPT
KTGF150,NA GPT,0.001034679,KTGF150,GPT
KTGF154,NA GPT,0.001837145,KTGF154,GPT
KTGF156,NA GPT,0.000987944,KTGF156,GPT
KTGF157,NA GPT,0.002818408,KTGF157,GPT
KTGF158,NA GPT,1.40E-21,KTGF158,GPT
KTGF527,NA GPT,0.013854244,KTGF527,GPT
KTGF528,NA GPT,0.018199145,KTGF528,GPT
KTGF533,NA GPT,0.009016589,KTGF533,GPT
KTGF540,NA GPT,0.000902222,KTGF540,GPT
KTGF544,NA GPT,0.010410125,KTGF544,GPT
KTGF545,NA GPT,0.008367258,KTGF545,GPT
KTGF549,NA GPT,0.004000185,KTGF549,GPT
KTGF550,NA GPT,0.015553949,KTGF550,GPT
KTGF553,NA GPT,0.008616552,KTGF553,GPT
KTGF556,NA GPT,0.020007667,KTGF556,GPT
KTGF557,NA GPT,0.007067772,KTGF557,GPT
KTGF561,NA GPT,0.00081429,KTGF561,GPT
KTGF562,NA GPT,0.014472698,KTGF562,GPT
KTGF565,NA GPT,0.00407195,KTGF565,GPT
KTGF570,NA GPT,0.001502258,KTGF570,GPT
KTGF572,NA GPT,0.007453297,KTGF572,GPT
K23101,NA VADER,0.002909957,K23101,VADER
K23106,NA VADER,0.000110769,K23106,VADER
K23107,NA VADER,0.002922632,K23107,VADER
K23109,NA VADER,0.001626363,K23109,VADER
K23115,NA VADER,0.001823055,K23115,VADER
K23121,NA VADER,0.001760432,K23121,VADER
K23125,NA VADER,0.004297781,K23125,VADER
K23126,NA VADER,0.004224712,K23126,VADER
K23128,NA VADER,0.011444516,K23128,VADER
K23129,NA VADER,0.002082564,K23129,VADER
K23131,NA VADER,0.000142437,K23131,VADER
K23133,NA VADER,0.001402269,K23133,VADER
K23134,NA VADER,0,K23134,VADER
K23144,NA VADER,0.003317579,K23144,VADER
K23145,NA VADER,0.004662044,K23145,VADER
K23148,NA VADER,0.001070667,K23148,VADER
K23150,NA VADER,0.001886708,K23150,VADER
K23151,NA VADER,0.001360632,K23151,VADER
K23153,NA VADER,0.005812676,K23153,VADER
K23502,NA VADER,0.00318352,K23502,VADER
K23503,NA VADER,0.003852917,K23503,VADER
K23507,NA VADER,0.002707991,K23507,VADER
K23508,NA VADER,0.007293024,K23508,VADER
K23509,NA VADER,0.034247326,K23509,VADER
K23510,NA VADER,0.015484433,K23510,VADER
K23517,NA VADER,0.005876833,K23517,VADER
K23521,NA VADER,0.013447234,K23521,VADER
K23526,NA VADER,0.017974738,K23526,VADER
K23529,NA VADER,0.003588042,K23529,VADER
K23531,NA VADER,0.00099871,K23531,VADER
K23532,NA VADER,0.000949402,K23532,VADER
K23537,NA VADER,0.012168399,K23537,VADER
K23540,NA VADER,0.04566268,K23540,VADER
K23541,NA VADER,0.0054106,K23541,VADER
K23548,NA VADER,0.007609926,K23548,VADER
K23552,NA VADER,0.003060232,K23552,VADER
K23555,NA VADER,0.001448074,K23555,VADER
K23556,NA VADER,0.008619933,K23556,VADER
K23557,NA VADER,0.008360822,K23557,VADER
K23559,NA VADER,0.001198946,K23559,VADER
K23563,NA VADER,0.013842954,K23563,VADER
K23565,NA VADER,0.003545113,K23565,VADER
KTFG534,NA VADER,0.006304739,KTFG534,VADER
KTGF118,NA VADER,0.001279099,KTGF118,VADER
KTGF120,NA VADER,0.004044283,KTGF120,VADER
KTGF122,NA VADER,0.01579622,KTGF122,VADER
KTGF124,NA VADER,0.002036542,KTGF124,VADER
KTGF130,NA VADER,0.003361935,KTGF130,VADER
KTGF138,NA VADER,0.002925078,KTGF138,VADER
KTGF142,NA VADER,0.000397818,KTGF142,VADER
KTGF143,NA VADER,5.56E-07,KTGF143,VADER
KTGF147,NA VADER,0.000424947,KTGF147,VADER
KTGF154,NA VADER,0.002941835,KTGF154,VADER
KTGF156,NA VADER,0.000687882,KTGF156,VADER
KTGF158,NA VADER,0,KTGF158,VADER
KTGF527,NA VADER,0.013549103,KTGF527,VADER
KTGF528,NA VADER,0.004071282,KTGF528,VADER
KTGF533,NA VADER,0.002842874,KTGF533,VADER
KTGF540,NA VADER,0.001894444,KTGF540,VADER
KTGF544,NA VADER,0.002962347,KTGF544,VADER
KTGF545,NA VADER,0.001113892,KTGF545,VADER
KTGF549,NA VADER,0.001465714,KTGF549,VADER
KTGF550,NA VADER,0.006325631,KTGF550,VADER
KTGF553,NA VADER,0.00966438,KTGF553,VADER
KTGF556,NA VADER,0.019592688,KTGF556,VADER
KTGF557,NA VADER,0.0018525,KTGF557,VADER
KTGF561,NA VADER,0.000362045,KTGF561,VADER
KTGF562,NA VADER,0.012938648,KTGF562,VADER
KTGF565,NA VADER,0.005528635,KTGF565,VADER
KTGF572,NA VADER,0.019469721,KTGF572,VADER
K23101,Negations ,0.003305051,K23101,LIWC
K23106,Negations ,0.001043077,K23106,LIWC
K23114,Negations ,0.017196234,K23114,LIWC
K23125,Negations ,0.000966018,K23125,LIWC
K23126,Negations ,0.00190716,K23126,LIWC
K23128,Negations ,0.001814358,K23128,LIWC
K23133,Negations ,0.001617093,K23133,LIWC
K23134,Negations ,0.000158049,K23134,LIWC
K23139,Negations ,0.001015736,K23139,LIWC
K23145,Negations ,0.002691889,K23145,LIWC
K23151,Negations ,0.00636347,K23151,LIWC
K23153,Negations ,0.00798613,K23153,LIWC
K23155,Negations ,0.001149519,K23155,LIWC
K23502,Negations ,0.000517938,K23502,LIWC
K23509,Negations ,0.007723008,K23509,LIWC
K23510,Negations ,0.002967013,K23510,LIWC
K23517,Negations ,0.007500374,K23517,LIWC
