"X","Variable","Importance","Participant","NLP"
"K23101.1","Time",0.00602446153846154,"K23101","Time"
"K23101.2","Word Count",0.00311369230769231,"K23101","Text leangth"
"K23101.3","Analytic",0.00302939316239316,"K23101","LIWC"
"K23101.4","Clout",0.0059191452991453,"K23101","LIWC"
"K23101.5","Authentic",0.00258242735042735,"K23101","LIWC"
"K23101.6","WordPerSentence",0.0035474188034188,"K23101","Text leangth"
"K23101.7","BigWords",0.00242124786324786,"K23101","LIWC"
"K23101.8","Dictionary",0.00240705128205128,"K23101","LIWC"
"K23101.9","Linguistic",0.00407505982905983,"K23101","LIWC"
"K23101.10","Function",0.00543587179487179,"K23101","LIWC"
"K23101.11","Pronoun",0.00201476923076923,"K23101","LIWC"
"K23101.12","Personal pronouns",0.00241876068376069,"K23101","LIWC"
"K23101.13","i",0.00405249572649573,"K23101","LIWC"
"K23101.14","Determiners",0.00331574358974359,"K23101","LIWC"
"K23101.15","Article",0.00504031623931624,"K23101","LIWC"
"K23101.16","Preposition",0.00478798290598291,"K23101","LIWC"
"K23101.17","Auxiliary verbs",0.00252138461538462,"K23101","LIWC"
"K23101.18","Adverbs",0.00265511111111111,"K23101","LIWC"
"K23101.19","Negations",0.00224935042735043,"K23101","LIWC"
"K23101.20","Verb",0.00183835897435898,"K23101","LIWC"
"K23101.21","Adjectives",0.000985239316239316,"K23101","LIWC"
"K23101.22","Quantity",0.00093708547008547,"K23101","LIWC"
"K23101.23","Drives",0.00219825641025641,"K23101","LIWC"
"K23101.24","Affiliation",0.00502494017094017,"K23101","LIWC"
"K23101.25","Achieve",0.00278386324786325,"K23101","LIWC"
"K23101.26","Cognition",0.00123086324786325,"K23101","LIWC"
"K23101.27","Cognitive processes",0.00139294017094017,"K23101","LIWC"
"K23101.28","Insight",0.000725025641025641,"K23101","LIWC"
"K23101.29","Differentiation",0.000659649572649573,"K23101","LIWC"
"K23101.30","Affect",0.00138939316239316,"K23101","LIWC"
"K23101.31","Positive tone",0.00140830769230769,"K23101","LIWC"
"K23101.32","Negative tone",0.000805700854700855,"K23101","LIWC"
"K23101.33","Emotion",0.00110238461538462,"K23101","LIWC"
"K23101.34","Social",0.00499299145299145,"K23101","LIWC"
"K23101.35","Socbehav",0.000637247863247864,"K23101","LIWC"
"K23101.36","Social referents",0.00447858974358974,"K23101","LIWC"
"K23101.37","Friend",0.00821605982905983,"K23101","LIWC"
"K23101.38","Lifestyle",0.00164415384615385,"K23101","LIWC"
"K23101.39","Leisure",0.000906273504273505,"K23101","LIWC"
"K23101.40","Work",0.00249867521367521,"K23101","LIWC"
"K23101.41","Physical",0.0052460170940171,"K23101","LIWC"
"K23101.42","Food",0.00145451282051282,"K23101","LIWC"
"K23101.43","Acquire",0.00104203418803419,"K23101","LIWC"
"K23101.44","Allure",0.00250932478632479,"K23101","LIWC"
"K23101.45","Perception",0.00464650427350427,"K23101","LIWC"
"K23101.46","Motion",0.00306062393162393,"K23101","LIWC"
"K23101.47","Space",0.00666908547008547,"K23101","LIWC"
"K23101.48","Time LIWC",0.00241530769230769,"K23101","LIWC"
"K23101.49","FocusPast",0.00163936752136752,"K23101","LIWC"
"K23101.50","FocusPresent",0.00261299145299145,"K23101","LIWC"
"K23101.51","FocusFuture",0.00169545299145299,"K23101","LIWC"
"K23101.52","AllPunc",0.00147831623931624,"K23101","LIWC"
"K23101.53","Apostrophes",0.000888461538461538,"K23101","LIWC"
"K23101.54","Compound",0.00522129914529915,"K23101","LIWC"
"K23101.55","PA VADER",0.00565820512820513,"K23101","Vader"
"K23101.56","Neutral VADER",0.00510289743589744,"K23101","LIWC"
"K23101.57","NA VADER",0.00227660683760684,"K23101","Vader"
"K23101.58","ThoughtLength",0.0013342905982906,"K23101","LIWC"
"K23101.59","StressLength",0.00921032478632479,"K23101","Text leangth"
"K23101.60","EnjoyLength",0.00416242735042735,"K23101","Text leangth"
"K23101.61","Topic_t1",0.00126919658119658,"K23101","LDA"
"K23101.62","Topic_t2",0.00220168376068376,"K23101","LDA"
"K23101.63","Topic_t3",0.00157757264957265,"K23101","LDA"
"K23101.64","Topic_t4",0.00381034188034188,"K23101","LDA"
"K23101.65","Topic_t5",0.00236336752136752,"K23101","LDA"
"K23101.66","Topic_t6",0.00400835897435897,"K23101","LDA"
"K23101.67","Happy GPT",0.00275552136752137,"K23101","GPT"
"K23101.68","Sad GPT",0.00338890598290598,"K23101","GPT"
"K23101.69","Nervous GPT",0.00217663247863248,"K23101","GPT"
"K23101.70","Interested GPT",0.00206088034188034,"K23101","GPT"
"K23101.71","Angry GPT",0.00446122222222222,"K23101","GPT"
"K23101.72","Excited GPT",0.00494730769230769,"K23101","GPT"
"K23101.73","Bored GPT",0.00322108547008547,"K23101","GPT"
"K23101.74","NA GPT",0.00391670085470086,"K23101","GPT"
"K23101.75","PA GPT",0.00426030769230769,"K23101","GPT"
"K23106.1","Time",0.0111527948717949,"K23106","Time"
"K23106.2","Word Count",0.00732629487179487,"K23106","Text leangth"
"K23106.3","Analytic",0.00399524358974359,"K23106","LIWC"
"K23106.4","Clout",0.00876971911421911,"K23106","LIWC"
"K23106.5","Authentic",0.00492244638694639,"K23106","LIWC"
"K23106.6","WordPerSentence",0.00538783333333334,"K23106","Text leangth"
"K23106.7","BigWords",0.00562237179487179,"K23106","LIWC"
"K23106.8","Dictionary",0.00767215384615385,"K23106","LIWC"
"K23106.9","Linguistic",0.00594280769230769,"K23106","LIWC"
"K23106.10","Function",0.00625241025641025,"K23106","LIWC"
"K23106.11","Pronoun",0.00585232051282051,"K23106","LIWC"
"K23106.12","Personal pronouns",0.00322251282051282,"K23106","LIWC"
"K23106.13","i",0.00399173717948718,"K23106","LIWC"
"K23106.14","Impersonal pronouns",0.00420905128205128,"K23106","LIWC"
"K23106.15","Determiners",0.00394355128205128,"K23106","LIWC"
"K23106.16","Article",0.0197461025641026,"K23106","LIWC"
"K23106.17","Preposition",0.00581216666666667,"K23106","LIWC"
"K23106.18","Auxiliary verbs",0.0045625,"K23106","LIWC"
"K23106.19","Adverbs",0.00261482051282051,"K23106","LIWC"
"K23106.20","Negations",0.0061905641025641,"K23106","LIWC"
"K23106.21","Verb",0.00735176923076923,"K23106","LIWC"
"K23106.22","Adjectives",0.0088335600539811,"K23106","LIWC"
"K23106.23","Quantity",0.00539626923076923,"K23106","LIWC"
"K23106.24","Drives",0.00275954761904762,"K23106","LIWC"
"K23106.25","Affiliation",0.000913782051282051,"K23106","LIWC"
"K23106.26","Achieve",0.00108985897435897,"K23106","LIWC"
"K23106.27","Cognition",0.012144217948718,"K23106","LIWC"
"K23106.28","Allnone",0.00316483333333333,"K23106","LIWC"
"K23106.29","Cognitive processes",0.0118000256410256,"K23106","LIWC"
"K23106.30","Insight",0.0203712564102564,"K23106","LIWC"
"K23106.31","Cause",0.0139983974358974,"K23106","LIWC"
"K23106.32","Tentative",0.001768,"K23106","LIWC"
"K23106.33","Differentiation",0.00338739743589743,"K23106","LIWC"
"K23106.34","Affect",0.00170764102564102,"K23106","LIWC"
"K23106.35","Positive tone",0.000786179487179487,"K23106","LIWC"
"K23106.36","Negative tone",0.00325533333333333,"K23106","LIWC"
"K23106.37","Social",0.00264567948717949,"K23106","LIWC"
"K23106.38","Socbehav",0.00330564102564103,"K23106","LIWC"
"K23106.39","Communication",0.00376794871794872,"K23106","LIWC"
"K23106.40","Social referents",0.00504157692307692,"K23106","LIWC"
"K23106.41","Friend",0.00497246153846154,"K23106","LIWC"
"K23106.42","Culture",0.00260252564102564,"K23106","LIWC"
"K23106.43","Lifestyle",0.00882246153846153,"K23106","LIWC"
"K23106.44","Leisure",0.00107261538461538,"K23106","LIWC"
"K23106.45","Work",0.0021681282051282,"K23106","LIWC"
"K23106.46","Physical",0.00622592307692307,"K23106","LIWC"
"K23106.47","Food",0.00230317948717949,"K23106","LIWC"
"K23106.48","Acquire",0.00249007692307692,"K23106","LIWC"
"K23106.49","Allure",0.00431278205128205,"K23106","LIWC"
"K23106.50","Perception",0.00490099816849817,"K23106","LIWC"
"K23106.51","Motion",0.0016054358974359,"K23106","LIWC"
"K23106.52","Space",0.0034869358974359,"K23106","LIWC"
"K23106.53","Visual",0.00406448717948718,"K23106","LIWC"
"K23106.54","Time LIWC",0.00395044871794872,"K23106","LIWC"
"K23106.55","FocusPast",0.00821726923076923,"K23106","LIWC"
"K23106.56","FocusPresent",0.00204265384615385,"K23106","LIWC"
"K23106.57","Compound",0.00556887179487179,"K23106","LIWC"
"K23106.58","PA VADER",0.00163425641025641,"K23106","Vader"
"K23106.59","Neutral VADER",0.00249724358974359,"K23106","LIWC"
"K23106.60","NA VADER",0.00208624358974359,"K23106","Vader"
"K23106.61","ThoughtLength",0.00661710073260073,"K23106","LIWC"
"K23106.62","StressLength",0.00430428205128205,"K23106","Text leangth"
"K23106.63","EnjoyLength",0.00497762820512821,"K23106","Text leangth"
"K23106.64","Topic_t1",0.00715240293040293,"K23106","LDA"
"K23106.65","Topic_t2",0.00531753846153846,"K23106","LDA"
"K23106.66","Topic_t3",0.00377518315018315,"K23106","LDA"
"K23106.67","Topic_t4",0.00924078205128205,"K23106","LDA"
"K23106.68","Topic_t5",0.00481567948717949,"K23106","LDA"
"K23106.69","Topic_t6",0.0109508717948718,"K23106","LDA"
"K23106.70","Happy GPT",0.0142298168498168,"K23106","GPT"
"K23106.71","Sad GPT",0.0068708717948718,"K23106","GPT"
"K23106.72","Nervous GPT",0.00386557692307692,"K23106","GPT"
"K23106.73","Interested GPT",0.00435442307692307,"K23106","GPT"
"K23106.74","Angry GPT",0.00319082051282052,"K23106","GPT"
"K23106.75","Excited GPT",0.0103923461538462,"K23106","GPT"
"K23106.76","Bored GPT",0.00653555311355311,"K23106","GPT"
"K23106.77","NA GPT",0.00743467948717949,"K23106","GPT"
"K23106.78","PA GPT",0.0159327435897436,"K23106","GPT"
"K23107.1","Time",0.000390597701149426,"K23107","Time"
"K23107.2","Word Count",0.00122228735632184,"K23107","Text leangth"
"K23107.3","Analytic",0.00111462068965517,"K23107","LIWC"
"K23107.4","Authentic",0.00134003448275862,"K23107","LIWC"
"K23107.5","WordPerSentence",0.000339551724137931,"K23107","Text leangth"
"K23107.6","BigWords",0.000582183908045978,"K23107","LIWC"
"K23107.7","Dictionary",0.000992850574712644,"K23107","LIWC"
"K23107.8","Linguistic",0.00227766666666667,"K23107","LIWC"
"K23107.9","Function",0.00106907224958949,"K23107","LIWC"
"K23107.10","Pronoun",0.000940436781609196,"K23107","LIWC"
"K23107.11","Personal pronouns",0.00131813793103448,"K23107","LIWC"
"K23107.12","i",0.000661735632183908,"K23107","LIWC"
"K23107.13","Determiners",0.00273618390804598,"K23107","LIWC"
"K23107.14","Article",0.000997977011494253,"K23107","LIWC"
"K23107.15","Preposition",0.000443586206896552,"K23107","LIWC"
"K23107.16","Auxiliary verbs",0.00129245977011494,"K23107","LIWC"
"K23107.17","Verb",0.00209247126436782,"K23107","LIWC"
"K23107.18","Adjectives",0.00145573563218391,"K23107","LIWC"
"K23107.19","Drives",0.0014322183908046,"K23107","LIWC"
"K23107.20","Achieve",4.46896551724139e-05,"K23107","LIWC"
"K23107.21","Cognition",0.00026451724137931,"K23107","LIWC"
"K23107.22","Cognitive processes",0.000211206896551724,"K23107","LIWC"
"K23107.23","Affect",0.00194665517241379,"K23107","LIWC"
"K23107.24","Positive tone",0.00196058620689655,"K23107","LIWC"
"K23107.25","Negative tone",0.000477597701149425,"K23107","LIWC"
"K23107.26","Social",0.00114705747126437,"K23107","LIWC"
"K23107.27","Culture",0.000116425287356322,"K23107","LIWC"
"K23107.28","Tech",0.000137379310344828,"K23107","LIWC"
"K23107.29","Lifestyle",0.00118170114942529,"K23107","LIWC"
"K23107.30","Leisure",0.00125977011494253,"K23107","LIWC"
"K23107.31","Work",0.000116103448275862,"K23107","LIWC"
"K23107.33","Physical",0.000428862068965517,"K23107","LIWC"
"K23107.34","Food",0.0010167816091954,"K23107","LIWC"
"K23107.35","Acquire",0.000325804597701149,"K23107","LIWC"
"K23107.36","Allure",0.000390367816091954,"K23107","LIWC"
"K23107.37","Perception",0.00237631034482759,"K23107","LIWC"
"K23107.38","Motion",0.00146055172413793,"K23107","LIWC"
"K23107.39","Space",0.000831494252873563,"K23107","LIWC"
"K23107.40","Visual",0.000116091954022988,"K23107","LIWC"
"K23107.41","Time LIWC",0.00115162068965517,"K23107","LIWC"
"K23107.42","FocusPast",0.00182814942528736,"K23107","LIWC"
"K23107.43","Compound",0.000895344827586207,"K23107","LIWC"
"K23107.44","PA VADER",0.000173931034482759,"K23107","Vader"
"K23107.45","Neutral VADER",0.00105128735632184,"K23107","LIWC"
"K23107.46","NA VADER",0.000820206896551723,"K23107","Vader"
"K23107.47","ThoughtLength",0.0024608275862069,"K23107","LIWC"
"K23107.48","StressLength",0.000510080459770115,"K23107","Text leangth"
"K23107.49","EnjoyLength",0.0020386091954023,"K23107","Text leangth"
"K23107.50","Topic_t1",0.00232403448275862,"K23107","LDA"
"K23107.51","Topic_t2",0.00170158620689655,"K23107","LDA"
"K23107.52","Topic_t3",0.00204196551724138,"K23107","LDA"
"K23107.53","Topic_t4",0.00111006896551724,"K23107","LDA"
"K23107.54","Topic_t5",0.00178498850574713,"K23107","LDA"
"K23107.55","Topic_t6",0.000691264367816092,"K23107","LDA"
"K23107.56","Happy GPT",0.00191150574712644,"K23107","GPT"
"K23107.57","Sad GPT",0.00216544827586207,"K23107","GPT"
"K23107.58","Nervous GPT",0.000951666666666667,"K23107","GPT"
"K23107.59","Interested GPT",0.00370977011494253,"K23107","GPT"
"K23107.60","Angry GPT",0.00177412315270936,"K23107","GPT"
"K23107.61","Excited GPT",0.00195436781609195,"K23107","GPT"
"K23107.62","Bored GPT",0.000954057471264368,"K23107","GPT"
"K23107.63","NA GPT",0.00135331034482759,"K23107","GPT"
"K23107.64","PA GPT",0.0018370065681445,"K23107","GPT"
"K23109.1","Time",0.260504392592592,"K23109","Time"
"K23109.2","Word Count",0.00280868888888889,"K23109","Text leangth"
"K23109.3","Analytic",0.0115266,"K23109","LIWC"
"K23109.4","Clout",0.00386317037037037,"K23109","LIWC"
"K23109.5","Authentic",0.00544837037037037,"K23109","LIWC"
"K23109.6","WordPerSentence",0.00440051851851852,"K23109","Text leangth"
"K23109.7","BigWords",0.00929397777777777,"K23109","LIWC"
"K23109.8","Dictionary",0.0035931037037037,"K23109","LIWC"
"K23109.9","Linguistic",0.00207977037037037,"K23109","LIWC"
"K23109.10","Function",0.0117658814814815,"K23109","LIWC"
"K23109.11","Pronoun",0.00975522222222221,"K23109","LIWC"
"K23109.12","Personal pronouns",0.00701974074074074,"K23109","LIWC"
"K23109.13","i",0.0106997851851852,"K23109","LIWC"
"K23109.14","Determiners",0.0078053037037037,"K23109","LIWC"
"K23109.15","Article",0.0159333111111111,"K23109","LIWC"
"K23109.16","Preposition",0.0190691925925926,"K23109","LIWC"
"K23109.17","Auxiliary verbs",0.00595078518518519,"K23109","LIWC"
"K23109.18","Adverbs",0.0025338962962963,"K23109","LIWC"
"K23109.19","Verb",0.00726654074074074,"K23109","LIWC"
"K23109.20","Adjectives",0.00477987407407407,"K23109","LIWC"
"K23109.21","Drives",0.0031656962962963,"K23109","LIWC"
"K23109.22","Affiliation",0.00412619259259259,"K23109","LIWC"
"K23109.23","Cognition",0.00225011851851852,"K23109","LIWC"
"K23109.24","Affect",0.00130488888888889,"K23109","LIWC"
"K23109.25","Negative tone",0.000915325925925926,"K23109","LIWC"
"K23109.26","Emotion",0.00140311851851852,"K23109","LIWC"
"K23109.27","NA LIWC",0.00111454814814815,"K23109","LIWC"
"K23109.28","Social",0.00529324444444444,"K23109","LIWC"
"K23109.29","Social referents",0.011561037037037,"K23109","LIWC"
"K23109.30","Lifestyle",0.00556947407407408,"K23109","LIWC"
"K23109.31","Leisure",0.00213477037037037,"K23109","LIWC"
"K23109.32","Work",0.00230580740740741,"K23109","LIWC"
"K23109.33","Physical",0.00377727407407408,"K23109","LIWC"
"K23109.34","Food",0.00256362222222222,"K23109","LIWC"
"K23109.35","Acquire",0.011435237037037,"K23109","LIWC"
"K23109.36","Allure",0.00231071111111111,"K23109","LIWC"
"K23109.37","Perception",0.00485758518518518,"K23109","LIWC"
"K23109.38","Motion",0.0051797037037037,"K23109","LIWC"
"K23109.39","Space",0.00249144444444444,"K23109","LIWC"
"K23109.40","Feeling",0.00445711111111111,"K23109","LIWC"
"K23109.41","FocusPast",0.00669897777777778,"K23109","LIWC"
"K23109.42","Compound",0.00530675555555556,"K23109","LIWC"
"K23109.43","PA VADER",0.00279194074074074,"K23109","Vader"
"K23109.44","Neutral VADER",0.00737814074074074,"K23109","LIWC"
"K23109.45","NA VADER",0.00835477037037037,"K23109","Vader"
"K23109.46","ThoughtLength",0.00864395555555556,"K23109","LIWC"
"K23109.47","StressLength",0.0277892814814815,"K23109","Text leangth"
"K23109.48","EnjoyLength",0.0146220444444444,"K23109","Text leangth"
"K23109.49","Topic_t1",0.0130268962962963,"K23109","LDA"
"K23109.50","Topic_t2",0.00655217777777778,"K23109","LDA"
"K23109.51","Topic_t3",0.00711242222222222,"K23109","LDA"
"K23109.52","Topic_t4",0.00561662222222222,"K23109","LDA"
"K23109.53","Topic_t5",0.00543211111111111,"K23109","LDA"
"K23109.54","Topic_t6",0.0276515481481482,"K23109","LDA"
"K23109.55","Happy GPT",0.00412675555555556,"K23109","GPT"
"K23109.56","Sad GPT",0.0121077111111111,"K23109","GPT"
"K23109.57","Nervous GPT",0.00390245185185186,"K23109","GPT"
"K23109.58","Interested GPT",0.00081682962962963,"K23109","GPT"
"K23109.59","Angry GPT",0.000707977777777777,"K23109","GPT"
"K23109.60","Excited GPT",0.0016398962962963,"K23109","GPT"
"K23109.61","Bored GPT",0.00966096296296296,"K23109","GPT"
"K23109.62","NA GPT",0.0278164888888889,"K23109","GPT"
"K23109.63","PA GPT",0.00752840740740741,"K23109","GPT"
"K23114.1","Time",0.0203955268515268,"K23114","Time"
"K23114.2","Word Count",0.0492484723294723,"K23114","Text leangth"
"K23114.3","Analytic",0.0273481687621688,"K23114","LIWC"
"K23114.4","Clout",0.0252886562386563,"K23114","LIWC"
"K23114.5","Authentic",0.0366539510939511,"K23114","LIWC"
"K23114.6","WordPerSentence",0.058955696981697,"K23114","Text leangth"
"K23114.7","BigWords",0.0227564013104013,"K23114","LIWC"
"K23114.8","Dictionary",0.00399753153153154,"K23114","LIWC"
"K23114.9","Linguistic",0.0142070424710425,"K23114","LIWC"
"K23114.10","Function",0.0162290287430287,"K23114","LIWC"
"K23114.11","Pronoun",0.0181645115245116,"K23114","LIWC"
"K23114.12","Personal pronouns",0.00591512850512852,"K23114","LIWC"
"K23114.13","i",0.0094476756756757,"K23114","LIWC"
"K23114.14","Impersonal pronouns",0.00471921106821107,"K23114","LIWC"
"K23114.15","Determiners",0.014910462930463,"K23114","LIWC"
"K23114.16","Article",0.0155935287235287,"K23114","LIWC"
"K23114.17","Preposition",0.0464465080145081,"K23114","LIWC"
"K23114.18","Auxiliary verbs",0.00570039039039038,"K23114","LIWC"
"K23114.19","Negations",0.0249279947739948,"K23114","LIWC"
"K23114.20","Verb",0.015551017046017,"K23114","LIWC"
"K23114.21","Adjectives",0.00321474240174239,"K23114","LIWC"
"K23114.22","Quantity",0.00991558090558089,"K23114","LIWC"
"K23114.23","Drives",0.0133309598689599,"K23114","LIWC"
"K23114.24","Affiliation",0.00676986872586874,"K23114","LIWC"
"K23114.25","Cognition",0.0461597700557701,"K23114","LIWC"
"K23114.26","Allnone",0.020490554004554,"K23114","LIWC"
"K23114.27","Affect",0.0123176164736165,"K23114","LIWC"
"K23114.28","Positive tone",0.0116632458172458,"K23114","LIWC"
"K23114.29","Social",0.006941432003432,"K23114","LIWC"
"K23114.30","Social referents",0.0133152724152724,"K23114","LIWC"
"K23114.31","Lifestyle",0.0230216901296901,"K23114","LIWC"
"K23114.32","Leisure",0.0100206112266112,"K23114","LIWC"
"K23114.33","Home",0.00590759202059201,"K23114","LIWC"
"K23114.34","Work",0.00679873359073359,"K23114","LIWC"
"K23114.35","Physical",0.00319654826254827,"K23114","LIWC"
"K23114.36","Perception",0.0308671082251082,"K23114","LIWC"
"K23114.37","Time LIWC",0.00424524423324423,"K23114","LIWC"
"K23114.38","Compound",0.00599223423423424,"K23114","LIWC"
"K23114.39","Neutral VADER",0.00655863749463748,"K23114","LIWC"
"K23114.40","ThoughtLength",0.00729795238095238,"K23114","LIWC"
"K23114.41","StressLength",0.0257995263835264,"K23114","Text leangth"
"K23114.42","EnjoyLength",0.0351843954213954,"K23114","Text leangth"
"K23114.43","Topic_t1",0.0171628333258333,"K23114","LDA"
"K23114.44","Topic_t2",0.0117176036036036,"K23114","LDA"
"K23114.45","Topic_t3",0.00932580523380521,"K23114","LDA"
"K23114.46","Topic_t4",0.0114269012099012,"K23114","LDA"
"K23114.47","Topic_t5",0.00774845154845157,"K23114","LDA"
"K23114.48","Topic_t6",0.0194548486288486,"K23114","LDA"
"K23114.49","Happy GPT",0.0371171636831637,"K23114","GPT"
"K23114.50","Sad GPT",0.010218705978706,"K23114","GPT"
"K23114.51","Nervous GPT",0.00500171042471041,"K23114","GPT"
"K23114.52","Interested GPT",0.021652967950968,"K23114","GPT"
"K23114.53","Angry GPT",0.00249143243243242,"K23114","GPT"
"K23114.54","Excited GPT",0.0233879213579214,"K23114","GPT"
"K23114.55","Bored GPT",0.0128891093951094,"K23114","GPT"
"K23114.56","NA GPT",0.0207882224172224,"K23114","GPT"
"K23114.57","PA GPT",0.023424415980416,"K23114","GPT"
"K23115.1","Time",0.0149039701492537,"K23115","Time"
"K23115.2","Word Count",0.00277102487562189,"K23115","Text leangth"
"K23115.3","Analytic",0.0106145671641791,"K23115","LIWC"
"K23115.4","Clout",0.00197064676616915,"K23115","LIWC"
"K23115.5","Authentic",0.0131326268656716,"K23115","LIWC"
"K23115.6","WordPerSentence",0.0151105870646766,"K23115","Text leangth"
"K23115.7","BigWords",0.00890533333333333,"K23115","LIWC"
"K23115.8","Dictionary",0.0182338805970149,"K23115","LIWC"
"K23115.9","Linguistic",0.0164036119402985,"K23115","LIWC"
"K23115.10","Function",0.0226108756218906,"K23115","LIWC"
"K23115.11","Pronoun",0.0223269452736318,"K23115","LIWC"
"K23115.12","Personal pronouns",0.0238017810945274,"K23115","LIWC"
"K23115.13","i",0.0167654328358209,"K23115","LIWC"
"K23115.14","Determiners",0.0177180497512438,"K23115","LIWC"
"K23115.15","Article",0.00474301492537314,"K23115","LIWC"
"K23115.16","Preposition",0.00387762189054726,"K23115","LIWC"
"K23115.17","Auxiliary verbs",0.024689631840796,"K23115","LIWC"
"K23115.18","Adverbs",0.0203762686567164,"K23115","LIWC"
"K23115.19","Conjunctions",0.00188381094527363,"K23115","LIWC"
"K23115.20","Verb",0.00429058706467661,"K23115","LIWC"
"K23115.21","Adjectives",0.00693315422885573,"K23115","LIWC"
"K23115.22","Quantity",0.00623560199004975,"K23115","LIWC"
"K23115.23","Drives",0.0211687064676617,"K23115","LIWC"
"K23115.24","Affiliation",0.00121106467661692,"K23115","LIWC"
"K23115.25","Achieve",0.00690259701492537,"K23115","LIWC"
"K23115.26","Cognition",0.00390080597014925,"K23115","LIWC"
"K23115.27","Cognitive processes",0.00459648756218906,"K23115","LIWC"
"K23115.28","Insight",0.0130555721393035,"K23115","LIWC"
"K23115.29","Affect",0.0165731940298507,"K23115","LIWC"
"K23115.30","Positive tone",0.0204464875621891,"K23115","LIWC"
"K23115.31","Negative tone",0.00180087562189055,"K23115","LIWC"
"K23115.32","Emotion",0.000534925373134329,"K23115","LIWC"
"K23115.33","Social",0.00339158208955224,"K23115","LIWC"
"K23115.34","Socbehav",0.00256305472636816,"K23115","LIWC"
"K23115.35","Social referents",0.00191771144278607,"K23115","LIWC"
"K23115.36","Culture",0.00179594029850746,"K23115","LIWC"
"K23115.37","Lifestyle",0.00172869651741294,"K23115","LIWC"
"K23115.38","Leisure",0.00110354228855721,"K23115","LIWC"
"K23115.39","Home",0.00599580099502487,"K23115","LIWC"
"K23115.40","Work",0.0333198706467662,"K23115","LIWC"
"K23115.41","Physical",0.000709601990049752,"K23115","LIWC"
"K23115.42","Food",0.000960517412935324,"K23115","LIWC"
"K23115.43","Acquire",0.00373839800995025,"K23115","LIWC"
"K23115.44","Allure",0.00319930348258706,"K23115","LIWC"
"K23115.45","Perception",0.00591967164179105,"K23115","LIWC"
"K23115.46","Attention",0.00378925373134328,"K23115","LIWC"
"K23115.47","Motion",0.000506388059701492,"K23115","LIWC"
"K23115.48","Space",0.0030247960199005,"K23115","LIWC"
"K23115.49","Visual",0.00222678606965174,"K23115","LIWC"
"K23115.50","Time LIWC",0.00651970149253731,"K23115","LIWC"
"K23115.51","FocusPast",0.0376417611940299,"K23115","LIWC"
"K23115.52","FocusFuture",0.00298718407960199,"K23115","LIWC"
"K23115.53","AllPunc",0.00237042786069652,"K23115","LIWC"
"K23115.54","Period",0.00271397014925373,"K23115","LIWC"
"K23115.55","Compound",0.00205427860696517,"K23115","LIWC"
"K23115.56","PA VADER",0.00195005970149254,"K23115","Vader"
"K23115.57","Neutral VADER",0.0022192736318408,"K23115","LIWC"
"K23115.58","NA VADER",0.00131940298507463,"K23115","Vader"
"K23115.59","ThoughtLength",0.00215777114427861,"K23115","LIWC"
"K23115.60","StressLength",0.0131634328358209,"K23115","Text leangth"
"K23115.61","EnjoyLength",0.0030002288557214,"K23115","Text leangth"
"K23115.62","Topic_t1",0.015033184079602,"K23115","LDA"
"K23115.63","Topic_t2",0.0185563084577114,"K23115","LDA"
"K23115.64","Topic_t3",0.0090250447761194,"K23115","LDA"
"K23115.65","Topic_t4",0.0239940796019901,"K23115","LDA"
"K23115.66","Topic_t5",0.00320046766169154,"K23115","LDA"
"K23115.67","Topic_t6",0.0539754129353234,"K23115","LDA"
"K23115.68","Happy GPT",0.0299143582089552,"K23115","GPT"
"K23115.69","Sad GPT",0.0208424776119403,"K23115","GPT"
"K23115.70","Nervous GPT",0.00334735323383085,"K23115","GPT"
"K23115.71","Interested GPT",0.00805443781094528,"K23115","GPT"
"K23115.72","Angry GPT",0.00167657711442786,"K23115","GPT"
"K23115.73","Excited GPT",0.00589245771144278,"K23115","GPT"
"K23115.74","Bored GPT",0.0013489552238806,"K23115","GPT"
"K23115.75","NA GPT",0.0125578308457711,"K23115","GPT"
"K23115.76","PA GPT",0.00558534328358209,"K23115","GPT"
"K23117.1","Time",0.247433066666667,"K23117","Time"
"K23117.2","Word Count",0.0139249111111111,"K23117","Text leangth"
"K23117.3","Analytic",0.0118700296296296,"K23117","LIWC"
"K23117.4","Clout",0.00782810370370371,"K23117","LIWC"
"K23117.5","Authentic",0.0156441407407407,"K23117","LIWC"
"K23117.6","WordPerSentence",0.0190831777777778,"K23117","Text leangth"
"K23117.7","BigWords",0.0126721703703704,"K23117","LIWC"
"K23117.8","Dictionary",0.0161222666666667,"K23117","LIWC"
"K23117.9","Linguistic",0.0539384222222222,"K23117","LIWC"
"K23117.10","Function",0.0143998888888889,"K23117","LIWC"
"K23117.11","Pronoun",0.057561637037037,"K23117","LIWC"
"K23117.12","Personal pronouns",0.0130595407407407,"K23117","LIWC"
"K23117.13","i",0.0339801259259259,"K23117","LIWC"
"K23117.14","Determiners",0.00678638518518518,"K23117","LIWC"
"K23117.15","Article",0.0161108666666667,"K23117","LIWC"
"K23117.16","Preposition",0.00636488148148148,"K23117","LIWC"
"K23117.17","Auxiliary verbs",0.0180486296296296,"K23117","LIWC"
"K23117.18","Adverbs",0.00375099259259259,"K23117","LIWC"
"K23117.19","Verb",0.0188634814814815,"K23117","LIWC"
"K23117.20","Adjectives",0.0020318,"K23117","LIWC"
