"X","Variable","Importance","Participant","NLP"
"K23136.7","BigWords",0.00476337467700258,"K23136","LIWC"
"K23136.8","Dictionary",0.00326035658914729,"K23136","LIWC"
"K23136.9","Linguistic",0.00584023255813954,"K23136","LIWC"
"K23136.10","Function",0.00897404651162791,"K23136","LIWC"
"K23136.11","Pronoun",0.00505115245478036,"K23136","LIWC"
"K23136.12","Personal pronouns",0.00562071317829457,"K23136","LIWC"
"K23136.13","i",0.00489810852713179,"K23136","LIWC"
"K23136.14","We",0.00536924031007752,"K23136","LIWC"
"K23136.15","Impersonal pronouns",0.00096831007751938,"K23136","LIWC"
"K23136.16","Determiners",0.0022935503875969,"K23136","LIWC"
"K23136.17","Article",0.00216029457364341,"K23136","LIWC"
"K23136.18","Preposition",0.00252201550387597,"K23136","LIWC"
"K23136.19","Auxiliary verbs",0.00382457364341085,"K23136","LIWC"
"K23136.20","Adverbs",0.00283192248062015,"K23136","LIWC"
"K23136.21","Conjunctions",0.0049611472868217,"K23136","LIWC"
"K23136.22","Negations",0.000568899224806202,"K23136","LIWC"
"K23136.23","Verb",0.00460251162790698,"K23136","LIWC"
"K23136.24","Adjectives",0.00366981395348837,"K23136","LIWC"
"K23136.25","Quantity",0.00418576744186046,"K23136","LIWC"
"K23136.26","Drives",0.00254440310077519,"K23136","LIWC"
"K23136.27","Affiliation",0.0061213488372093,"K23136","LIWC"
"K23136.28","Achieve",0.0012891472868217,"K23136","LIWC"
"K23136.29","Cognition",0.00333443410852713,"K23136","LIWC"
"K23136.30","Cognitive processes",0.00223457364341085,"K23136","LIWC"
"K23136.31","Insight",0.000770883720930233,"K23136","LIWC"
"K23136.32","Cause",0.00232896124031008,"K23136","LIWC"
"K23136.33","Certitude",0.000735224806201551,"K23136","LIWC"
"K23136.34","Differentiation",0.000585581395348837,"K23136","LIWC"
"K23136.35","Affect",0.00265212403100775,"K23136","LIWC"
"K23136.36","Positive tone",0.00457294573643411,"K23136","LIWC"
"K23136.37","Negative tone",0.00287810852713178,"K23136","LIWC"
"K23136.38","Emotion",0.00192513178294574,"K23136","LIWC"
"K23136.39","PA LIWC",0.000750542635658915,"K23136","LIWC"
"K23136.40","NA LIWC",0.00221201550387597,"K23136","LIWC"
"K23136.41","Social",0.00252180361757106,"K23136","LIWC"
"K23136.42","Socbehav",0.0019606391825229,"K23136","LIWC"
"K23136.43","Communication",0.00178415503875969,"K23136","LIWC"
"K23136.44","Social referents",0.00678900775193798,"K23136","LIWC"
"K23136.45","Family",0.00717029457364341,"K23136","LIWC"
"K23136.46","Female",0.00149986046511628,"K23136","LIWC"
"K23136.47","Male",0.00566210852713178,"K23136","LIWC"
"K23136.48","Culture",0.00144477519379845,"K23136","LIWC"
"K23136.49","Tech",0.00169178294573644,"K23136","LIWC"
"K23136.50","Lifestyle",0.00243234249471459,"K23136","LIWC"
"K23136.51","Leisure",0.00619184496124031,"K23136","LIWC"
"K23136.52","Home",0.00235879069767442,"K23136","LIWC"
"K23136.53","Work",0.00868008527131783,"K23136","LIWC"
"K23136.55","Physical",0.0019575503875969,"K23136","LIWC"
"K23136.56","Food",0.00158286821705426,"K23136","LIWC"
"K23136.57","Need",0.00261319379844961,"K23136","LIWC"
"K23136.58","Acquire",0.00685339534883721,"K23136","LIWC"
"K23136.59","Allure",0.00427151937984496,"K23136","LIWC"
"K23136.60","Perception",0.00379893023255814,"K23136","LIWC"
"K23136.61","Attention",0.000962232558139535,"K23136","LIWC"
"K23136.62","Motion",0.00221928682170543,"K23136","LIWC"
"K23136.63","Space",0.00450189147286822,"K23136","LIWC"
"K23136.64","Visual",0.00286485412262157,"K23136","LIWC"
"K23136.65","Time LIWC",0.00951262015503876,"K23136","LIWC"
"K23136.66","FocusPast",0.0017531007751938,"K23136","LIWC"
"K23136.67","FocusPresent",0.00070077519379845,"K23136","LIWC"
"K23136.68","FocusFuture",0.00152260465116279,"K23136","LIWC"
"K23136.69","AllPunc",0.0011786976744186,"K23136","LIWC"
"K23136.70","Period",0.00103981395348837,"K23136","LIWC"
"K23136.71","Apostrophes",0.0023166976744186,"K23136","LIWC"
"K23136.72","Compound",0.00808457364341086,"K23136","LIWC"
"K23136.73","PA VADER",0.00443,"K23136","Vader"
"K23136.74","Neutral VADER",0.00445266666666667,"K23136","LIWC"
"K23136.75","NA VADER",0.00120913178294574,"K23136","Vader"
"K23136.76","ThoughtLength",0.00249209302325582,"K23136","LIWC"
"K23136.77","StressLength",0.00195857364341085,"K23136","Text leangth"
"K23136.78","EnjoyLength",0.00347834108527132,"K23136","Text leangth"
"K23136.79","Topic_t1",0.00322990697674419,"K23136","LDA"
"K23136.80","Topic_t2",0.00289300775193798,"K23136","LDA"
"K23136.81","Topic_t3",0.00502848062015504,"K23136","LDA"
"K23136.82","Topic_t4",0.00207282170542636,"K23136","LDA"
"K23136.83","Topic_t5",0.00740454263565891,"K23136","LDA"
"K23136.84","Topic_t6",0.00303342118863049,"K23136","LDA"
"K23136.85","Happy GPT",0.00571345736434109,"K23136","GPT"
"K23136.86","Sad GPT",0.00479703875968992,"K23136","GPT"
"K23136.87","Nervous GPT",0.0035588992248062,"K23136","GPT"
"K23136.88","Interested GPT",0.00497964341085272,"K23136","GPT"
"K23136.89","Angry GPT",0.00375094056847546,"K23136","GPT"
"K23136.90","Excited GPT",0.00437080620155039,"K23136","GPT"
"K23136.91","Bored GPT",0.00221187596899225,"K23136","GPT"
"K23136.92","NA GPT",0.00903381395348838,"K23136","GPT"
"K23136.93","PA GPT",0.00503412403100775,"K23136","GPT"
"K23139.1","Time",0.00204793388429752,"K23139","Time"
"K23139.2","Word Count",0.00348842739079103,"K23139","Text leangth"
"K23139.3","Analytic",0.00385210786242872,"K23139","LIWC"
"K23139.4","Clout",0.00149813223140496,"K23139","LIWC"
"K23139.5","Authentic",0.00181848484848485,"K23139","LIWC"
"K23139.6","WordPerSentence",0.00251503581267218,"K23139","Text leangth"
"K23139.7","BigWords",0.00263268634395907,"K23139","LIWC"
"K23139.8","Dictionary",0.00206747291092746,"K23139","LIWC"
"K23139.9","Linguistic",0.00236664462809917,"K23139","LIWC"
"K23139.10","Function",0.00233938728489142,"K23139","LIWC"
"K23139.11","Pronoun",0.001546782369146,"K23139","LIWC"
"K23139.12","Personal pronouns",0.00180739944903581,"K23139","LIWC"
"K23139.13","i",0.00167238685556867,"K23139","LIWC"
"K23139.14","Determiners",0.00163616765053129,"K23139","LIWC"
"K23139.15","Article",0.00122453942017578,"K23139","LIWC"
"K23139.16","Preposition",0.00118475403384494,"K23139","LIWC"
"K23139.17","Auxiliary verbs",0.003079608815427,"K23139","LIWC"
"K23139.18","Negations",0.00284339675384304,"K23139","LIWC"
"K23139.19","Verb",0.00353760514233242,"K23139","LIWC"
"K23139.20","Adjectives",0.00242793388429752,"K23139","LIWC"
"K23139.21","Drives",0.0012964945559491,"K23139","LIWC"
"K23139.22","Achieve",0.00116489177489178,"K23139","LIWC"
"K23139.23","Cognition",0.00219361432506887,"K23139","LIWC"
"K23139.24","Allnone",0.00216519086973633,"K23139","LIWC"
"K23139.25","Lifestyle",0.0027220409287682,"K23139","LIWC"
"K23139.26","Leisure",0.00052495867768595,"K23139","LIWC"
"K23139.27","Work",0.00338420936639119,"K23139","LIWC"
"K23139.28","Physical",0.00376578236914601,"K23139","LIWC"
"K23139.29","Food",0.0014909686475141,"K23139","LIWC"
"K23139.30","Allure",0.000971575757575758,"K23139","LIWC"
"K23139.31","Perception",0.00343239000393546,"K23139","LIWC"
"K23139.32","FocusPast",0.0010816914600551,"K23139","LIWC"
"K23139.33","Compound",0.00247232349468713,"K23139","LIWC"
"K23139.34","ThoughtLength",0.00317194175521448,"K23139","LIWC"
"K23139.35","StressLength",0.00288137190082644,"K23139","Text leangth"
"K23139.36","EnjoyLength",0.00281110665092483,"K23139","Text leangth"
"K23139.37","Topic_t1",0.00127718457300275,"K23139","LDA"
"K23139.38","Topic_t2",0.00236137347500984,"K23139","LDA"
"K23139.39","Topic_t3",0.00250253286107832,"K23139","LDA"
"K23139.40","Topic_t4",0.00340245520136429,"K23139","LDA"
"K23139.41","Topic_t5",0.00275468765577856,"K23139","LDA"
"K23139.42","Topic_t6",0.00272647933884297,"K23139","LDA"
"K23139.43","Happy GPT",0.0042859706748715,"K23139","GPT"
"K23139.44","Sad GPT",0.00373701377410468,"K23139","GPT"
"K23139.45","Nervous GPT",0.00406394490358127,"K23139","GPT"
"K23139.46","Interested GPT",0.00528652656434475,"K23139","GPT"
"K23139.47","Angry GPT",0.00664000236127509,"K23139","GPT"
"K23139.48","Excited GPT",0.00343603856749311,"K23139","GPT"
"K23139.49","Bored GPT",0.00273742649636865,"K23139","GPT"
"K23139.50","NA GPT",0.00549318063754428,"K23139","GPT"
"K23139.51","PA GPT",0.00467637937819756,"K23139","GPT"
"K23142.1","Time",0.0141876710758377,"K23142","Time"
"K23142.2","Word Count",0.0126897901234568,"K23142","Text leangth"
"K23142.3","Analytic",0.00544148353909464,"K23142","LIWC"
"K23142.4","Clout",0.00873236816578483,"K23142","LIWC"
"K23142.5","Authentic",0.00486737654320988,"K23142","LIWC"
"K23142.6","WordPerSentence",0.0150618083480306,"K23142","Text leangth"
"K23142.7","BigWords",0.00272894444444444,"K23142","LIWC"
"K23142.8","Dictionary",0.00122845679012346,"K23142","LIWC"
"K23142.9","Linguistic",0.0025219012345679,"K23142","LIWC"
"K23142.10","Function",0.00256087037037037,"K23142","LIWC"
"K23142.11","Pronoun",0.00185977160493827,"K23142","LIWC"
"K23142.12","Impersonal pronouns",0.00390293474426808,"K23142","LIWC"
"K23142.13","Determiners",0.0084698950617284,"K23142","LIWC"
"K23142.14","Preposition",0.00812768518518518,"K23142","LIWC"
"K23142.15","Negations",0.0121560864197531,"K23142","LIWC"
"K23142.16","Verb",0.00341342151675485,"K23142","LIWC"
"K23142.17","Quantity",0.00635816049382716,"K23142","LIWC"
"K23142.18","Drives",0.00275033950617284,"K23142","LIWC"
"K23142.19","Affiliation",0.00281896201329535,"K23142","LIWC"
"K23142.20","Achieve",0.000803524691358025,"K23142","LIWC"
"K23142.21","Cognition",0.00447022222222222,"K23142","LIWC"
"K23142.22","Allnone",0.00974398148148148,"K23142","LIWC"
"K23142.23","Social",0.00400443650793651,"K23142","LIWC"
"K23142.24","Socbehav",0.00158573456790123,"K23142","LIWC"
"K23142.25","Social referents",0.00449309082892416,"K23142","LIWC"
"K23142.26","Lifestyle",0.00260297530864198,"K23142","LIWC"
"K23142.27","Leisure",0.00150887037037037,"K23142","LIWC"
"K23142.28","Work",0.00206217548500882,"K23142","LIWC"
"K23142.29","Allure",0.00057945061728395,"K23142","LIWC"
"K23142.30","Perception",0.00260483333333333,"K23142","LIWC"
"K23142.31","ThoughtLength",0.00393683333333333,"K23142","LIWC"
"K23142.32","StressLength",0.00781857407407408,"K23142","Text leangth"
"K23142.33","EnjoyLength",0.0101503086419753,"K23142","Text leangth"
"K23142.34","Topic_t1",0.00510596913580247,"K23142","LDA"
"K23142.35","Topic_t2",0.00241957407407408,"K23142","LDA"
"K23142.36","Topic_t3",0.00412644444444444,"K23142","LDA"
"K23142.37","Topic_t4",0.00158208641975309,"K23142","LDA"
"K23142.38","Topic_t5",0.00388958024691358,"K23142","LDA"
"K23142.39","Topic_t6",0.00607080864197531,"K23142","LDA"
"K23142.40","Happy GPT",0.000980884773662552,"K23142","GPT"
"K23142.41","Sad GPT",0.00751325308641975,"K23142","GPT"
"K23142.42","Nervous GPT",0.00526719135802469,"K23142","GPT"
"K23142.43","Interested GPT",0.00252144444444444,"K23142","GPT"
"K23142.44","Excited GPT",0.000600358816081037,"K23142","GPT"
"K23142.45","Bored GPT",0.0019518950617284,"K23142","GPT"
"K23142.46","NA GPT",0.0102470582010582,"K23142","GPT"
"K23142.47","PA GPT",0.00230466666666667,"K23142","GPT"
"K23143.1","Time",0.0625828461538461,"K23143","Time"
"K23143.2","Word Count",8.61538461538463e-05,"K23143","Text leangth"
"K23143.3","Analytic",0.000707215384615385,"K23143","LIWC"
"K23143.4","Clout",0.00495799487179487,"K23143","LIWC"
"K23143.5","Authentic",6.92307692307693e-05,"K23143","LIWC"
"K23143.6","WordPerSentence",0.000330399999999999,"K23143","Text leangth"
"K23143.7","BigWords",0.00108369743589744,"K23143","LIWC"
"K23143.8","Dictionary",0.000616246153846154,"K23143","LIWC"
"K23143.9","Linguistic",0.0193584256410256,"K23143","LIWC"
"K23143.10","Function",0.000385692307692308,"K23143","LIWC"
"K23143.11","Pronoun",0.000541692307692308,"K23143","LIWC"
"K23143.12","Personal pronouns",0.00185217948717949,"K23143","LIWC"
"K23143.13","i",0.00109464102564103,"K23143","LIWC"
"K23143.14","Determiners",0.000378923076923076,"K23143","LIWC"
"K23143.15","Article",0.000511784615384615,"K23143","LIWC"
"K23143.16","Preposition",0.000112923076923077,"K23143","LIWC"
"K23143.17","Auxiliary verbs",0.000172615384615385,"K23143","LIWC"
"K23143.18","Verb",0.000568610256410256,"K23143","LIWC"
"K23143.19","Adjectives",4.0923076923077e-05,"K23143","LIWC"
"K23143.20","Quantity",0.000118461538461539,"K23143","LIWC"
"K23143.21","Drives",0.00057854358974359,"K23143","LIWC"
"K23143.22","Achieve",0.000223076923076923,"K23143","LIWC"
"K23143.23","Affect",0.00127922564102564,"K23143","LIWC"
"K23143.24","Positive tone",4.00000000000001e-06,"K23143","LIWC"
"K23143.25","Negative tone",0.00487405128205128,"K23143","LIWC"
"K23143.26","Emotion",0.000135384615384616,"K23143","LIWC"
"K23143.27","PA LIWC",7.81538461538462e-05,"K23143","LIWC"
"K23143.28","Lifestyle",0.000182153846153846,"K23143","LIWC"
"K23143.29","Leisure",5.60000000000001e-05,"K23143","LIWC"
"K23143.30","Work",0.000431589743589744,"K23143","LIWC"
"K23143.31","Physical",9.53846153846155e-05,"K23143","LIWC"
"K23143.32","Health",2e-05,"K23143","LIWC"
"K23143.33","Acquire",8.98461538461538e-05,"K23143","LIWC"
"K23143.34","Allure",0.000630282051282052,"K23143","LIWC"
"K23143.35","Perception",6.64615384615385e-05,"K23143","LIWC"
"K23143.36","Motion",0.00014174358974359,"K23143","LIWC"
"K23143.37","Space",0.00085382564102564,"K23143","LIWC"
"K23143.38","Time LIWC",5.53846153846154e-06,"K23143","LIWC"
"K23143.39","FocusPast",0.000160307692307692,"K23143","LIWC"
"K23143.40","Compound",0.00203138974358975,"K23143","LIWC"
"K23143.41","PA VADER",6.60307692307693e-05,"K23143","Vader"
"K23143.42","Neutral VADER",0.000136923076923077,"K23143","LIWC"
"K23143.43","ThoughtLength",0.00335277948717949,"K23143","LIWC"
"K23143.44","StressLength",0.000238584615384615,"K23143","Text leangth"
"K23143.45","EnjoyLength",0.000634184615384614,"K23143","Text leangth"
"K23143.46","Topic_t1",0.000671415384615385,"K23143","LDA"
"K23143.47","Topic_t2",0.000556512820512821,"K23143","LDA"
"K23143.48","Topic_t3",0.000220553846153847,"K23143","LDA"
"K23143.49","Topic_t4",0.00074582564102564,"K23143","LDA"
"K23143.50","Topic_t5",0.00077405641025641,"K23143","LDA"
"K23143.51","Topic_t6",0.00455897435897436,"K23143","LDA"
"K23143.52","Happy GPT",9.38461538461539e-05,"K23143","GPT"
"K23143.53","Sad GPT",0.00105330769230769,"K23143","GPT"
"K23143.54","Nervous GPT",0.00218395897435897,"K23143","GPT"
"K23143.55","Interested GPT",0.000783230769230769,"K23143","GPT"
"K23143.56","Angry GPT",0.00464326153846154,"K23143","GPT"
"K23143.57","Excited GPT",0.000164820512820513,"K23143","GPT"
"K23143.58","Bored GPT",4.70769230769231e-05,"K23143","GPT"
"K23143.59","NA GPT",0.00818255384615385,"K23143","GPT"
"K23143.60","PA GPT",0.000653210256410254,"K23143","GPT"
"K23144.1","Time",0.00871598997493734,"K23144","Time"
"K23144.2","Word Count",0.00551328822055138,"K23144","Text leangth"
"K23144.3","Analytic",0.00250582456140351,"K23144","LIWC"
"K23144.4","Clout",0.00105512781954887,"K23144","LIWC"
"K23144.5","Authentic",0.00143414536340852,"K23144","LIWC"
"K23144.6","WordPerSentence",0.00145887218045113,"K23144","Text leangth"
"K23144.7","BigWords",0.0028808320802005,"K23144","LIWC"
"K23144.8","Dictionary",0.00206496956677408,"K23144","LIWC"
"K23144.9","Linguistic",0.00414252130325815,"K23144","LIWC"
"K23144.10","Function",0.00276811528822055,"K23144","LIWC"
"K23144.11","Pronoun",0.00509737916219119,"K23144","LIWC"
"K23144.12","Personal pronouns",0.00171682205513784,"K23144","LIWC"
"K23144.13","i",0.00305559398496241,"K23144","LIWC"
"K23144.14","Impersonal pronouns",0.00246032080200501,"K23144","LIWC"
"K23144.15","Determiners",0.00270608521303258,"K23144","LIWC"
"K23144.16","Article",0.00558828070175439,"K23144","LIWC"
"K23144.17","Preposition",0.00237622055137845,"K23144","LIWC"
"K23144.18","Auxiliary verbs",0.00240222556390977,"K23144","LIWC"
"K23144.19","Adverbs",0.00257025062656642,"K23144","LIWC"
"K23144.20","Conjunctions",0.00365460651629073,"K23144","LIWC"
"K23144.21","Verb",0.00244528822055138,"K23144","LIWC"
"K23144.22","Adjectives",0.00445198997493734,"K23144","LIWC"
"K23144.23","Quantity",0.00157098245614035,"K23144","LIWC"
"K23144.24","Drives",0.00249525313283208,"K23144","LIWC"
"K23144.25","Affiliation",0.00840584962406015,"K23144","LIWC"
"K23144.26","Cognition",0.0015956290726817,"K23144","LIWC"
"K23144.27","Cognitive processes",0.00196551879699248,"K23144","LIWC"
"K23144.28","Insight",0.000789583959899749,"K23144","LIWC"
"K23144.29","Affect",0.00503710275689223,"K23144","LIWC"
"K23144.30","Positive tone",0.00340611528822055,"K23144","LIWC"
"K23144.31","Social",0.00258413533834586,"K23144","LIWC"
"K23144.32","Socbehav",0.0010033634085213,"K23144","LIWC"
"K23144.33","Communication",0.00144444611528822,"K23144","LIWC"
"K23144.34","Social referents",0.00412606015037594,"K23144","LIWC"
"K23144.35","Family",0.00342820050125313,"K23144","LIWC"
"K23144.36","Female",0.0042733984962406,"K23144","LIWC"
"K23144.37","Lifestyle",0.00504428070175439,"K23144","LIWC"
"K23144.38","Work",0.00597644110275689,"K23144","LIWC"
"K23144.39","Physical",0.00163391979949875,"K23144","LIWC"
"K23144.40","Food",0.00105481704260652,"K23144","LIWC"
"K23144.41","Allure",0.00213700751879699,"K23144","LIWC"
"K23144.42","Perception",0.00323222556390977,"K23144","LIWC"
"K23144.43","Motion",0.00126089223057644,"K23144","LIWC"
"K23144.44","Space",0.00159361403508772,"K23144","LIWC"
"K23144.45","Time LIWC",0.00215748370927318,"K23144","LIWC"
"K23144.46","FocusPast",0.00332077192982456,"K23144","LIWC"
"K23144.47","AllPunc",0.00222740852130326,"K23144","LIWC"
"K23144.48","Period",0.00133878696741855,"K23144","LIWC"
"K23144.49","Compound",0.00424569423558897,"K23144","LIWC"
"K23144.50","PA VADER",0.00260381954887218,"K23144","Vader"
"K23144.51","Neutral VADER",0.00152338345864662,"K23144","LIWC"
"K23144.52","NA VADER",0.00266167418546366,"K23144","Vader"
"K23144.53","ThoughtLength",0.00538838095238095,"K23144","LIWC"
"K23144.54","StressLength",0.00446556390977444,"K23144","Text leangth"
"K23144.55","EnjoyLength",0.0022531328320802,"K23144","Text leangth"
"K23144.56","Topic_t1",0.00627864160401003,"K23144","LDA"
"K23144.57","Topic_t2",0.00422451127819549,"K23144","LDA"
"K23144.58","Topic_t3",0.0019561052631579,"K23144","LDA"
"K23144.59","Topic_t4",0.00500189473684211,"K23144","LDA"
"K23144.60","Topic_t5",0.00231542355889724,"K23144","LDA"
"K23144.61","Topic_t6",0.00172953383458647,"K23144","LDA"
"K23144.62","Happy GPT",0.000361268170426065,"K23144","GPT"
"K23144.63","Sad GPT",0.00387843609022556,"K23144","GPT"
"K23144.64","Nervous GPT",0.00260848120300752,"K23144","GPT"
"K23144.65","Interested GPT",0.000924260651629073,"K23144","GPT"
"K23144.66","Angry GPT",0.00309968922305765,"K23144","GPT"
"K23144.67","Excited GPT",0.00144987969924812,"K23144","GPT"
"K23144.68","Bored GPT",0.000475824561403509,"K23144","GPT"
"K23144.69","NA GPT",0.00236832080200501,"K23144","GPT"
"K23144.70","PA GPT",0.000940471177944862,"K23144","GPT"
"K23145.1","Time",0.00312935555555556,"K23145","Time"
"K23145.2","Word Count",0.0119470666666667,"K23145","Text leangth"
"K23145.3","Analytic",0.00538607777777778,"K23145","LIWC"
"K23145.4","Clout",0.000503,"K23145","LIWC"
"K23145.5","Authentic",0.000485,"K23145","LIWC"
"K23145.6","WordPerSentence",0.00359981111111111,"K23145","Text leangth"
"K23145.7","BigWords",0.00296474444444444,"K23145","LIWC"
"K23145.8","Dictionary",9.26666666666667e-05,"K23145","LIWC"
"K23145.9","Linguistic",0.00295013333333333,"K23145","LIWC"
"K23145.10","Function",0.00542216666666667,"K23145","LIWC"
"K23145.11","Pronoun",0.00219638888888889,"K23145","LIWC"
"K23145.12","Personal pronouns",0.00085611111111111,"K23145","LIWC"
"K23145.13","i",0.002154,"K23145","LIWC"
"K23145.14","Impersonal pronouns",0.000126666666666667,"K23145","LIWC"
"K23145.15","Determiners",0.0612859444444444,"K23145","LIWC"
"K23145.16","Article",0.00575792222222222,"K23145","LIWC"
"K23145.17","Preposition",0.000700666666666667,"K23145","LIWC"
"K23145.18","Auxiliary verbs",0.001319,"K23145","LIWC"
"K23145.19","Adverbs",0.00337965555555555,"K23145","LIWC"
"K23145.20","Conjunctions",0.000273733333333332,"K23145","LIWC"
"K23145.21","Negations",0.00545102222222222,"K23145","LIWC"
"K23145.22","Verb",0.00611617777777778,"K23145","LIWC"
"K23145.23","Adjectives",0.000727277777777777,"K23145","LIWC"
"K23145.24","Quantity",0.0187290777777778,"K23145","LIWC"
"K23145.25","Drives",0.00371361111111111,"K23145","LIWC"
"K23145.26","Affiliation",0.00127333333333333,"K23145","LIWC"
"K23145.27","Achieve",0.000355666666666667,"K23145","LIWC"
"K23145.28","Cognition",0.000727833333333333,"K23145","LIWC"
"K23145.29","Cognitive processes",0.00121908888888889,"K23145","LIWC"
"K23145.30","Insight",0.000408222222222222,"K23145","LIWC"
"K23145.31","Differentiation",0.00111177777777778,"K23145","LIWC"
"K23145.32","Affect",0.00202915555555555,"K23145","LIWC"
"K23145.33","Positive tone",0.00822257777777778,"K23145","LIWC"
"K23145.34","Negative tone",0.00589601111111111,"K23145","LIWC"
"K23145.35","Emotion",0.00383796666666666,"K23145","LIWC"
"K23145.36","PA LIWC",0.000297733333333334,"K23145","LIWC"
"K23145.37","NA LIWC",0.0052517,"K23145","LIWC"
"K23145.38","Social",0.000629333333333334,"K23145","LIWC"
"K23145.39","Socbehav",0.00613101111111111,"K23145","LIWC"
"K23145.40","Communication",0.000200666666666667,"K23145","LIWC"
"K23145.41","Social referents",0.00116666666666667,"K23145","LIWC"
"K23145.42","Lifestyle",0.000642,"K23145","LIWC"
"K23145.43","Leisure",0.0004534,"K23145","LIWC"
"K23145.44","Work",0.0217951888888889,"K23145","LIWC"
"K23145.45","Physical",0.000207466666666667,"K23145","LIWC"
"K23145.46","Food",0.000371899999999999,"K23145","LIWC"
"K23145.47","Acquire",0.000782999999999999,"K23145","LIWC"
"K23145.48","Allure",0.00940827777777778,"K23145","LIWC"
"K23145.49","Perception",0.00414604444444445,"K23145","LIWC"
"K23145.50","Motion",0.00156866666666667,"K23145","LIWC"
"K23145.51","Space",0.000579955555555555,"K23145","LIWC"
"K23145.52","Time LIWC",0.000418666666666667,"K23145","LIWC"
"K23145.53","FocusPast",0.000473333333333333,"K23145","LIWC"
"K23145.54","FocusPresent",0.00349577777777778,"K23145","LIWC"
"K23145.55","AllPunc",0.000298666666666667,"K23145","LIWC"
"K23145.56","Apostrophes",0.000945066666666667,"K23145","LIWC"
"K23145.57","Compound",0.0176131444444444,"K23145","LIWC"
"K23145.58","PA VADER",0.00524176666666667,"K23145","Vader"
"K23145.59","Neutral VADER",0.000996233333333333,"K23145","LIWC"
"K23145.60","NA VADER",0.000249733333333333,"K23145","Vader"
"K23145.61","ThoughtLength",0.0477153777777778,"K23145","LIWC"
"K23145.62","StressLength",0.00560274444444445,"K23145","Text leangth"
"K23145.63","EnjoyLength",0.00239333333333333,"K23145","Text leangth"
"K23145.64","Topic_t1",0.00602567777777778,"K23145","LDA"
"K23145.65","Topic_t2",0.00922458888888888,"K23145","LDA"
"K23145.66","Topic_t3",0.000898666666666668,"K23145","LDA"
"K23145.67","Topic_t4",0.00170194444444444,"K23145","LDA"
"K23145.68","Topic_t5",0.00293054444444445,"K23145","LDA"
"K23145.69","Topic_t6",0.0297139888888889,"K23145","LDA"
"K23145.70","Happy GPT",0.000215199999999998,"K23145","GPT"
"K23145.71","Sad GPT",0.0446905111111111,"K23145","GPT"
"K23145.72","Nervous GPT",0.00922903333333333,"K23145","GPT"
"K23145.73","Interested GPT",0.00302807777777778,"K23145","GPT"
"K23145.74","Angry GPT",0.000563355555555555,"K23145","GPT"
"K23145.75","Excited GPT",0.000421222222222221,"K23145","GPT"
"K23145.76","Bored GPT",0.00748946666666667,"K23145","GPT"
"K23145.77","NA GPT",0.0806272777777778,"K23145","GPT"
"K23145.78","PA GPT",0.00511573333333333,"K23145","GPT"
"K23148.1","Time",0.00204086060606061,"K23148","Time"
"K23148.2","Word Count",0.00287198787878788,"K23148","Text leangth"
"K23148.3","Analytic",0.00101392727272727,"K23148","LIWC"
"K23148.4","Clout",0.0012,"K23148","LIWC"
"K23148.5","Authentic",0.00268986666666667,"K23148","LIWC"
"K23148.6","WordPerSentence",0.00201648484848485,"K23148","Text leangth"
"K23148.7","BigWords",0.00446449696969697,"K23148","LIWC"
"K23148.8","Dictionary",0.000925187878787879,"K23148","LIWC"
"K23148.9","Linguistic",0.000815248484848485,"K23148","LIWC"
"K23148.10","Function",0.00182835151515151,"K23148","LIWC"
"K23148.11","Pronoun",0.00201243636363636,"K23148","LIWC"
"K23148.12","Personal pronouns",0.00157357575757576,"K23148","LIWC"
"K23148.13","i",0.00177426666666667,"K23148","LIWC"
"K23148.14","Impersonal pronouns",0.00135512727272727,"K23148","LIWC"
"K23148.15","Determiners",0.00124369696969697,"K23148","LIWC"
"K23148.16","Article",0.00238632727272727,"K23148","LIWC"
"K23148.17","Preposition",0.0019254303030303,"K23148","LIWC"
"K23148.18","Auxiliary verbs",0.00149615757575758,"K23148","LIWC"
"K23148.19","Adverbs",0.00228619393939394,"K23148","LIWC"
"K23148.20","Conjunctions",0.00226469090909091,"K23148","LIWC"
"K23148.21","Verb",0.00274170909090909,"K23148","LIWC"
"K23148.22","Adjectives",0.00347321212121212,"K23148","LIWC"
"K23148.23","Quantity",0.000694739393939394,"K23148","LIWC"
"K23148.24","Drives",0.00618072727272727,"K23148","LIWC"
"K23148.25","Affiliation",0.00308349090909091,"K23148","LIWC"
"K23148.26","Achieve",0.00256286060606061,"K23148","LIWC"
"K23148.27","Cognition",0.00487980606060606,"K23148","LIWC"
"K23148.28","Cognitive processes",0.00534595151515152,"K23148","LIWC"
"K23148.29","Insight",0.00107018181818182,"K23148","LIWC"
"K23148.30","Discrepancy",0.00286629090909091,"K23148","LIWC"
"K23148.31","Tentative",0.000194909090909091,"K23148","LIWC"
"K23148.32","Differentiation",0.000234969696969697,"K23148","LIWC"
"K23148.33","Affect",0.00276884848484849,"K23148","LIWC"
"K23148.34","Positive tone",0.00235387878787879,"K23148","LIWC"
"K23148.35","Negative tone",0.000528327272727273,"K23148","LIWC"
"K23148.36","Emotion",0.000789042424242424,"K23148","LIWC"
"K23148.37","Social",0.00550565541125541,"K23148","LIWC"
"K23148.38","Socbehav",0.00729168484848485,"K23148","LIWC"
"K23148.39","Communication",0.00322961212121212,"K23148","LIWC"
