"","Participant","Time","NA_Ratings","Nervous","Predicted_Estimates"
"618","K23120",58,0,0,0.530833333333333
"619","K23120",59,1,1,1.01546666666667
"620","K23120",60,0,0,0.699333333333333
"621","K23120",61,0,0,0.3359
"622","K23120",62,0,0,0.546233333333333
"623","K23120",63,1,1,0.289966666666667
"624","K23120",64,0,0,0.4679
"625","K23120",65,1,1,0.872933333333333
"626","K23120",66,1,1,0.7658
"627","K23120",67,1,1,0.496733333333333
"628","K23120",68,0,0,0.543533333333333
"629","K23120",69,1,1,0.814833333333334
"630","K23120",70,1,1,0.5863
"631","K23120",71,0,0,0.632033333333334
"632","K23120",72,1,1,0.261533333333333
"633","K23120",73,0,0,0.625666666666667
"634","K23120",74,0,0,0.382866666666667
"635","K23120",75,0,0,0.571733333333333
"636","K23120",76,0,0,0.788266666666667
"637","K23120",77,0,0,0.8476
"638","K23120",78,0,0,0.858466666666667
"639","K23120",79,0,0,0.795566666666667
"640","K23120",80,1,1,0.460933333333333
"641","K23121",1,0,0,0.510866666666667
"642","K23121",2,0,0,0.3782
"643","K23121",3,0,0,0.1903
"644","K23121",4,0,0,0.3965
"645","K23121",5,0,0,0.5702
"646","K23121",6,0,0,0.519066666666667
"647","K23121",7,0,0,0.996033333333334
"648","K23121",8,0,0,2.09356666666667
"649","K23121",9,0,0,0.3508
"650","K23121",10,0,0,0.208533333333333
"651","K23121",11,0,0,0.519033333333333
"652","K23121",12,0,0,0.1578
"653","K23121",13,0,0,0.1521
"654","K23121",14,0,0,0.0688333333333333
"655","K23121",15,0,0,0.2815
"656","K23121",16,0,0,0.146266666666667
"657","K23121",17,0,0,0.3514
"658","K23121",18,0,0,0.583966666666667
"659","K23121",19,0,0,1.82246666666667
"660","K23121",20,0,0,0.751533333333333
"661","K23121",21,0,0,0.334766666666667
"662","K23121",22,2,2,1.2172
"663","K23121",23,0,0,0.217966666666667
"664","K23121",24,0,0,1.50486666666667
"665","K23121",25,1,1,0.315833333333333
"666","K23121",26,1,1,0.2696
"667","K23121",27,2,2,1.18056666666667
"668","K23121",28,0,0,0.501333333333333
"669","K23121",29,0,0,0.4697
"670","K23121",30,0,0,0.6361
"671","K23121",31,1,1,0.4983
"672","K23121",32,0,0,0.380133333333333
"673","K23121",33,0,0,0.4396
"674","K23121",34,0,0,0.3916
"675","K23121",35,0,0,0.2032
"676","K23121",36,0,0,0.6098
"677","K23121",37,0,0,0.162333333333333
"678","K23121",38,1,1,0.725766666666667
"679","K23121",39,1,1,0.413266666666667
"680","K23121",40,2,2,0.5878
"681","K23121",41,0,0,0.653633333333333
"682","K23121",42,0,0,0.3442
"683","K23121",43,0,0,0.7914
"684","K23121",44,0,0,0.595466666666667
